0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
495,495,CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.[H]O[H]>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2.OP(O)(O)=O,,,2.0,1.1576280907235283,0.4761904761904761,17.0,8.0,,,683.11097852809,5.0,,,343.97,-4.105039999999997,,,1.0,5.807462537523392,0.6,7.0,6.0,,,340.067166754,2.0,,,182.31,-0.69781
496,496,[H]O[H].CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.OP(O)(O)=O,,,0.0,3.523897718994017,0.2,2.0,2.0,,,144.053492116,1.0,,,97.22,0.29198999999999997,,,2.0,4.629694586323647,0.4761904761904761,18.0,11.0,,,763.07730905009,5.0,,,390.23,-4.208939999999997
497,497,NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O).CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,1.0,5.700478374426482,0.7555555555555555,9.0,8.0,,,450.078794058,3.0,,,247.89,0.19595999999999958,,,3.0,3.509147488971765,1.0317460317460316,24.0,12.0,,,909.16994994809,7.0,,,437.25,-4.3324599999999975
498,498,OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O).CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O),,,1.0,5.605727124424468,0.7555555555555555,9.0,6.0,,,434.083879438,3.0,,,216.8,1.2107699999999997,,,3.0,3.2985839425001773,1.0761904761904761,24.0,12.0,,,987.1570159140899,7.0,,,463.55000000000007,-2.932549999999997
499,499,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,2.0,4.009104666022509,1.0555555555555556,22.0,11.0,,,750.0812659779998,5.0,,,409.96000000000004,-4.481750000000002,,,1.0,4.7989221244804146,0.9736842105263157,16.0,8.0,,,747.2281743159999,4.0,,,291.52,0.14453000000000005
500,500,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1OC(CC1(O))N2C=CC(=O)NC2(=O)>>O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),,,3.0,3.8015358549166494,1.5,26.0,16.0,,,929.0782875079997,5.0,,,515.19,-7.718229999999995,,,2.0,4.06834707262632,1.0555555555555556,20.0,10.0,,,670.1149354559999,5.0,,,363.43,-4.598750000000001
501,501,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(O)=O)O2.[H]O[H]>>OP(O)(O)=O.OCC1OC(CC1(O))N2C=CC(=O)NC2(=O),,,1.0,2.319695265821785,0.5555555555555556,8.0,4.0,,,261.0960852,2.0,,,162.33,-2.8684200000000004,,,2.0,5.584192950316044,1.0,13.0,12.0,,,520.059437252,2.0,,,313.82,-6.208799999999993
502,502,[H]O[H].O=C1CC(=O)NC(=O)N1>>OC(=O)CC(O)=O.NC(N)=O,,,0.0,3.5779199262724384,0.5,2.0,1.0,,,120.04225873600001,0.0,,,85.87,-0.7746000000000001,,,1.0,6.218993036292138,1.1666666666666665,17.0,9.0,,,669.0390532199998,3.0,,,370.8,-3.0411299999999986
503,503,[H]O[H].O=C1CCNC(=O)N1>>NC(=O)NCCC(O)=O,,,0.0,3.3434170589539605,0.75,2.0,2.0,,,121.073893212,0.0,,,94.82,-1.1589,,,2.0,1.998958084215708,0.5555555555555556,8.0,3.0,,,306.025301942,3.0,,,140.07999999999998,0.1104799999999995
504,504,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2.[H]O[H]>>[H]N([H])[H].O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2,,,1.0,2.4515934319435497,0.5,2.0,2.0,,,132.053492116,1.0,,,89.7,-1.6088,,,5.0,3.2194208748737254,1.4444444444444444,33.0,18.0,,,1207.2396766619995,8.0,,,598.9899999999999,-7.62966999999999
505,505,OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O).NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,2.0,4.533422837374001,1.0555555555555556,9.0,6.0,,,422.083879438,3.0,,,209.28000000000003,-0.6900200000000002,,,1.0,5.643072890607092,0.6,9.0,6.0,,,434.08387943799994,3.0,,,216.8,1.2107699999999997
506,506,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2.[H]O[H]>>OP(O)(O)=O.O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,3.0,1.0705047998824462,0.4444444444444444,21.0,9.0,,,803.1676992999996,6.0,,,394.4299999999999,-3.175769999999998,,,0.0,6.522336813275999,0.4736842105263157,5.0,5.0,,,418.17565458199994,1.0,,,136.68,1.770960000000001
507,507,OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O).O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,4.0,3.152334205312897,1.0,28.0,13.0,,,1093.1980866219997,8.0,,,514.0099999999999,-2.2569899999999983,,,1.0,5.191226169452529,1.0736842105263156,11.0,6.0,,,642.2553614459998,3.0,,,210.0,3.0473500000000007
508,508,NC=1C=CN(C(=O)N=1)C2OC(CO)C(OP(O)(O)=O)C2(O).[H]O[H]>>NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O).OP(O)(O)=O,,,0.0,3.842578125733779,0.6,2.0,1.0,,,134.0579088,0.0,,,85.87,-0.5286,,,1.0,5.648647151032584,0.5555555555555556,8.0,9.0,,,422.012761832,2.0,,,259.92999999999995,-1.8493300000000004
509,509,NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O).NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,2.0,4.628174087376015,1.0555555555555556,9.0,8.0,,,438.078794058,3.0,,,240.37,-1.7048300000000003,,,1.0,5.853636437078681,0.5555555555555556,9.0,6.0,,,356.096813472,3.0,,,190.49999999999994,-0.18914000000000053
510,510,NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O).O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,,,4.0,3.2470854553149113,1.0,28.0,15.0,,,1109.1930012419998,8.0,,,545.0999999999999,-3.2717999999999985,,,1.0,5.4017897159241155,1.0292397660818713,11.0,6.0,,,564.26829548,3.0,,,183.69999999999996,1.6474400000000005
512,512,OC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O>>[H]O[H].OC(=O)C(=O)CC(O)C(O)COP(O)(O)=O,,,0.0,3.632432151939845,0.5,3.0,3.0,,,134.021523292,0.0,,,94.83,-1.0934,,,1.0,2.3515193982482367,0.5555555555555556,6.0,5.0,,,262.080100788,2.0,,,167.14,-1.8624300000000005
514,514,[H]O[H].CC1CNC(=O)NC1(=O)>>CC(CNC(N)=O)C(O)=O,,,1.0,1.5085844833062805,0.64,20.0,9.0,,,869.1469030139998,3.0,,,412.1999999999999,-2.989929999999993,,,0.0,4.6248318045702,0.7142857142857143,3.0,3.0,,,176.068473484,0.0,,,94.83,-0.0672
515,515,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1OC(C(O)C1(O))C2=CNC(=O)NC2(=O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).O=C1NC=C(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O),,,3.0,2.7406334085719424,0.9444444444444444,34.0,18.0,,,1294.1685301419993,9.0,,,642.4099999999999,-4.829399999999998,,,1.0,5.092068865758495,1.1666666666666665,15.0,9.0,,,532.072008024,3.0,,,316.15,-4.164430000000001
516,516,[H]O[H].OCC1OC(C2OP(O)(=O)OC12)N3C=CC(=O)NC3(=O)>>OCC1OC(C(O)C1(OP(O)(O)=O))N2C=CC(=O)NC2(=O),,,0.0,2.5395388613593903,1.0,2.0,2.0,,,94.06299418,0.0,,,71.96000000000001,-1.4652,,,0.0,4.468803313574534,0.5714285714285714,4.0,4.0,,,206.04265266,0.0,,,132.13000000000002,-0.8584
518,518,[H]O[H].NC=1C=CN(C(=O)N=1)C3OC(CO)C2OP(O)(=O)OC23>>NC=1C=CN(C(=O)N=1)C2OC(CO)C(OP(O)(O)=O)C2(O),,,0.0,2.825749368745867,0.6666666666666666,2.0,1.0,,,92.047344116,0.0,,,68.8,-1.2586000000000002,,,0.0,3.842578125733779,0.6,2.0,1.0,,,116.047344116,0.0,,,54.37,0.2961
519,519,[H]O[H].CC(CNC(N)=O)C(O)=O>>[H]N([H])[H].O=C=O.CC(CN)C(O)=O,,,0.0,4.6248318045702,0.7142857142857143,3.0,3.0,,,194.079038168,0.0,,,126.33,-0.8919,,,4.0,6.693587437007981,2.875,20.0,14.0,,,777.1948715659998,4.0,,,369.29999999999995,-5.673499999999993
520,520,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].[H]C(=O)C(C)=O>>CC(=O)C(O)=O.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),,,2.0,4.0050070138112,1.1428571428571428,18.0,9.0,,,756.16374237209,5.0,,,387.05999999999995,-4.223339999999995,,,3.0,4.714898244197829,0.8571428571428572,20.0,9.0,,,754.1486408879998,5.0,,,371.99,-3.7229299999999967
521,521,[H]O[H].[H]C(=O)C(C)=O.NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(=O)C(O)=O.[H],,,1.0,5.455517831326135,1.5,8.0,6.0,,,350.061412678,1.0,,,222.55,-3.2399,,,1.0,6.267859588722469,1.1666666666666667,8.0,5.0,,,267.07160706,1.0,,,161.59,-3.2407
523,523,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(=O)C(O)=O.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS>>O=C=O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),,,2.0,6.3583247076221845,1.8095238095238093,20.0,10.0,,,798.17430705609,5.0,,,392.85999999999996,-4.221039999999995,,,4.0,6.313703584740404,2.0654761904761902,23.0,11.0,,,961.2237970519998,6.0,,,418.24,-1.7453299999999972
530,530,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(C)(O)C(O)=O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.CC(=O)C(O)=O,,,0.0,4.327344284336427,0.6666666666666666,6.0,5.0,,,194.04265266,0.0,,,135.29000000000002,-3.2849,,,0.0,6.825289616276692,1.0,4.0,3.0,,,178.04773804,0.0,,,111.9,-0.8881999999999999
531,531,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23,,,0.0,3.2575861612334887,0.6666666666666666,2.0,2.0,,,90.031694052,0.0,,,57.53,-0.5482,,,0.0,5.868093724674001,1.8333333333333335,7.0,7.0,,,242.100167536,0.0,,,158.68,-3.4945
532,532,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.OC(=O)CCC(O)(CC(O)=O)C(O)=O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.OC(=O)CCC(=O)C(O)=O.[H]O[H],,,1.0,4.333149295534717,1.8333333333333335,7.0,5.0,,,224.089602852,1.0,,,127.45,-3.0145999999999997,,,1.0,6.17499967404431,1.1403508771929824,6.0,2.0,,,426.22536804799995,1.0,,,141.63,2.6690000000000036
535,535,CC(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O.CC(O)=O,,,1.0,2.724112234103965,1.0,6.0,5.0,,,198.073952788,1.0,,,141.88,-4.0445,,,2.0,4.963829305273369,0.3,9.0,9.0,,,554.1395030500898,4.0,,,271.51,-2.2193599999999956
541,541,[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC=O>>[H].CC(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),,,1.0,4.795635005606359,0.8333333333333334,8.0,6.0,,,322.03011255,1.0,,,222.55,-4.020099999999999,,,3.0,4.1919189433525155,1.1333333333333333,14.0,10.0,,,635.21817091609,5.0,,,300.97,-4.191459999999996
542,542,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)[O-]>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O,,,2.0,7.47320699564405,2.1666666666666665,21.0,13.0,,,747.0802629339997,4.0,,,426.80999999999995,-5.568530000000003,,,2.0,7.989642057682831,1.1666666666666665,19.0,12.0,,,701.038398122,4.0,,,414.42,-6.28863
543,543,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CCC(O)(CC(O)=O)C(O)=O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H]O[H].CCC(=O)C(O)=O,,,0.0,5.4863115678296435,1.5,4.0,4.0,,,176.079706864,0.0,,,112.65000000000002,-2.1047,,,0.0,7.253166872090306,1.2666666666666666,7.0,9.0,,,398.164893032,0.0,,,274.86,-3.1525299999999965
544,544,[H]O[H].CC=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)=O,,,2.0,3.345124188091425,0.4761904761904761,18.0,9.0,,,728.13244224409,5.0,,,387.05999999999995,-5.003539999999995,,,5.0,2.6389575988278753,0.8238095238095238,26.0,14.0,,,1122.2952047440897,9.0,,,511.37,-4.673689999999993
545,545,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CC(C)C(O)(CC(O)=O)C(O)=O>>CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23.[H]O[H].CC(C)C(=O)C(O)=O,,,2.0,3.027365637620047,1.6875,19.0,11.0,,,651.1190177919998,4.0,,,351.95000000000005,-4.539039999999996,,,0.0,7.242750612092067,1.6666666666666665,8.0,8.0,,,290.121296904,0.0,,,210.41,-4.9583
546,546,OC(=O)CC(O)C(O)=O.Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>OC(=O)CC(=O)C(O)=O.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),,,1.0,5.910758640877631,0.75,10.0,9.0,,,470.06862329800003,2.0,,,277.66999999999996,-3.0889299999999986,,,3.0,4.009451496536892,1.625,23.0,13.0,,,817.0857422380001,5.0,,,445.01,-5.767139999999998
548,548,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].[H]C(=O)C(C)O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C(O)=O.[H],,,2.0,3.1576280907235286,0.4761904761904761,18.0,8.0,,,712.13752762409,5.0,,,366.8299999999999,-4.889239999999995,,,4.0,3.5859020111444284,1.5238095238095237,24.0,13.0,,,896.1517508419998,6.0,,,454.3,-5.848229999999997
549,549,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(O)CO>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C(=O)C(C)O,,,4.0,3.334897748850855,1.476190476190476,28.0,16.0,,,1006.23260978009,7.0,,,507.78999999999996,-9.275239999999988,,,3.0,3.147194789154625,0.5238095238095238,19.0,8.0,,,696.1431615839998,5.0,,,334.69,-3.5678299999999967
550,550,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C(=O)C(C)O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C(=O)C(C)=O.[H],,,1.0,4.6081389082384625,0.8333333333333334,8.0,5.0,,,288.024633246,1.0,,,170.82,-3.0810999999999997,,,1.0,5.547535056766938,1.5,7.0,5.0,,,253.09234250400002,1.0,,,144.51999999999998,-2.4197
553,553,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(O)C=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].[H]C(=O)C(C)=O,,,2.0,3.9864962256332137,1.276190476190476,19.0,12.0,,,794.2382447040901,5.0,,,406.17999999999995,-4.671269999999994,,,3.0,3.994573712242297,1.1904761904761905,19.0,9.0,,,740.1693763319998,5.0,,,354.92,-2.901929999999997
554,554,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)CO>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC(O)C=O,,,3.0,4.785408566365789,1.8333333333333335,18.0,13.0,,,600.130280086,3.0,,,343.28,-8.291799999999993,,,1.0,5.52902426858895,1.6333333333333333,8.0,8.0,,,309.17740952,1.0,,,195.14,-3.6923299999999983
558,558,OCC1OC(O)C(O)C1(O)>>OCC1(O)(OCC(O)C1(O)),,,1.0,2.5298168771977245,0.8571428571428571,7.0,6.0,,,286.05660207,1.0,,,171.57,-3.3826999999999985,,,0.0,2.3390923149762908,1.0,2.0,2.0,,,88.10004838399999,0.0,,,52.04,-0.3159999999999998
559,559,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)>>OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),,,1.0,1.696297416547441,0.5,13.0,7.0,,,507.9797610499998,3.0,,,273.0799999999999,-1.4464300000000003,,,1.0,2.047085489928952,0.5555555555555556,13.0,7.0,,,482.9845120819998,2.0,,,270.42,-1.692720000000001
564,564,OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),,,1.0,5.1614758958008435,0.5,15.0,10.0,,,604.9726406679997,3.0,,,356.89,-3.3666300000000016,,,1.0,5.220718302404654,0.5,13.0,9.0,,,525.0063101459999,3.0,,,310.36,-3.4836300000000007
566,566,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1(OC)>>COC=1C(=O)C(C)=C(CC=C(C)CCC=C(C)C)C(=O)C=1(OC).[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),,,3.0,3.8318788570390936,1.476190476190476,24.0,14.0,,,924.1461168820902,6.0,,,475.16999999999996,-6.982439999999995,,,4.0,3.098917788347758,1.0952380952380953,34.0,13.0,,,1197.1617370679996,7.0,,,583.11,-4.427949999999997
567,567,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)C(=O)C(O)C(O)C(O)COP(O)(O)=O.[H],,,2.0,4.790060242663373,0.976190476190476,20.0,11.0,,,798.13792154809,5.0,,,413.0899999999999,-4.973039999999995,,,4.0,2.6557792724609057,1.1488095238095237,38.0,18.0,,,1519.248199786,8.0,,,718.55,-6.052559999999988
568,568,OCC(O)C(O)C(O)C(O)C(O)=O.Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>OCC(O)C(O)C(O)C(=O)C(O)=O.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),,,1.0,6.177039905705374,1.0,11.0,10.0,,,496.0131557559999,2.0,,,306.46,-2.48093,,,3.0,4.104113024855684,1.625,23.0,13.0,,,767.1299764,5.0,,,418.71,-6.521639999999998
570,570,OCC1OC(O)C(=O)C(O)C1(O).O=O>>OCC1OC(=O)C(=O)C(O)C1(O).OO,,,3.0,4.27519528493049,2.0,18.0,11.0,,,762.2016611739998,3.0,,,350.96,-3.579899999999998,,,2.0,4.733357513141528,1.375,15.0,9.0,,,488.186691096,4.0,,,258.79,-5.866629999999998
