0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2292,2292,OP(O)(O)=O.OCC1OC(C(O)C1(O))n3cnc2cncnc23>>OCC1OC(OP(O)(O)=O)C(O)C1(O).c1ncc2ncnc2(n1),,,4.0,5.1096058722572115,0.9473684210526316,3.0,4.0,,,388.201475406,4.0,,,115.05999999999999,,3.030500000000003
2293,2293,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC(O)C(C)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].CC(=O)C(C)=O,,,2.0,4.38983696102902,0.4761904761904761,20.0,11.0,,,818.14300692809,6.0,,,396.0199999999999,,-4.063169999999995
2296,2296,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC4(C)(C(O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).[H],,,2.0,4.55284496806508,1.3095238095238095,19.0,10.0,,,828.1903743641801,5.0,,,381.5799999999999,,-4.213339999999994
2297,2297,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC4(C)(C(O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).[H],,,1.0,6.003355785580014,1.6666666666666667,9.0,7.0,,,422.08804467009,1.0,,,217.07,,-3.2298999999999993
2298,2298,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O)).[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(OP(O)(O)=O)C2(O)).CC23(CCC1c4ccc(cc4(CCC1C3(CCC2(=O))))OS(O)(=O)=O),,,4.0,3.6610937437218762,1.3114035087719298,10.0,6.0,,,715.26899982809,6.0,,,209.43000000000004,,3.913290000000003
2300,2300,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC4(C)(C(O)CCC4([H])(C3([H])(CCc1cc(O)ccc12))))>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).[H],,,2.0,4.55284496806508,1.3095238095238095,19.0,10.0,,,828.1903743641801,5.0,,,381.5799999999999,,-4.213339999999994
2301,2301,[H]C23(CCC4(C)(C(O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).[H],,,1.0,6.003355785580014,1.6666666666666667,9.0,7.0,,,422.08804467009,1.0,,,217.07,,-3.2298999999999993
2302,2302,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=O.[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).[H]>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)c(O)cc12)))).[H]O[H],,,10.0,4.4085155859094565,2.418546365914787,35.0,18.0,,,1559.3852906019997,12.0,,,644.97,,-3.3456299999999928
2303,2303,O=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).[H]>>[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)c(O)cc12)))).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]O[H],,,8.0,5.961476930434097,2.7280701754385968,23.0,14.0,,,1072.308256774,8.0,,,434.57,,-2.863399999999996
2305,2305,[H]C23(CCC4(C)(C(=O)CCC4([H])(C3([H])(CCc1cc(O)ccc12)))).O=C1C=CN(C(=O)N1)C3OC(COP(O)(=O)OP(O)(=O)OC2OC(C(O)=O)C(O)C(O)C2(O))C(O)C3(O)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).[H]C24(CCC5(C)(C(=O)CCC5([H])(C4([H])(CCc1cc(ccc12)OC3OC(C(=O)O)C(O)C(O)C3(O))))),,,5.0,4.600529856566528,1.7697368421052633,9.0,8.0,,,591.280847922,5.0,,,206.24,,0.7104000000000035
2309,2309,[*]C4OC(C(O)=O)C(OC3OC(C(=O)OC)C(OC2OC(C(O)=O)C(OC1OC(C([*])C(O)C1(O))C(=O)OC)C(O)C2(O))C(O)C3(O))C(O)C4(O).[H]O[H]>>CO.OC(=O)C3OC(OC1C(O)C(O)C(OC1(C(O)=O))OC2C(O)C(O)C(O)OC2(C(O)=O))C(O)C(O)C3(O),,,0.0,2.7587670006154434,0.0,1.0,0.0,,,150.06807956,1.0,,,48.57,,1.01929
2310,2310,O=O.Oc1ccc(O)cc1>>O=C1C=CC(=O)C=C1.[H]O[H],,,3.0,5.160398910637762,1.75,19.0,12.0,,,802.0526871719999,3.0,,,416.97,,-4.735999999999999
2314,2314,CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C).CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C),,,0.0,6.576977344333207,1.0,7.0,7.0,,,316.1158176,1.0,,,158.68,,-1.9734200000000004
2315,2315,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C).[H]O[H]>>CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C).CCCCCCCCCCCCCCCC(O)=O,,,0.0,3.0237157840738176,1.0,1.0,0.0,,,93.078978592,0.0,,,54.56,,-0.6343000000000001
2316,2316,CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C)>>CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)(C),,,0.0,2.8915708103198634,0.0,2.0,2.0,,,164.047344116,1.0,,,57.53,,0.97288
2317,2317,O=O.[H]C13(CCC4(C)(C(CCC4(O)(C3(=CC(=O)C2([H])(CC(O)C(O)CC12(C)))))C(C)C(O)CCC(C)(C)O))>>[H]C14(CC(=O)C(O)CC4(C)(C2CCC3(C)(C(CCC3(O)(C2(=CC1(=O))))C(C)C(O)CCC(C)(C)O))).OO,,,3.0,3.217272920093545,2.0,16.0,9.0,,,648.0859627259999,3.0,,,298.91999999999996,,-3.798099999999999
2320,2320,CC(O)CO>>CCC=O.[H]O[H],,,2.0,2.1772696581273263,1.0,11.0,8.0,,,342.11621152399994,2.0,,,189.53,,-5.395599999999993
2321,2321,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CCCO>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CCC=O.[H],,,2.0,4.127043083121306,0.601190476190476,20.0,11.0,,,832.1586569920901,6.0,,,396.0199999999999,,-4.134269999999995
2323,2323,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.COc1cc(C=CC(O)=O)cc(O)c1(O)>>NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O.COc1cc(C=CC(O)=O)cc(OC)c1(O),,,3.0,4.0759705297491315,0.875,18.0,7.0,,,761.1710533639999,6.0,,,306.82,,-0.9246499999999975
2324,2324,OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O).COc1cc(C=CC(O)=O)cc(OC)c1(O)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).COc2cc(C=CC(O)=O)cc(OC)c2(OC1OC(CO)C(O)C(O)C1(O)),,,0.0,7.539678102610252,1.2142857142857144,5.0,3.0,,,300.08427961809,0.0,,,138.20000000000002,,-0.6214000000000003
2325,2325,COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1(O).[H]O[H]>>C[N+](C)(C)CCO.COc1cc(C=CC(O)=O)cc(OC)c1(O),,,0.0,2.847378923087672,0.6666666666666666,2.0,1.0,,,92.047344116,0.0,,,68.8,,-1.257
2326,2326,O=O.NCCc1ccc(O)cc1.[H]O[H]>>[H]N([H])[H].O=CCc1ccc(O)cc1.OO,,,3.0,5.356475335049382,1.6666666666666665,19.0,11.0,,,774.0482568899998,3.0,,,415.84999999999997,,-6.448699999999999
2327,2327,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=O.NCCc1ccc(O)cc1.[H]>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].NCCc1ccc(O)c(O)c1,,,6.0,6.503670124204007,2.1904761904761902,37.0,19.0,,,1422.1702891059997,8.0,,,701.97,,-9.006929999999995
2332,2332,O=C1C=CN(C(=O)N1)C3OC(COP(O)(=O)OP(O)(=O)OC2OC(C(O)=O)C(O)C(O)C2(O))C(O)C3(O).C=CC=4C(=O)NC(=Cc3nc(Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))c(CCC(O)=O)c3(C))C=4(C)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).C=CC=6C(=O)NC(=Cc5nc(Cc3nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c3(CCC(=O)OC2OC(C(O)=O)C(O)C(O)C2(O)))c(CCC(=O)OC4OC(C(O)=O)C(O)C(O)C4(O))c5(C))C=6(C),,,4.0,4.07742358984229,1.494047619047619,26.0,15.0,,,984.1910556940898,6.0,,,506.28999999999996,,-7.423129999999991
2333,2333,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C=CC=4C(=O)NC(=Cc3nc(Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))c(CCC(O)=O)c3(C))C=4(C)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C=CC=4C(=O)NC(=CC3=NC(=Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))C(CCC(O)=O)=C3(C))C=4(C).[H],,,5.0,2.3115628625160305,1.0952380952380951,36.0,17.0,,,1347.25118622818,10.0,,,658.7699999999999,,-8.342169999999985
2334,2334,C=CC=4C(=O)NC(=Cc3nc(Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))c(CCC(O)=O)c3(C))C=4(C).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C=CC=4C(=O)NC(=CC3=NC(=Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))C(CCC(O)=O)=C3(C))C=4(C).[H],,,4.0,3.762073680030965,1.4523809523809526,26.0,14.0,,,941.1488565340899,6.0,,,494.25999999999993,,-7.358729999999991
2335,2335,O=O.C=CC=4C(=O)NC(=Cc3nc(Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))c(CCC(O)=O)c3(C))C=4(C)>>C=CC=4C(=O)NC(=CC3=NC(=Cc2nc(C=C1NC(=O)C(C)=C1(C=C))c(C)c2(CCC(=O)O))C(CCC(O)=O)=C3(C))C=4(C).[H]O[H],,,6.0,2.7382145300305942,1.619047619047619,34.0,17.0,,,1286.1629014740897,8.0,,,627.3999999999999,,-8.09622999999999
2336,2336,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.C[N+](C)(C)CC(O)CC(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).C[N+](C)(C)CC(=O)CC(=O)O.[H],,,2.0,4.260454033039106,0.976190476190476,19.0,11.0,,,796.1698903720901,5.0,,,410.67999999999995,,-4.7502399999999945
2337,2337,O=O.OC(=O)CCC(=O)C(O)=O.C[N+](C)(C)CCCC(O)=O>>O=C=O.OC(=O)CCC(O)=O.C[N+](C)(C)CC(O)CC(O)=O,,,5.0,5.718862569485576,1.9909255898366607,38.0,17.0,,,1806.3682965879998,8.0,,,703.12,,-0.54813999999999
2340,2340,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]C(=O)CCCC(O)=O.[H]O[H]>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)CCCC(O)=O.[H],,,2.0,3.6793187486571166,0.4761904761904761,21.0,11.0,,,912.1848717400901,7.0,,,427.5199999999999,,-4.166589999999995
2341,2341,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.OC(=O)CCCC(O)=O>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)CCCC(O)=O,,,1.0,6.3438678717802635,1.6428571428571428,15.0,8.0,,,645.1002105299998,4.0,,,299.36,,-0.49912000000000156
2346,2346,NC(CSSCC(N)C(O)=O)C(O)=O.[H]O[H]>>[H]N([H])[H].NC(CSS)C(O)=O.CC(=O)C(O)=O,,,1.0,2.174031625674796,0.8888888888888888,7.0,5.0,,,285.088222948,1.0,,,164.74,,-2.864099999999999
2347,2347,OS(O)(=O)=O.NC(CSSCC(N)C(O)=O)C(O)=O>>NC(CS)C(O)=O.NC(CSS(O)(=O)=O)C(O)=O,,,1.0,3.174031625674796,0.8888888888888888,8.0,6.0,,,284.08039791600004,1.0,,,153.47,,-2.596399999999999
2348,2348,OCC3OC(OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O))C(O)C(O)C3(O).[H]O[H]>>OCC1OC(O)(CO)C(O)C1(O).OCC2OC(OCC1OC(O)C(O)C(O)C1(O))C(O)C(O)C2(O),,,0.0,4.334994453852032,0.6666666666666666,3.0,2.0,,,164.068473484,0.0,,,106.1,,-1.1661000000000001
2349,2349,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).OCC2OC(OC1C(O)C(O)C(O)C(O)C1(O))C(O)C(O)C2(O)>>OC1C(O)C(O)C(O)C(O)C1(O).OCC3OC(OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O))C(O)C(O)C3(O),,,2.0,4.688677466724005,0.45,1.0,2.0,,,597.454580128,2.0,,,63.32,,12.228899999999976
2350,2350,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)C=1CC(O)C(O)C(O)C=1>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)C=1CC(O)C(O)C(C=1)OP(O)(O)=O,,,2.0,3.806409620001927,1.0,21.0,11.0,,,802.1013327259998,5.0,,,402.3,,-3.4249600000000022
2351,2351,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)C=1CC(O)C(O)C(O)C=1>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)C=1CC(O)C(O)C(=O)C=1.[H],,,2.0,4.7251391280396655,1.3333333333333335,14.0,9.0,,,553.1196558260001,3.0,,,276.92,,-3.8831300000000004
2353,2353,OC(=O)C=1CC(O)C(O)C(O)C=1.OC(=O)c1cc(C(O)=O)c3c(n1)C(=O)C(=O)c2cc(nc23)C(O)=O>>OC(=O)C=1CC(O)C(O)C(=O)C=1.OC(=O)c1cc(C(O)=O)c3c(n1)c(O)c(O)c2cc(nc23)C(O)=O,,,2.0,3.637149590288278,1.1800000000000002,26.0,13.0,,,1132.2626610379998,5.0,,,486.8,,-2.3311599999999952
2354,2354,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCSC(=O)C=Cc4ccc(O)cc4.OC(=O)C=1CC(O)C(O)C(O)C=1>>CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS.Oc1ccc(cc1)C=CC(=O)OC2CC(=CC(O)C2(O))C(=O)O,,,2.0,4.257593330875607,0.9545454545454545,13.0,9.0,,,631.15348137409,4.0,,,280.8,,-2.640840000000001
2357,2357,OC(=O)CC(O)C(O)=O>>OC(=O)C=CC(O)=O.[H]O[H],,,1.0,2.490109534228997,0.75,7.0,6.0,,,314.05151669,1.0,,,174.65,,-3.5953999999999984
2359,2359,[*]OC1OC(CO)C([*])C(O)C1(O).Nc4ncnc1c4(ncn1C3OC(COP(O)(=O)OP(O)(=O)OC2OC(CO)C(O)C(O)C2(O))C(O)C3(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[*]OC1OC(CO)C([*])C(O)C1(O),,,5.0,3.794671741482297,1.8214285714285714,29.0,21.0,,,1083.4078211879996,5.0,,,557.0099999999999,,-14.178600000000007
2360,2360,[H]O[H].NC(=O)NC1NC(=O)NC1(=O)>>NC(=O)NC(NC(N)=O)C(O)=O,,,0.0,3.788427600543414,0.0,3.0,3.0,,,150.027671292,0.0,,,140.99,,-2.5588
2362,2362,OC1COC(=O)C(O)C1(O).[H]O[H]>>OCC(O)C(O)C(O)C(O)=O,,,0.0,2.847378923087672,0.5,1.0,3.0,,,91.07456190799999,0.0,,,93.4,,-1.7254299999999998
2364,2364,OCC(O)C(O)C(O)C(O)=O>>OCC(O)CC(=O)C(O)=O.[H]O[H],,,0.0,3.0324555320336755,0.0,2.0,2.0,,,109.052763844,1.0,,,46.25,,0.1313800000000001
2365,2365,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC(O)C(O)CO>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC(O)C(O)COP(O)(O)=O,,,2.0,4.181162781743353,1.15,18.0,9.0,,,857.2050695219997,4.0,,,370.8,,1.02127
2366,2366,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)C(O)CO>>OCC(O)C(=O)CO.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H],,,2.0,5.099892289781091,1.4833333333333334,11.0,7.0,,,608.2233926219999,2.0,,,245.42000000000002,,0.5631000000000017
2368,2368,OC(=O)CCC(=O)C(O)=O.NC(CS(O)(=O)=O)C(O)=O>>OC(=O)C(=O)CS(O)(=O)=O.NC(CCC(O)=O)C(O)=O,,,1.0,5.90557439494509,1.1403508771929824,7.0,2.0,,,408.214803364,1.0,,,110.13000000000001,,2.5820000000000034
2369,2369,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].NC(CS(O)(=O)=O)C(O)=O>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.NC(CS(=O)=O)C(O)=O.[H]O[H],,,3.0,4.135355671288894,1.1904761904761905,21.0,10.0,,,756.1642909519999,5.0,,,375.15,,-4.8428299999999975
2371,2371,CC4OC(OC=2C(=O)c3c(O)cc(O)cc3(OC=2(c1ccc(O)c(O)c1)))C(O)C(O)C4(O).[H]O[H]>>Oc1cc(O)c2C(=O)C(O)=C(Oc2(c1))c3ccc(O)c(O)c3.CC1OC(O)C(O)C(O)C1(O),,,0.0,2.7450683845540738,0.2,3.0,3.0,,,224.079706864,1.0,,,109.93,,-1.1991200000000002
2372,2372,CC1OC(O)C(O)C(O)C1(O)>>CC(O)C(O)C(O)C(=O)CO,,,0.0,2.779472864216949,0.2,4.0,4.0,,,286.035472702,1.0,,,124.96,,-0.6085200000000004
2374,2374,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OCC(O)C1(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC(=O)C(O)C(O)COP(O)(O)=O,,,1.0,4.028501715177015,1.5,16.0,9.0,,,595.0957938459998,3.0,,,331.17,,-2.7540300000000015
2375,2375,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC(O)C(O)C(O)CO>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC1(O)(OCC(O)C1(O)).[H],,,2.0,4.55909795529878,1.026190476190476,18.0,9.0,,,968.35662852009,5.0,,,355.55999999999995,,2.337060000000011
2376,2376,O=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3(O2).[H]>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Oc1cc(O)c2C(=O)CC(Oc2(c1))c3ccc(O)c(O)c3.[H]O[H],,,4.0,7.207915702170075,2.0333333333333337,24.0,14.0,,,962.1623208179999,5.0,,,443.8,,-6.107629999999999
2379,2379,O=O.OC(=O)CCC(=O)C(O)=O.Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3(O2)>>O=C=O.[H]O[H].OC(=O)CCC(O)=O.Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3(O2),,,4.0,7.4251730813016295,1.6736842105263157,22.0,10.0,,,1101.2898670579998,5.0,,,389.18,,0.8349700000000047
2380,2380,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3(O2)>>Oc1ccc(cc1)C=CC(=O)c2c(O)cc(O)cc2(O),,,0.0,2.923479810252717,0.2,3.0,2.0,,,180.078644244,1.0,,,49.69,,0.4267699999999999
