SabioReactionID,Reaction,ECNumber
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.4.12
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.2.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.1.4
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.2
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),5.6.1.8
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.1.3
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.4.21.53
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.4.24
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),7.4.2
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),7.6.2.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.4
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),7.6.2.2
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.5.4
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.1.15
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),5.6.1.7
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),6.6.1.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.1.3.2
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.1.3.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),7.1.2.2
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.4.10
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.1.5
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.3.1.193
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.4.6
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),3.6.4.13
75,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),7.1.2.1
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.1.3.2
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.6.1
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.1.3
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.1.3.1
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.1.3.18
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.6.1.1
76,OP(O)(=O)OP(O)(O)=O.[H]O[H]>>OP(O)(O)=O,3.6.2.1
77,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(O)=O)C(O)C3(O)>>NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.8
78,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(OP(O)(=O)OP(O)(O)=O)C3(O).[H]O[H]>>NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O).OP(O)(=O)OP(O)(O)=O,3.1.7.2
82,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.4
82,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.3
82,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.10
82,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.8
83,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.3
83,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.14
83,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.25
83,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.4
83,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.8
84,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,2.7.4.14
84,NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2,2.7.4.25
85,OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O),2.7.1.48
86,OP(O)(=O)OP(O)(O)=O.O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)>>O=C1C=CNC(=O)N1.OC1C(O)C(OC1(COP(O)(O)=O))OP(O)(=O)OP(O)(O)=O,2.4.2.9
88,O=C1C=CN(C(=O)N1)C2CC(O)C(COP(O)(O)=O)O2.[H]C24(CNC=1N=C(N)NC(=O)C=1N4(CN(C2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O))>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2.NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=3(N=2),2.1.1.45
89,NC=1C=CN(C(=O)N=1)C2OC(CO)C(O)C2(O).[H]O[H]>>OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O).[H]N([H])[H],3.5.4.5
90,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.145
90,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.21
90,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.76
91,CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.4.9
92,O=C1C=CNC(=O)N1.OC1OC(COP(O)(O)=O)C(O)C1(O)>>[H]O[H].O=C1NC=C(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O),4.2.1.70
93,O=C=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]N([H])[H]>>NC(=O)OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.2.2
94,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC(=O)CCC(N)C(O)=O.Nc5ncnc1c5(ncn1C4OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))[n+]3cccc(c3)C(O)=O)C(O)C4(O)).[H]O[H]>>NC(CCC(O)=O)C(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OP(O)(=O)OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)),6.3.5.1
95,NCC(O)=O.[H]O[H].[H]C24(CNC=1N=C(N)NC(=O)C=1N4(CN(C2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O))>>[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2)).NC(CO)C(O)=O,2.1.2.1
96,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23.OP(O)(O)=O.OP(O)(=O)OP(O)(O)=O>>CSCCC(N)C(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H],2.5.1.6
97,[H]O[H].NC(=N)NCCCC(N)C(O)=O>>NC(=O)NCCCC(N)C(O)=O.[H]N([H])[H],3.5.3.15
97,[H]O[H].NC(=N)NCCCC(N)C(O)=O>>NC(=O)NCCCC(N)C(O)=O.[H]N([H])[H],3.5.3.6
98,NCCCC(N)C(O)=O.NC(=O)OP(O)(O)=O>>NC(=O)NCCCC(N)C(O)=O.OP(O)(O)=O,2.1.3.3
98,NCCCC(N)C(O)=O.NC(=O)OP(O)(O)=O>>NC(=O)NCCCC(N)C(O)=O.OP(O)(O)=O,2.1.3.6
99,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC(O)CO>>OCC(O)COP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.1.30
100,[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2)).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>[H].NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=3(N=2).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1.5.1.3
100,[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2)).NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>[H].NC=2NC(=O)C=3N=C(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)CNC=3(N=2).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1.5.1.5
101,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc4ncnc1c4(ncn1C2OC3COP(O)(=O)OC3(C2(O))).OP(O)(=O)OP(O)(O)=O,4.6.1.1
105,CC(=O)C(O)=O.OC(=O)[O-].Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.OC(=O)CC(=O)C(O)=O,6.4.1.1
106,OC(=O)CC(=O)C(O)=O.NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)>>NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O).O=C=O.C=C(OP(O)(O)=O)C(O)=O,4.1.1.49
106,OC(=O)CC(=O)C(O)=O.NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O)>>NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O).O=C=O.C=C(OP(O)(O)=O)C(O)=O,4.1.1.32
108,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O>>O=C=O.[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(=O)C(O)C(O)COP(O)(O)=O,1.1.1.44
109,[H]O[H].O=C1OC(COP(O)(O)=O)C(O)C(O)C1(O)>>OC(=O)C(O)C(O)C(O)C(O)COP(O)(O)=O,3.1.1.31
110,OCC1OC(OP(O)(O)=O)C(O)C1(O)>>OC1OC(COP(O)(O)=O)C(O)C1(O),5.4.2.2
110,OCC1OC(OP(O)(O)=O)C(O)C1(O)>>OC1OC(COP(O)(O)=O)C(O)C1(O),5.4.2.7
111,OCC1OC(O)C(O)C1(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC1OC(COP(O)(O)=O)C(O)C1(O),2.7.1.15
112,OP(O)(O)=O.OCC(=O)C(O)C(O)COP(O)(O)=O>>[H]C(O)(C=O)COP(O)(O)=O.[H]O[H].CC(=O)OP(O)(O)=O,4.1.2.22
113,OC(=O)CC(O)C(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)CC(=O)C(O)=O,1.1.1.27
113,OC(=O)CC(O)C(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)CC(=O)C(O)=O,1.1.1.299
113,OC(=O)CC(O)C(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)CC(=O)C(O)=O,1.1.1.82
113,OC(=O)CC(O)C(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)CC(=O)C(O)=O,1.1.1.37
114,OP(O)(=O)OP(O)(O)=O.NC(CCC(O)=O)C(O)=O.NC1OC(COP(O)(O)=O)C(O)C1(O)>>NC(=O)CCC(N)C(O)=O.[H]O[H].OC1C(O)C(OC1(COP(O)(O)=O))OP(O)(=O)OP(O)(O)=O,2.4.2.14
116,NC=1NC(=O)C=2NC(CNC=2(N=1))CN(C=O)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O.NCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O)>>[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2)).O=CNCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O),2.1.2.2
117,NC(=O)CCC(N)C(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H].O=CNCC(=O)NC1OC(COP(O)(O)=O)C(O)C1(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.NC(CCC(O)=O)C(O)=O.N=C(CNC=O)NC1OC(COP(O)(O)=O)C(O)C1(O),6.3.5.3
118,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).N=C(CNC=O)NC1OC(COP(O)(O)=O)C(O)C1(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.Nc1cncn1C2OC(COP(O)(O)=O)C(O)C2(O),6.3.3.1
119,Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(O)=O>>O=C=O.Nc1cncn1C2OC(COP(O)(O)=O)C(O)C2(O),5.4.99.18
121,Nc1c(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))C(=O)NC(CC(O)=O)C(O)=O>>OC(=O)C=CC(O)=O.NC(=O)c1ncn(c1(N))C2OC(COP(O)(O)=O)C(O)C2(O),4.3.2.2
