Balaband J,H bond acceptor,H bond donor,MW,TPSA,logP,ECNumber
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,2
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,5
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,2
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,7
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,7
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,7
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,5
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,6
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,7
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,2
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,2
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,7
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
2.572326379287314,7.0,6.0,277.05626772200003,194.2,-3.9627,3
3.635542696039387,29.0,16.0,1109.9527360659995,624.76,-4.565870000000002,2
1.8656144678153568,9.0,5.0,366.0576646899999,211.52,-2.5051300000000007,3
5.251286172314051,16.0,13.0,648.997518024,392.44,-5.3693,2
4.635492166057459,15.0,10.0,566.1026394560001,319.83,-4.03552,2
4.368369193227462,23.0,14.0,896.9475604479996,508.87,-4.669330000000002,2
4.368369193227462,23.0,14.0,896.9475604479996,508.87,-4.669330000000002,2
4.368369193227462,23.0,14.0,896.9475604479996,508.87,-4.669330000000002,2
4.368369193227462,23.0,14.0,896.9475604479996,508.87,-4.669330000000002,2
4.040928798448961,21.0,11.0,751.0652815659998,403.91,-3.490150000000002,2
4.040928798448961,21.0,11.0,751.0652815659998,403.91,-3.490150000000002,2
4.040928798448961,21.0,11.0,751.0652815659998,403.91,-3.490150000000002,2
4.040928798448961,21.0,11.0,751.0652815659998,403.91,-3.490150000000002,2
4.040928798448961,21.0,11.0,751.0652815659998,403.91,-3.490150000000002,2
3.8659900556331896,22.0,12.0,831.0316120879997,450.44,-3.3731500000000016,2
3.8659900556331896,22.0,12.0,831.0316120879997,450.44,-3.3731500000000016,2
3.771238805631176,21.0,11.0,815.0366974679998,430.21,-2.3439500000000018,2
4.713282231063963,14.0,10.0,581.102305108,313.78,-2.79021,2
4.221384870689687,18.0,10.0,606.1435195539999,336.87,-4.52256,2
2.176580655432465,7.0,6.0,342.04643131,213.67,-1.7454300000000005,3
5.429761917945194,17.0,10.0,647.9784543199997,388.98,-3.263630000000002,2
5.429761917945194,17.0,10.0,647.9784543199997,388.98,-3.263630000000002,2
5.429761917945194,17.0,10.0,647.9784543199997,388.98,-3.263630000000002,2
4.024805442123998,20.0,10.0,749.0860170099998,383.68,-2.207240000000002,2
3.9293320159036975,14.0,11.0,657.179570714,328.34,-2.1033599999999995,4
5.747248109544294,29.0,17.0,1134.1377936079996,558.28,-5.530829999999995,2
4.955316799427166,18.0,10.0,691.0839088339998,408.95,-2.949330000000002,6
5.2135248114569785,13.0,11.0,555.1802394099999,362.76,-4.641969999999999,2
7.329431953155802,24.0,14.0,966.146307492,489.75,-5.4934299999999965,2
2.7541847860376616,3.0,3.0,110.0579088,92.19,-2.4928,3
2.7541847860376616,3.0,3.0,110.0579088,92.19,-2.4928,3
4.559481993328092,12.0,5.0,404.084548134,218.16,-2.5967300000000004,2
4.559481993328092,12.0,5.0,404.084548134,218.16,-2.5967300000000004,2
4.492448887874776,16.0,8.0,567.9888629339098,339.49,-3.550330000000001,2
4.255388238518462,16.0,12.0,731.179964638,373.5899999999999,-4.304559999999995,1
4.255388238518462,16.0,12.0,731.179964638,373.5899999999999,-4.304559999999995,1
1.6894094002007245,14.0,7.0,506.9957454619998,279.13,-2.4380300000000017,4
7.038317735778391,8.0,7.0,428.0134305280001,237.61,-1.7863100000000005,2
7.783324289453765,21.0,12.0,745.0646128699998,423.65,-5.360330000000002,6
5.877162284603923,8.0,5.0,274.008983182,170.82,-3.0488000000000004,4
5.877162284603923,8.0,5.0,274.008983182,170.82,-3.0488000000000004,4
6.240571060178308,10.0,8.0,392.035591854,248.58,-3.9896,1
1.1997576602685036,19.0,9.0,763.1016670739998,395.6499999999999,-4.203129999999996,3
2.4387072219898034,6.0,5.0,229.035138354,142.47000000000003,-2.4989000000000003,5
2.4387072219898034,6.0,5.0,229.035138354,142.47000000000003,-2.4989000000000003,5
4.219226277398449,21.0,13.0,793.0523475319998,450.7,-5.82073,2
6.326432810833968,9.0,10.0,437.972944354,281.2,-3.914400000000001,4
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
8.553165573907124,17.0,16.0,718.1823463200001,450.54,-7.618929999999997,2
3.855397214298384,20.0,12.0,738.0812659779999,412.86,-4.548649999999999,2
3.85197315026466,24.0,14.0,881.0796248999997,543.22,-5.644050000000001,6
5.321841552140569,17.0,10.0,640.0332531659998,379.75,-3.565030000000002,6
3.668626461933803,2.0,2.0,116.010958608,74.6,-0.2881999999999998,5
2.2453738040329303,9.0,6.0,366.05766469,206.46,-3.156519999999999,4
2.7900510916195493,14.0,9.0,477.0298088639999,293.03,-2.34444,2
2.0,2.0,0.0,31.98982924,34.14,0.067,3
2.0631657867701447,8.0,4.0,325.067501102,188.63,-1.72222,3
5.387953139521561,10.0,9.0,462.0189098319999,277.75,-2.4158400000000007,2
5.387953139521561,10.0,9.0,462.0189098319999,277.75,-2.4158400000000007,2
4.086585688212287,4.0,3.0,209.018035212,77.67,-1.0801999999999998,3
3.2207938774936733,25.0,12.0,989.18389935809,506.88999999999993,-5.601859999999995,1
2.5821588457017715,4.0,1.0,207.002385148,77.67,-0.5448000000000002,3
2.1580023963313577,9.0,5.0,341.0624157219999,208.86,-2.751420000000001,3
6.676871913486554,3.0,4.0,171.97728913,132.13,-1.6587,2
6.676871913486554,3.0,4.0,171.97728913,132.13,-1.6587,2
3.204805417886435,2.0,1.0,92.010958608,85.87,-1.5548,3
2.678959793026737,9.0,7.0,407.9623796699999,261.24,-3.0560000000000005,3
4.515158768946591,16.0,8.0,566.0090497979998,316.43,-3.3850300000000018,2
3.41237079700347,28.0,15.0,1029.9864055439996,578.23,-4.682870000000003,2
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
3.6477376249525255,24.0,14.0,978.16791494609,492.91,-7.475039999999993,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
5.09824844246746,14.0,11.0,572.0655852520001,328.4,-6.491599999999998,1
4.799051684071683,11.0,10.0,535.2026755080001,269.09000000000003,-1.507459999999997,2
8.729179350844047,17.0,11.0,692.9886846559997,411.26,-3.7066300000000014,2
5.257112855243928,16.0,8.0,613.0223541339998,365.0,-3.602730000000001,2
5.257112855243928,16.0,8.0,613.0223541339998,365.0,-3.602730000000001,2
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,1
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
2.6111759608930187,6.0,5.0,230.019153942,136.68,-2.4653000000000005,4
6.083242456493138,7.0,8.0,327.996049148,214.44,-3.3939000000000004,4
4.300585361093743,20.0,12.0,737.0148994039998,415.81,-4.903330000000002,4
4.123102696084449,8.0,7.0,360.09338150200006,194.88,-3.596799999999998,2
3.596335312713332,23.0,13.0,894.1355521980901,454.94,-6.344939999999996,1
3.596335312713332,23.0,13.0,894.1355521980901,454.94,-6.344939999999996,1
3.596335312713332,23.0,13.0,894.1355521980901,454.94,-6.344939999999996,1
4.145150249799359,26.0,14.0,1081.1554922719995,517.38,-4.630529999999995,1
4.145150249799359,26.0,14.0,1081.1554922719995,517.38,-4.630529999999995,1
4.145150249799359,26.0,14.0,1081.1554922719995,517.38,-4.630529999999995,1
7.971406369493575,34.0,19.0,1326.3130024040902,673.8899999999999,-8.97077999999999,1
4.978117349946878,19.0,10.0,756.16374237209,375.79,-4.180239999999995,1
4.978117349946878,19.0,10.0,756.16374237209,375.79,-4.180239999999995,1
3.157628090723529,18.0,8.0,712.13752762409,366.8299999999999,-4.889239999999995,1
3.157628090723529,18.0,8.0,712.13752762409,366.8299999999999,-4.889239999999995,1
8.624049708881415,18.0,12.0,789.0210526959999,419.02,-4.902299999999999,1
6.441089441928085,5.0,6.0,258.06003404,171.89999999999998,-0.0441500000000001,2
6.441089441928085,5.0,6.0,258.06003404,171.89999999999998,-0.0441500000000001,2
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,3
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,3
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,3
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,2
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,3
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,2
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,3
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,2
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,3
3.2575861612334887,2.0,2.0,108.042258736,89.03,-1.3729,2
3.560527032674639,4.0,3.0,169.998024574,104.06,-1.3429000000000002,4
2.534438673083989,3.0,4.0,158.043990052,113.32,-2.1798,4
4.814165371729427,23.0,14.0,1009.2002181180897,493.11,-3.730189999999997,6
4.814165371729427,23.0,14.0,1009.2002181180897,493.11,-3.730189999999997,6
4.814165371729427,23.0,14.0,1009.2002181180897,493.11,-3.730189999999997,6
4.89421481808716,16.0,7.0,579.0168748299998,313.27,-2.663730000000002,2
1.9461332958386623,15.0,9.0,620.9675552879999,377.13000000000005,-2.952540000000001,3
1.9461332958386623,15.0,9.0,620.9675552879999,377.13000000000005,-2.952540000000001,3
7.6080488228132515,4.0,8.0,274.031449942,225.3,-3.1949,2
6.420484320893776,30.0,17.0,1118.0701079719995,561.36,-7.436729999999994,6
3.7023397621026,23.0,13.0,905.11436229,471.85,-6.062639999999998,1
5.154485224989085,11.0,7.0,448.03752350200006,208.87,-2.8580999999999994,2
5.154485224989085,11.0,7.0,448.03752350200006,208.87,-2.8580999999999994,2
4.5184596751259765,22.0,15.0,862.0026936419999,508.33,-5.265840000000001,2
4.5184596751259765,22.0,15.0,862.0026936419999,508.33,-5.265840000000001,2
3.2756880945880367,25.0,13.0,966.20264704409,503.2199999999999,-6.308579999999994,1
5.216711910177937,18.0,12.0,755.0714348579999,431.04,-6.400699999999999,1
4.3026105821991605,21.0,13.0,767.0254640879998,436.04,-5.5408300000000015,2
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
3.8303652519773737,21.0,11.0,829.0523475319997,430.21,-2.090240000000002,2
3.8303652519773737,21.0,11.0,829.0523475319997,430.21,-2.090240000000002,2
3.8303652519773737,21.0,11.0,829.0523475319997,430.21,-2.090240000000002,2
3.8303652519773737,21.0,11.0,829.0523475319997,430.21,-2.090240000000002,2
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
2.0941785551571823,10.0,6.0,422.0127618319999,249.34,-1.6428200000000002,3
4.2156208344105615,20.0,12.0,692.0856826619998,435.78,-5.683030000000002,6
4.2156208344105615,20.0,12.0,692.0856826619998,435.78,-5.683030000000002,6
5.55389590103057,8.0,7.0,406.017847212,228.84,-0.8345200000000002,2
4.91992792390305,12.0,7.0,463.0155014839999,255.14,-1.76512,2
4.91992792390305,12.0,7.0,463.0155014839999,255.14,-1.76512,2
4.9075610897465705,13.0,7.0,462.0314858959999,261.19,-2.756720000000001,2
3.7868963016588273,5.0,4.0,218.01915394200003,155.79000000000002,-2.8083000000000005,3
3.7868963016588273,5.0,4.0,218.01915394200003,155.79000000000002,-2.8083000000000005,3
5.476305701859552,19.0,11.0,707.0043347199999,403.42,-4.421630000000002,2
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.081811721000704,11.0,6.0,421.0287462439999,255.39,-2.634420000000001,3
2.140955851776649,7.0,4.0,340.0671667539999,182.58,-0.4769100000000001,3
2.140955851776649,7.0,4.0,340.0671667539999,182.58,-0.4769100000000001,3
2.140955851776649,7.0,4.0,340.0671667539999,182.58,-0.4769100000000001,3
2.140955851776649,7.0,4.0,340.0671667539999,182.58,-0.4769100000000001,3
2.3515193982482367,7.0,4.0,262.080100788,156.27999999999997,-1.8768200000000004,3
2.3515193982482367,7.0,4.0,262.080100788,156.27999999999997,-1.8768200000000004,3
2.3515193982482367,7.0,4.0,262.080100788,156.27999999999997,-1.8768200000000004,3
2.3515193982482367,7.0,4.0,262.080100788,156.27999999999997,-1.8768200000000004,3
3.8659900556331896,21.0,13.0,831.0316120879997,461.3,-3.358760000000002,2
3.8659900556331896,21.0,13.0,831.0316120879997,461.3,-3.358760000000002,2
4.271568245902496,19.0,9.0,731.0246797059997,391.8,-2.8208300000000017,6
3.788427600543414,3.0,3.0,150.027671292,140.99,-2.5588,3
1.0119091670634206,25.0,10.0,854.0588298799997,465.47,-4.889159999999995,3
7.0684054129830525,14.0,10.0,593.0927894460001,329.64,-5.108699999999997,1
6.820220769999887,27.0,18.0,987.153547026,546.94,-9.072319999999992,1
7.491715860544984,19.0,10.0,689.1095157279999,394.65,-4.623639999999998,6
1.9117837048790265,17.0,10.0,700.93388581,423.6600000000001,-2.835540000000001,3
3.604156821528498,3.0,2.0,164.032087976,123.17,-1.3198,3
3.604156821528498,3.0,2.0,164.032087976,123.17,-1.3198,3
3.604156821528498,3.0,2.0,164.032087976,123.17,-1.3198,3
3.604156821528498,3.0,2.0,164.032087976,123.17,-1.3198,3
4.955395723911629,16.0,7.0,550.9855747019998,313.27,-3.0215300000000016,2
3.3431043076202736,30.0,15.0,1093.9578214459996,604.79,-4.7590600000000025,2
6.327866407576311,4.0,3.0,204.074621484,134.51999999999998,-0.3956200000000001,1
3.1818458670936187,2.0,2.0,118.026608672,74.6,-0.0641999999999998,1
4.099131150577035,27.0,15.0,1125.145321512,554.6800000000001,-5.175729999999991,1
7.536725647774906,8.0,4.0,510.21011190799993,184.73,2.793400000000004,1
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.6894094002007245,14.0,7.0,525.0063101459998,310.63,-3.2627300000000017,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
1.748651806804535,12.0,6.0,445.0399796239999,264.1,-3.379730000000001,3
3.4380612070052594,26.0,13.0,934.0251604019998,511.73,-4.9930600000000025,2
3.4380612070052594,26.0,13.0,934.0251604019998,511.73,-4.9930600000000025,2
4.611973148237254,4.0,3.0,208.021917216,160.47,-2.0091,3
4.611973148237254,4.0,3.0,208.021917216,160.47,-2.0091,3
4.611973148237254,4.0,3.0,208.021917216,160.47,-2.0091,3
4.611973148237254,4.0,3.0,208.021917216,160.47,-2.0091,3
4.611973148237254,4.0,3.0,208.021917216,160.47,-2.0091,3
4.89421481808716,16.0,8.0,580.9961393859998,333.5,-3.168130000000001,2
4.89421481808716,16.0,8.0,580.9961393859998,333.5,-3.168130000000001,2
2.490109534228997,7.0,6.0,314.05151669,174.65,-3.5953999999999984,4
6.317682043351713,26.0,9.0,911.0201039359998,460.84,-1.7144200000000012,1
9.264938529724937,13.0,5.0,470.0226578199999,249.72,-1.2543,6
7.688361606214757,25.0,12.0,933.0285740419996,494.71,-3.108830000000001,6
2.0649227620246755,10.0,6.0,474.1151795659999,239.59,-1.5493400000000006,3
2.0649227620246755,10.0,6.0,474.1151795659999,239.59,-1.5493400000000006,6
5.597691974152801,24.0,13.0,929.175894634,460.92,-3.281070000000002,2
3.908282573952077,10.0,6.0,422.180149172,181.79,-0.8430400000000003,2
3.908282573952077,10.0,6.0,422.180149172,181.79,-0.8430400000000003,2
3.908282573952077,10.0,6.0,422.180149172,181.79,-0.8430400000000003,2
3.908282573952077,10.0,6.0,422.180149172,181.79,-0.8430400000000003,2
2.2752894120966243,9.0,5.0,376.13828436,161.56,-0.8416400000000004,4
4.099131150577035,27.0,15.0,1125.145321512,554.6800000000001,-5.175729999999991,1
2.6486203330621008,37.0,18.0,1531.2476512060905,719.1899999999999,-6.159169999999985,1
2.6486203330621008,37.0,18.0,1531.2476512060905,719.1899999999999,-6.159169999999985,1
2.6486203330621008,37.0,18.0,1531.2476512060905,719.1899999999999,-6.159169999999985,1
2.2752894120966243,9.0,5.0,376.13828436,161.56,-0.8416400000000004,4
1.490992242338572,20.0,10.0,867.1312529500001,400.93,-2.2795299999999905,4
2.0113095870695488,7.0,3.0,252.085854864,113.25999999999998,-0.7682300000000002,4
5.536517522730711,13.0,6.0,477.0533075819999,266.48,-2.31844,2
2.7120418415275207,39.0,19.0,1375.0338398979995,753.04,-6.116109999999999,2
3.737750332488361,22.0,11.0,774.0924993579997,418.41,-4.004670000000002,2
3.737750332488361,22.0,11.0,774.0924993579997,418.41,-4.004670000000002,2
3.737750332488361,22.0,11.0,774.0924993579997,418.41,-4.004670000000002,2
3.737750332488361,22.0,11.0,774.0924993579997,418.41,-4.004670000000002,2
3.737750332488361,22.0,11.0,774.0924993579997,418.41,-4.004670000000002,2
2.0483409322876365,8.0,4.0,285.10731858,170.78000000000003,-2.39134,3
