Balaband J,H bond acceptor,H bond donor,MW,TPSA,logP,ECNumber
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
5.411178395912515,9.0,6.0,319.00718603391005,214.11,-4.0085,1
1.4803340783031134,20.0,9.0,897.1782031419998,412.1999999999999,-2.209729999999995,3
1.4803340783031134,20.0,9.0,897.1782031419998,412.1999999999999,-2.209729999999995,3
1.4803340783031134,20.0,9.0,897.1782031419998,412.1999999999999,-2.209729999999995,3
1.4803340783031134,20.0,9.0,897.1782031419998,412.1999999999999,-2.209729999999995,3
4.0272527200581285,19.0,11.0,721.0199847839998,395.58,-3.874130000000002,2
6.158887629335782,11.0,8.0,446.02265782000006,289.31,-5.0654,1
9.6309541249359,12.0,11.0,525.9889883420001,335.57,-5.1693,1
9.6309541249359,12.0,11.0,525.9889883420001,335.57,-5.1693,1
9.6309541249359,12.0,11.0,525.9889883420001,335.57,-5.1693,1
5.597834211026271,17.0,10.0,652.9825366559999,374.48,-3.0372200000000014,2
2.6740286330746827,8.0,7.0,339.9960491479999,203.44,-2.9858,4
2.6740286330746827,8.0,7.0,339.9960491479999,203.44,-2.9858,4
2.6740286330746827,8.0,7.0,339.9960491479999,203.44,-2.9858,4
2.6740286330746827,8.0,7.0,339.9960491479999,203.44,-2.9858,4
5.332578454912523,13.0,12.0,439.10909114200007,284.08,-6.9726,2
2.0600493624191287,8.0,4.0,268.08076948400003,133.49,-1.7974299999999996,5
3.1380288807093533,29.0,14.0,1149.1165604020898,599.9499999999999,-5.367859999999995,1
3.1380288807093533,29.0,14.0,1149.1165604020898,599.9499999999999,-5.367859999999995,1
4.897814302796645,16.0,6.0,785.1727067739998,302.79,3.3783800000000035,2
4.897814302796645,16.0,6.0,785.1727067739998,302.79,3.3783800000000035,2
4.897814302796645,16.0,6.0,785.1727067739998,302.79,3.3783800000000035,2
4.897814302796645,16.0,6.0,785.1727067739998,302.79,3.3783800000000035,2
4.897814302796645,16.0,6.0,785.1727067739998,302.79,3.3783800000000035,2
4.323818387262321,20.0,12.0,687.0591335659998,389.51,-5.659430000000002,2
3.7816037762162233,24.0,13.0,846.1959850039998,428.0,-6.604329999999997,1
3.7816037762162233,24.0,13.0,846.1959850039998,428.0,-6.604329999999997,1
3.7920370777851256,23.0,13.0,844.17978636009,428.63999999999993,-7.101039999999996,1
3.7920370777851256,23.0,13.0,844.17978636009,428.63999999999993,-7.101039999999996,1
5.334565120740862,12.0,9.0,359.11895117600005,217.6,-6.1221000000000005,1
5.334565120740862,12.0,9.0,359.11895117600005,217.6,-6.1221000000000005,1
5.334565120740862,12.0,9.0,359.11895117600005,217.6,-6.1221000000000005,1
5.334565120740862,12.0,9.0,359.11895117600005,217.6,-6.1221000000000005,1
5.24254789530006,13.0,10.0,438.0774566660001,264.13,-6.1176,1
5.24254789530006,13.0,10.0,438.0774566660001,264.13,-6.1176,1
5.24254789530006,13.0,10.0,438.0774566660001,264.13,-6.1176,1
5.24254789530006,13.0,10.0,438.0774566660001,264.13,-6.1176,1
5.24254789530006,13.0,10.0,438.0774566660001,264.13,-6.1176,1
4.218688745299689,21.0,13.0,783.0915016059998,397.27,-6.855099999999999,1
4.040215640745235,3.0,3.0,152.068473484,109.26,-1.6219,3
4.334994453852032,3.0,2.0,164.068473484,106.1,-1.1661,3
2.574087696680908,2.0,1.0,131.058243148,81.16,-0.5188999999999999,3
8.432660428803405,12.0,8.0,569.18905918,279.95000000000005,-2.331599999999996,1
5.712929161433848,35.0,17.0,1392.192738802,654.7,-6.291539999999996,1
5.151710986759979,12.0,7.0,540.0891208880898,270.86,-2.254430000000001,2
3.012946135868703,33.0,16.0,1512.340620004,642.76,0.898940000000001,4
1.0,1.0,1.0,32.979896032,0.0,0.3805,5
5.597832903849731,34.0,16.0,1509.4060260459996,621.5799999999999,-1.3500299999999896,1
3.4948942418786646,21.0,11.0,898.2098376179998,409.88,-2.406829999999995,1
3.4948942418786646,21.0,11.0,898.2098376179998,409.88,-2.406829999999995,1
3.4948942418786646,21.0,11.0,898.2098376179998,409.88,-2.406829999999995,1
7.718190332180008,6.0,5.0,335.085245744,195.37,-1.0546,2
7.718190332180008,6.0,5.0,335.085245744,195.37,-1.0546,2
5.21424877472996,6.0,1.0,378.20423868,89.9,3.219500000000004,2
5.21424877472996,6.0,1.0,378.20423868,89.9,3.219500000000004,2
3.986244662119863,16.0,8.0,567.0168748299998,316.43,-3.2604300000000017,6
4.360353570000758,21.0,10.0,795.0551160979999,419.29,-7.055199999999999,1
4.360353570000758,21.0,10.0,795.0551160979999,419.29,-7.055199999999999,1
3.003400684579818,2.0,2.0,156.042258736,89.03,-0.25142,3
4.061112890031034,22.0,7.0,783.14014716,350.18999999999994,-4.023629999999997,2
4.190083622757204,19.0,10.0,792.16374237209,390.2199999999999,-4.531359999999995,1
7.362269535863911,25.0,12.0,974.1495016080898,482.79,-3.790950000000003,6
4.3205095304235375,8.0,0.0,329.0875678499999,142.69,-0.8901000000000003,3
4.3205095304235375,8.0,0.0,329.0875678499999,142.69,-0.8901000000000003,3
3.694259125238623,2.0,2.0,162.11246979209,57.53,-0.4718000000000007,4
3.694259125238623,2.0,2.0,162.11246979209,57.53,-0.4718000000000007,4
5.231689655167603,23.0,10.0,949.21358828618,420.55,-4.006639999999995,1
5.231689655167603,23.0,10.0,949.21358828618,420.55,-4.006639999999995,1
4.7460990404836165,30.0,14.0,1199.27287043218,551.3799999999999,-4.960259999999994,1
4.7460990404836165,30.0,14.0,1199.27287043218,551.3799999999999,-4.960259999999994,1
6.196609857998551,20.0,11.0,793.17054073809,386.87,-3.9768199999999982,1
6.196609857998551,20.0,11.0,793.17054073809,386.87,-3.9768199999999982,1
7.546128060044194,7.0,5.0,383.07408523609,180.05,-1.0556,2
7.49471067109271,9.0,5.0,441.11429663809,205.31,0.3794699999999997,1
7.49471067109271,9.0,5.0,441.11429663809,205.31,0.3794699999999997,1
7.49471067109271,9.0,5.0,441.11429663809,205.31,0.3794699999999997,1
4.789243668318093,36.0,19.0,1464.1950779719998,720.52,-4.967959999999992,6
4.789243668318093,36.0,19.0,1464.1950779719998,720.52,-4.967959999999992,6
4.789243668318093,36.0,19.0,1464.1950779719998,720.52,-4.967959999999992,6
7.331647725677564,8.0,4.0,375.12888408209005,159.82,-0.6752000000000002,2
2.857454153563621,2.0,2.0,152.047344116,57.53,0.5021800000000001,5
4.12178653321347,21.0,11.0,890.1641362960901,430.16,-4.291539999999995,1
4.548438200728033,19.0,11.0,829.0758515419999,398.79,-4.045599999999999,1
2.795772320996392,4.0,3.0,244.058302724,135.56,-0.9131000000000002,3
2.795772320996392,4.0,3.0,244.058302724,135.56,-0.9131000000000002,3
2.795772320996392,4.0,3.0,244.058302724,135.56,-0.9131000000000002,3
2.795772320996392,4.0,3.0,244.058302724,135.56,-0.9131000000000002,3
4.24919752075831,20.0,8.0,835.171447288,361.19,-1.838729999999998,2
4.24919752075831,20.0,8.0,835.171447288,361.19,-1.838729999999998,2
1.5969804411324555,15.0,8.0,554.0550205679999,308.26,-3.177919999999998,3
1.5969804411324555,15.0,8.0,554.0550205679999,308.26,-3.177919999999998,3
3.154490065368808,1.0,1.0,122.11755517209,51.73,-1.1398,3
4.843899465569533,15.0,8.0,611.1027359500898,299.36,-2.7531300000000014,2
4.843899465569533,15.0,8.0,611.1027359500898,299.36,-2.7531300000000014,2
4.843899465569533,15.0,8.0,611.1027359500898,299.36,-2.7531300000000014,2
5.892000905787796,5.0,5.0,248.064450724,153.03,-1.8791,2
2.452818215055011,5.0,3.0,198.056194548,101.42,-2.0363000000000007,3
3.154490065368808,1.0,1.0,104.10699048809,20.23,-0.3150999999999999,5
2.5866897714089245,6.0,4.0,260.011960386,116.45000000000002,-1.0946000000000005,4
6.77578570343756,24.0,15.0,892.23730123609,459.87,-7.466439999999995,1
6.77578570343756,24.0,15.0,892.23730123609,459.87,-7.466439999999995,1
6.77578570343756,24.0,15.0,892.23730123609,459.87,-7.466439999999995,1
6.77578570343756,24.0,15.0,892.23730123609,459.87,-7.466439999999995,1
6.77578570343756,24.0,15.0,892.23730123609,459.87,-7.466439999999995,2
6.442866692684744,7.0,3.0,474.165483822,156.66000000000005,3.2222000000000035,2
3.0593176955914307,27.0,14.0,1027.17439729409,524.3,-6.358479999999995,1
3.0593176955914307,27.0,14.0,1027.17439729409,524.3,-6.358479999999995,1
6.116712627592603,29.0,20.0,1311.39397002009,663.3199999999999,-6.6264299999999885,1
6.116712627592603,29.0,20.0,1311.39397002009,663.3199999999999,-6.6264299999999885,1
6.116712627592603,29.0,20.0,1311.39397002009,663.3199999999999,-6.6264299999999885,2
5.303570876087935,13.0,9.0,436.0618066020001,260.97,-5.9110000000000005,1
5.886854055726481,16.0,12.0,563.1476018899998,358.92,-6.888940000000001,2
2.410324586231233,38.0,16.0,1434.3089153360895,660.3299999999999,-7.469769999999986,1
2.410324586231233,38.0,16.0,1434.3089153360895,660.3299999999999,-7.469769999999986,1
2.410324586231233,38.0,16.0,1434.3089153360895,660.3299999999999,-7.469769999999986,1
3.860835403746168,28.0,13.0,1028.206585642,495.82,-6.486329999999991,1
3.860835403746168,28.0,13.0,1028.206585642,495.82,-6.486329999999991,1
3.860835403746168,28.0,13.0,1028.206585642,495.82,-6.486329999999991,1
3.860835403746168,28.0,13.0,1028.206585642,495.82,-6.486329999999991,1
1.252696495507705,21.0,8.0,770.1925170799998,342.06999999999994,-3.590129999999991,5
1.252696495507705,21.0,8.0,770.1925170799998,342.06999999999994,-3.590129999999991,5
2.544573341953591,2.0,2.0,197.068807832,97.9,-0.3784100000000003,3
3.720984563822843,4.0,4.0,185.008923606,130.08,-1.4924000000000002,4
1.925586751101964,11.0,6.0,445.0399796239999,264.1,-3.37973,3
4.497913130389278,18.0,12.0,686.075117978,395.3,-5.693029999999999,2
3.685406534013343,5.0,5.0,170.079038168,132.65,-3.771,3
3.685406534013343,5.0,5.0,170.079038168,132.65,-3.771,3
3.685406534013343,5.0,5.0,170.079038168,132.65,-3.771,3
3.685406534013343,5.0,5.0,170.079038168,132.65,-3.771,3
4.843034624736871,22.0,13.0,816.1848717400901,419.41,-6.825939999999996,1
6.293545442251806,12.0,10.0,410.08254204600007,254.9,-5.8425,1
6.293545442251806,12.0,10.0,410.08254204600007,254.9,-5.8425,1
7.106055640661978,8.0,8.0,308.085580092,204.17,-2.4398300000000006,1
4.922672337090783,32.0,16.0,1177.1470717179996,592.04,-6.931129999999993,6
6.997241740602419,8.0,9.0,327.16416476,219.59,-4.099499999999999,2
1.6254258630289296,16.0,9.0,598.0448498079999,345.56,-3.72632,4
1.6254258630289296,16.0,9.0,598.0448498079999,345.56,-3.72632,4
1.5119043487048576,1.0,1.0,402.349780712,51.73,6.484100000000009,4
1.5119043487048576,1.0,1.0,402.349780712,51.73,6.484100000000009,4
3.853318405974191,3.0,3.0,178.095356928,123.92000000000002,-1.9017999999999995,4
3.853318405974191,3.0,3.0,178.095356928,123.92000000000002,-1.9017999999999995,4
4.937261069618006,19.0,13.0,755.1299763999999,432.5,-4.054819999999999,4
4.937261069618006,19.0,13.0,755.1299763999999,432.5,-4.054819999999999,4
2.6930916997812573,19.0,10.0,1084.47674365209,390.2199999999999,1.6551600000000135,1
4.143602517296191,9.0,7.0,678.3744139579999,225.71,2.6386000000000087,1
4.197466674095776,35.0,16.0,1682.5026660819997,630.81,1.065670000000013,1
4.788394688759235,17.0,8.0,966.379565954,325.66,5.642870000000007,6
2.1884564464640213,6.0,3.0,194.04265266,127.72,-3.4739,3
2.1884564464640213,6.0,3.0,194.04265266,127.72,-3.4739,3
2.1884564464640213,6.0,3.0,194.04265266,127.72,-3.4739,3
5.033695581746262,4.0,1.0,501.3579996680001,80.67,7.742300000000009,4
3.7236659979901616,4.0,4.0,166.05897142,144.15,-2.5309,3
3.7236659979901616,4.0,4.0,166.05897142,144.15,-2.5309,3
3.7236659979901616,4.0,4.0,166.05897142,144.15,-2.5309,3
6.719066831202612,6.0,5.0,413.325356856,153.59000000000003,3.236180000000002,2
3.5988316084957326,24.0,11.0,1097.44605168,398.0,0.6217700000000015,2
6.331653771827607,6.0,6.0,482.311777748,147.32,3.5134000000000034,2
6.331653771827607,6.0,6.0,482.311777748,147.32,3.5134000000000034,2
4.87291268089532,17.0,11.0,675.0240854499998,393.5,-1.9339800000000016,2
4.87291268089532,17.0,11.0,675.0240854499998,393.5,-1.9339800000000016,2
4.87291268089532,17.0,11.0,675.0240854499998,393.5,-1.9339800000000016,2
7.310538554309215,20.0,13.0,803.0999528219998,429.08,-3.761730000000001,6
5.726863372491798,14.0,12.0,652.22091056809,332.20000000000005,-4.783859999999995,2
5.726863372491798,14.0,12.0,652.22091056809,332.20000000000005,-4.783859999999995,2
4.2064679417417,7.0,6.0,309.9854844639999,191.05,-2.5041,4
4.567764161157994,21.0,13.0,854.2229885640901,452.2199999999999,-5.407639999999994,1
8.062197556697113,11.0,7.0,535.15953257809,232.01000000000005,-1.4492999999999998,2
3.988135992253038,5.0,5.0,250.062342548,129.72000000000003,-1.3222999999999996,4
5.174913605999395,23.0,13.0,894.1355521980901,462.78,-6.502339999999995,1
5.174913605999395,23.0,13.0,894.1355521980901,462.78,-6.502339999999995,1
5.174913605999395,23.0,13.0,894.1355521980901,462.78,-6.502339999999995,1
5.174913605999395,23.0,13.0,894.1355521980901,462.78,-6.502339999999995,1
6.625424423514328,13.0,10.0,488.033222504,298.27,-5.5189,1
5.315085473005999,17.0,10.0,745.0547221739998,361.49,-3.3656999999999986,1
3.907836095239563,3.0,0.0,184.066459158,35.53,2.914000000000001,4
3.907836095239563,3.0,0.0,184.066459158,35.53,2.914000000000001,4
3.730805714767907,3.0,3.0,159.053157768,109.6,0.43,2
3.730805714767907,2.0,2.0,142.026608672,74.6,0.2680000000000002,5
3.730805714767907,2.0,2.0,142.026608672,74.6,0.2680000000000002,5
3.730805714767907,2.0,2.0,142.026608672,74.6,0.2680000000000002,5
6.32927911797573,16.0,12.0,599.0764842839999,362.08,-4.34482,2
6.32927911797573,16.0,12.0,599.0764842839999,362.08,-4.34482,2
2.923488818049788,7.0,6.0,301.056267722,165.78,-2.9605999999999995,5
2.923488818049788,7.0,6.0,301.056267722,165.78,-2.9605999999999995,4
5.242143754716485,16.0,8.0,592.0485093059998,323.15,-2.157150000000001,6
5.242143754716485,16.0,8.0,592.0485093059998,323.15,-2.157150000000001,2
5.676247057997357,4.0,4.0,207.110672644,120.85,-0.3466000000000001,2
5.623452734850337,8.0,4.0,249.048466312,164.21999999999997,-3.5671,2
5.623452734850337,8.0,4.0,249.048466312,164.21999999999997,-3.5671,2
3.604156821528498,3.0,2.0,163.048072388,128.95999999999998,-1.9191000000000005,3
3.604156821528498,3.0,2.0,163.048072388,128.95999999999998,-1.9191000000000005,3
7.076223317128617,4.0,5.0,243.01440291,175.21999999999997,-2.023000000000001,2
2.796067066263468,6.0,4.0,194.04265266,138.72,-2.2321,3
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
3.893926162829183,19.0,10.0,834.17430705609,407.29,-4.202159999999995,1
5.344436980344117,9.0,7.0,428.071977362,242.78,-3.21872,1
5.344436980344117,9.0,7.0,428.071977362,242.78,-3.21872,1
5.344436980344117,9.0,7.0,428.071977362,242.78,-3.21872,1
5.344436980344117,9.0,7.0,428.071977362,242.78,-3.21872,1
2.6124226271795643,5.0,3.0,166.04773804,118.49,-3.1988,3
8.307735985466728,19.0,12.0,759.0802629339998,431.49,-3.441930000000001,6
8.307735985466728,19.0,12.0,759.0802629339998,431.49,-3.441930000000001,6
8.307735985466728,19.0,12.0,759.0802629339998,431.49,-3.441930000000001,6
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
6.236387174244863,10.0,7.0,417.06722633,237.22,-3.7299,1
6.236387174244863,10.0,7.0,417.06722633,237.22,-3.7299,1
6.236387174244863,10.0,7.0,417.06722633,237.22,-3.7299,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
3.6282482660064,3.0,2.0,159.053157768,83.47,-0.8336999999999999,5
7.325131359868793,6.0,4.0,495.283217272,150.23000000000002,4.851100000000006,3
4.683081270597452,20.0,11.0,838.10933745009,453.82,-5.524039999999995,1
4.683081270597452,20.0,11.0,838.10933745009,453.82,-5.524039999999995,1
4.948630961281429,17.0,12.0,623.0877176639999,362.9500000000001,-5.58164,2
3.736713316059144,3.0,2.0,354.2406241879999,98.26,4.860100000000005,3
3.736713316059144,3.0,2.0,354.2406241879999,98.26,4.860100000000005,3
3.736713316059144,3.0,2.0,354.2406241879999,98.26,4.860100000000005,3
3.9131800075895415,26.0,14.0,1311.358943104,517.38,1.105170000000003,1
5.589476991268437,40.0,21.0,1835.428551116,757.74,-2.533029999999996,1
2.753763090680544,34.0,16.0,1302.20512425609,628.01,-8.277439999999988,1
1.203784041318552,20.0,10.0,931.162553078,415.36,-2.0671499999999954,4
4.039346138977505,16.0,9.0,622.0590739899998,328.46,-2.6150300000000017,2
4.574794492568165,16.0,9.0,671.0430895779998,336.66,-0.8226400000000016,2
5.364529707295203,15.0,12.0,598.0101177099999,357.19,-5.8836,1
5.364529707295203,15.0,12.0,598.0101177099999,357.19,-5.8836,1
5.364529707295203,15.0,12.0,598.0101177099999,357.19,-5.8836,1
5.364529707295203,15.0,12.0,598.0101177099999,357.19,-5.8836,1
5.364529707295203,15.0,12.0,598.0101177099999,357.19,-5.8836,1
2.2648501783558785,5.0,4.0,290.07903816799995,129.49,-0.3786600000000001,3
7.7441612646808755,7.0,8.0,375.067895026,259.80000000000007,-2.5197000000000003,3
2.810693606438329,2.0,1.0,166.06299418,68.8,0.26248,3
4.500103006639053,16.0,8.0,655.0481749579998,316.43,-1.3508500000000017,2
4.500103006639053,16.0,8.0,655.0481749579998,316.43,-1.3508500000000017,2
3.720984563822844,4.0,4.0,204.003503878,155.79000000000002,-2.2835,3
4.878612654546373,21.0,12.0,850.10933745009,442.55,-5.338439999999995,1
6.986970887533749,6.0,4.0,229.982768434,158.43,-2.0423,2
6.986970887533749,6.0,4.0,229.982768434,158.43,-2.0423,2
3.7920370777851256,23.0,13.0,844.17978636009,428.63999999999993,-7.101039999999996,1
5.24254789530006,13.0,10.0,438.0774566660001,264.13,-6.1176,1
4.218688745299689,21.0,13.0,783.0915016059998,397.27,-6.855099999999999,1
4.543775715434574,22.0,14.0,846.9917946099997,482.57,-5.423830000000002,2
4.464163503472593,21.0,12.0,834.13792154809,416.25,-4.819979999999995,1
5.914674320987527,11.0,9.0,428.035591854,251.74,-3.83654,1
2.8219389370591843,2.0,2.0,104.047344116,57.53,-0.1565000000000001,5
2.967052883269776,2.0,1.0,120.042258736,85.87,-0.7746000000000001,3
2.967052883269776,2.0,1.0,120.042258736,85.87,-0.7746000000000001,3
2.75639079905674,8.0,7.0,339.9960491479999,203.44,-2.9874,4
2.75639079905674,8.0,7.0,339.9960491479999,203.44,-2.9874,4
2.75639079905674,8.0,7.0,339.9960491479999,203.44,-2.9874,4
3.1962581074048133,33.0,16.0,1358.1684692999995,642.76,-3.536259999999997,2
1.6167861257976963,9.0,7.0,473.165896076,219.84,-1.4083599999999958,4
6.657446997672303,12.0,10.0,411.090367078,254.9,-5.73,1
6.657446997672303,12.0,10.0,411.090367078,254.9,-5.73,1
6.657446997672303,12.0,10.0,411.090367078,254.9,-5.73,1
2.4062990811110168,2.0,3.0,272.15247788,79.11,2.09316,4
3.706905835949676,23.0,12.0,942.1112646679998,475.52,-5.102209999999999,1
5.317657666207125,17.0,9.0,666.0489032299997,362.6,-3.2717300000000016,2
5.317657666207125,17.0,9.0,666.0489032299997,362.6,-3.2717300000000016,2
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
6.236387174244863,10.0,7.0,417.06722633,237.22,-3.7299,1
6.236387174244863,10.0,7.0,417.06722633,237.22,-3.7299,1
3.836519459402936,3.0,1.0,123.983029608,71.44,-0.9268999999999996,4
3.836519459402936,3.0,1.0,123.983029608,71.44,-0.9268999999999996,4
7.854380662886664,18.0,11.0,788.1333015499998,428.63,-3.1145400000000016,6
7.854380662886664,18.0,11.0,788.1333015499998,428.63,-3.1145400000000016,6
4.290018025882365,19.0,9.0,768.0707065859999,346.31,-3.494219999999999,1
4.290018025882365,19.0,9.0,768.0707065859999,346.31,-3.494219999999999,1
4.290018025882365,19.0,9.0,768.0707065859999,346.31,-3.494219999999999,1
4.290018025882365,19.0,9.0,768.0707065859999,346.31,-3.494219999999999,1
4.290018025882365,19.0,9.0,768.0707065859999,346.31,-3.494219999999999,1
6.028140829700449,19.0,9.0,718.0802033579998,358.78000000000003,-2.2999500000000017,6
4.323818387262321,20.0,12.0,687.0591335659998,389.51,-5.659430000000002,2
2.634408987061597,6.0,5.0,180.063388104,110.38,-3.2214000000000005,5
2.613160477378893,38.0,18.0,1591.2687805740902,767.76,-7.024669999999984,1
3.9534004117199206,21.0,11.0,889.18012070809,428.11,-4.001639999999995,1
4.909516866352582,12.0,8.0,512.07998208609,261.69,-4.45891,2
8.564341841591418,14.0,11.0,498.098586034,309.27,-6.182499999999999,1
6.588388885767081,17.0,8.0,616.9995105139998,333.5,-3.109630000000001,6
4.936660177337872,12.0,9.0,512.07998208609,264.85,-3.0613100000000006,2
5.285348025883266,10.0,5.0,308.074346712,162.98000000000002,-4.3417,2
2.792516902249824,3.0,3.0,181.073893212,83.55,0.0771899999999994,4
4.028501715177015,16.0,9.0,595.0957938459998,331.17,-2.754030000000001,2
4.84083548347229,21.0,11.0,812.1535716120901,413.0899999999999,-5.496239999999995,1
7.200135606983048,5.0,3.0,219.074287136,134.76000000000002,-0.9626,4
6.7449091381012565,7.0,2.0,435.225702396,132.99,3.029200000000003,2
5.515517592141524,28.0,17.0,1044.22476112609,535.8599999999999,-8.221139999999993,1
5.515517592141524,28.0,17.0,1044.22476112609,535.8599999999999,-8.221139999999993,1
5.515517592141524,28.0,17.0,1044.22476112609,535.8599999999999,-8.221139999999993,1
5.515517592141524,28.0,17.0,1044.22476112609,535.8599999999999,-8.221139999999993,1
4.595630142368699,21.0,11.0,1092.376902942,426.95,2.5311700000000026,2
2.3380439811352103,20.0,10.0,1036.30912051,363.63,3.4934700000000025,2
2.3380439811352103,20.0,10.0,1036.30912051,363.63,3.4934700000000025,2
2.3380439811352103,20.0,10.0,1036.30912051,363.63,3.4934700000000025,2
6.871409556043347,13.0,11.0,525.9889883420001,327.73,-5.011900000000001,5
6.871409556043347,13.0,11.0,525.9889883420001,327.73,-5.011900000000001,2
4.078270260300367,18.0,11.0,687.0938656639998,377.35,-3.4139600000000003,2
3.1562505064626407,35.0,18.0,1418.1532131599995,700.29,-4.966559999999992,2
3.1562505064626407,35.0,18.0,1418.1532131599995,700.29,-4.966559999999992,2
4.860491295748277,18.0,10.0,734.0863566499999,367.28,-4.2547,1
4.860491295748277,18.0,10.0,734.0863566499999,367.28,-4.2547,1
2.685557590768645,18.0,9.0,1066.46617896809,369.99,2.6044600000000138,1
2.685557590768645,18.0,9.0,1066.46617896809,369.99,2.6044600000000138,1
2.685557590768645,18.0,9.0,1066.46617896809,369.99,2.6044600000000138,1
4.666033212607893,20.0,9.0,794.14300692809,389.69999999999993,-4.260439999999995,1
5.61153959281828,9.0,7.0,395.061747026,217.07,-2.36452,1
5.092684880122457,18.0,9.0,751.0652868579999,389.83,-4.839199999999999,1
6.41746343076416,7.0,5.0,278.063782028,169.43,-2.4532,2
5.460935936613976,11.0,9.0,420.066891982,251.74,-4.5785,2
4.123832226353019,3.0,5.0,211.03580705,133.95000000000002,-1.3801300000000003,4
1.785447265021472,17.0,10.0,614.1472675419999,322.9100000000001,-4.752919999999992,5
1.785447265021472,18.0,11.0,631.173816638,357.9100000000001,-4.590919999999992,2
1.785447265021472,17.0,10.0,614.1472675419999,322.9100000000001,-4.752919999999992,5
4.040215640745235,3.0,3.0,152.068473484,109.26,-1.6219,3
4.040215640745235,3.0,3.0,152.068473484,109.26,-1.6219,3
4.040215640745235,3.0,3.0,152.068473484,109.26,-1.6219,3
6.734432693868041,12.0,9.0,751.3779783760901,267.79,1.9339000000000053,6
5.065464185963092,20.0,8.0,848.18285741409,353.79,-0.9656399999999938,1
6.515975003478026,10.0,5.0,442.08052772,189.28,0.0178000000000011,1
6.515975003478026,10.0,5.0,442.08052772,189.28,0.0178000000000011,1
5.59263057493415,7.0,6.0,352.055933374,173.98000000000002,-1.1352100000000005,2
3.722788575006061,31.0,16.0,1047.0936575079998,581.13,-6.578779999999997,1
3.722788575006061,31.0,16.0,1047.0936575079998,581.13,-6.578779999999997,1
4.445800199257464,22.0,14.0,846.9917946099997,482.57,-5.425430000000002,2
5.364529707295203,15.0,12.0,598.0101177099999,357.19,-5.8836,1
4.101477779413871,4.0,4.0,204.003503878,155.79000000000002,-2.2835,3
3.1429781191840407,25.0,11.0,933.22880221609,469.07,-6.464169999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.785876356729929,20.0,10.0,823.1695560240901,401.7299999999999,-4.713339999999995,1
4.55909795529878,18.0,9.0,968.35662852009,355.55999999999995,2.337060000000011,1
4.55909795529878,18.0,9.0,968.35662852009,355.55999999999995,2.337060000000011,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
6.009608772813714,8.0,6.0,562.254298826,191.05,3.320500000000006,1
3.6282482660064,3.0,2.0,159.053157768,83.47,-0.8336999999999999,5
3.6282482660064,3.0,2.0,159.053157768,83.47,-0.8336999999999999,5
2.19060968716425,2.0,2.0,92.094963004,83.53999999999999,-1.5307999999999995,3
2.19060968716425,2.0,2.0,92.094963004,83.53999999999999,-1.5307999999999995,3
4.030546849890444,20.0,11.0,851.28486054809,385.41,-4.038539999999993,1
4.030546849890444,20.0,11.0,851.28486054809,385.41,-4.038539999999993,1
4.030546849890444,20.0,11.0,851.28486054809,385.41,-4.038539999999993,1
3.963069390647152,8.0,8.0,434.23113918799993,188.67,-2.4558999999999926,4
