SabioReactionID,Reaction,ECNumber,MW_R,logP_R,TPSA_R,Rings Count_R,Aromatic Rings_R,Heavy atoms cout_R,Alifatic Rings_R,CSP3_R,BalabanJ_R,RotatableBonds_R,H-bond donor_R,H-bond acceptor_R,MW_P,logP_P,TPSA_P,Rings Count_P,Aromatic Rings_P,Heavy atoms cout_P,Alifatic Rings_P,CSP3_P,BalabanJ_P,RotatableBonds_P,H-bond donor_P,H-bond acceptor_P
1088,[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(CCCCNC(CCC(O)=O)C(O)=O)C(O)=O>>[H].NCCCCC(N)C(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)CCC(=O)C(O)=O,1.5.1.8,294.142701044,-1.348499999999999,181.45,0.0,0.0,20.0,0.0,0.7272727272727273,3.784332452384944,11.0,5.0,5.0,147.029348324,-0.3825999999999999,91.67,0.0,0.0,10.0,0.0,0.4,3.604156821528498,4.0,2.0,3.0
1090,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O,3.6.1,525.9903257339998,-2.742600000000001,304.5799999999999,3.0,1.0,32.0,1.0,0.5,1.696297416547441,8.0,7.0,13.0,525.9903257339998,-2.9635000000000007,304.30999999999995,3.0,1.0,32.0,1.0,0.5,5.230305008060661,6.0,9.0,12.0
1090,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).[H]O[H]>>O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O,3.6.1.3,525.9903257339998,-2.742600000000001,304.5799999999999,3.0,1.0,32.0,1.0,0.5,1.696297416547441,8.0,7.0,13.0,525.9903257339998,-2.9635000000000007,304.30999999999995,3.0,1.0,32.0,1.0,0.5,5.230305008060661,6.0,9.0,12.0
1092,[H]O[H].NC(Cc1ccc(O)cc1)C(O)=O.O=O>>[H]N([H])[H].OO.Oc1ccc(cc1)CC(=O)C(O)=O,1.4.3.2,50.000393924,-0.7577,65.64,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,197.068807832,0.7504,109.6,1.0,0.0,14.0,0.0,0.1111111111111111,2.69946152659831,3.0,3.0,4.0
1093,NC(Cc1ccc(O)cc1)C(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].O=O>>[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).ONC(Cc1ccc(O)cc1)C(O)=O,1.14.14.36,213.063722452,0.4136,117.69,1.0,0.0,15.0,0.0,0.2222222222222222,4.641763904889644,3.0,3.0,5.0,215.079372516,-0.4580000000000002,121.29,1.0,0.0,15.0,0.0,0.2222222222222222,2.6716306900583486,4.0,4.0,4.0
1094,NC(Cc1ccc(O)cc1)C(O)=O.O=O>>[H]O[H].NC(Cc1ccc(O)c(O)c1)C(O)=O,1.14.18.1,213.063722452,0.4136,117.69,1.0,0.0,15.0,0.0,0.2222222222222222,4.641763904889644,3.0,3.0,5.0,215.079372516,-0.7725000000000001,135.28,1.0,0.0,15.0,0.0,0.2222222222222222,2.7772680269131413,3.0,4.0,4.0
1095,NC(CC1(C=CC(O)C=C1)C(O)=O)C(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C=O.NC(Cc1ccc(O)cc1)C(O)=O.[H],1.3.1.43,891.1957707720901,-3.669599999999998,439.11,6.0,3.0,60.0,3.0,0.8761904761904762,4.0753739244521725,15.0,12.0,21.0,666.1325968999998,-2.573899999999998,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
1096,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(CC1(C=CC(O)C=C1)C(O)=O)C(O)=O>>O=C=O.NC(Cc1ccc(O)cc1)C(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H],1.3.1.78,971.1621012940898,-3.5525999999999978,485.63999999999993,6.0,3.0,64.0,3.0,0.8761904761904762,4.127066842715776,17.0,13.0,22.0,44.997654272,-0.471,34.14,0.0,0.0,3.0,0.0,0.0,3.2659863237109046,0.0,0.0,2.0
1097,NC(Cc1ccc(O)cc1)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.Oc1ccc(cc1)CC(=O)C(O)=O,2.6.1.1,327.095416504,-0.1484999999999998,175.22000000000003,1.0,0.0,23.0,0.0,0.6222222222222222,6.2459207264181416,7.0,5.0,6.0,327.095416504,-0.1485,175.22,1.0,0.0,23.0,0.0,0.711111111111111,6.190191186989123,7.0,5.0,6.0
1097,NC(Cc1ccc(O)cc1)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.Oc1ccc(cc1)CC(=O)C(O)=O,2.6.1.5,327.095416504,-0.1484999999999998,175.22000000000003,1.0,0.0,23.0,0.0,0.6222222222222222,6.2459207264181416,7.0,5.0,6.0,327.095416504,-0.1485,175.22,1.0,0.0,23.0,0.0,0.711111111111111,6.190191186989123,7.0,5.0,6.0
1097,NC(Cc1ccc(O)cc1)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.Oc1ccc(cc1)CC(=O)C(O)=O,2.6.1.9,327.095416504,-0.1484999999999998,175.22000000000003,1.0,0.0,23.0,0.0,0.6222222222222222,6.2459207264181416,7.0,5.0,6.0,327.095416504,-0.1485,175.22,1.0,0.0,23.0,0.0,0.711111111111111,6.190191186989123,7.0,5.0,6.0
1097,NC(Cc1ccc(O)cc1)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.Oc1ccc(cc1)CC(=O)C(O)=O,2.6.1.42,327.095416504,-0.1484999999999998,175.22000000000003,1.0,0.0,23.0,0.0,0.6222222222222222,6.2459207264181416,7.0,5.0,6.0,327.095416504,-0.1485,175.22,1.0,0.0,23.0,0.0,0.711111111111111,6.190191186989123,7.0,5.0,6.0
1097,NC(Cc1ccc(O)cc1)C(O)=O.OC(=O)CCC(=O)C(O)=O>>NC(CCC(O)=O)C(O)=O.Oc1ccc(cc1)CC(=O)C(O)=O,2.6.1.57,327.095416504,-0.1484999999999998,175.22000000000003,1.0,0.0,23.0,0.0,0.6222222222222222,6.2459207264181416,7.0,5.0,6.0,327.095416504,-0.1485,175.22,1.0,0.0,23.0,0.0,0.711111111111111,6.190191186989123,7.0,5.0,6.0
1098,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC(=N)NCCCC(N)C(O)=O.NC(Cc1ccc(O)cc1)C(O)=O>>Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O)).OP(O)(=O)OP(O)(O)=O.NC(=N)NCCCC(NC(=O)C(N)Cc1ccc(O)cc1)C(O)=O,6.3.2.24,688.0696386739997,-1.2824000000000009,362.68,4.0,1.0,44.0,1.0,0.7222222222222222,4.331173305090369,11.0,10.0,17.0,684.238088634,-2.768329999999997,360.62,4.0,1.0,47.0,1.0,0.9,4.342302133297247,13.0,12.0,15.0
1099,NC(Cc1ccc(O)cc1)C(O)=O>>O=C=O.NCCc1ccc(O)cc1,4.1.1.25,181.073893212,0.3466,83.55000000000001,1.0,0.0,13.0,0.0,0.2222222222222222,2.641763904889644,3.0,3.0,3.0,181.073893212,0.3098999999999999,80.39,1.0,0.0,13.0,0.0,0.25,5.9597897760737135,2.0,2.0,4.0
1100,NC(Cc1ccc(O)cc1)C(O)=O>>[H]N([H])[H].OC(=O)C=Cc1ccc(O)cc1,4.3.1.24,181.073893212,0.3466,83.55000000000001,1.0,0.0,13.0,0.0,0.2222222222222222,2.641763904889644,3.0,3.0,3.0,181.073893212,1.652,92.53,1.0,0.0,13.0,0.0,0.0,2.7720256132280023,2.0,3.0,3.0
1100,NC(Cc1ccc(O)cc1)C(O)=O>>[H]N([H])[H].OC(=O)C=Cc1ccc(O)cc1,4.3.1.25,181.073893212,0.3466,83.55000000000001,1.0,0.0,13.0,0.0,0.2222222222222222,2.641763904889644,3.0,3.0,3.0,181.073893212,1.652,92.53,1.0,0.0,13.0,0.0,0.0,2.7720256132280023,2.0,3.0,3.0
1100,NC(Cc1ccc(O)cc1)C(O)=O>>[H]N([H])[H].OC(=O)C=Cc1ccc(O)cc1,4.3.1.23,181.073893212,0.3466,83.55000000000001,1.0,0.0,13.0,0.0,0.2222222222222222,2.641763904889644,3.0,3.0,3.0,181.073893212,1.652,92.53,1.0,0.0,13.0,0.0,0.0,2.7720256132280023,2.0,3.0,3.0
1101,NC(Cc1ccc(O)cc1)C(O)=O>>NC(CC(O)=O)c1ccc(O)cc1,5.4.3.6,181.073893212,0.3466,83.55000000000001,1.0,0.0,13.0,0.0,0.2222222222222222,2.641763904889644,3.0,3.0,3.0,181.073893212,0.8666999999999998,83.55,1.0,0.0,13.0,0.0,0.2222222222222222,2.712381974129232,3.0,3.0,3.0
1106,[H]O[H].[H]C(=O)CP(O)(O)=O>>CC=O.OP(O)(O)=O,3.11.1.1,142.003109954,-1.4617,106.1,0.0,0.0,8.0,0.0,0.5,3.570666358060597,2.0,2.0,2.0,142.003109954,-0.7234,94.82999999999998,0.0,0.0,8.0,0.0,0.5,5.659562592968015,0.0,3.0,2.0
1107,[H]O[H].NCCOP(O)(O)=O>>CC=O.[H]N([H])[H].OP(O)(O)=O,4.2.3.2,159.02965905,-1.7703000000000002,124.28,0.0,0.0,9.0,0.0,1.0,3.2596678537022945,3.0,3.0,3.0,142.003109954,-0.7234,94.82999999999998,0.0,0.0,8.0,0.0,0.5,5.659562592968015,0.0,3.0,2.0
1109,CC=O.CC(=O)C(O)=O>>CC(O)CC(=O)C(O)=O,4.1.2,132.042258736,-0.1347999999999999,71.44,0.0,0.0,9.0,0.0,0.8333333333333333,5.755199552411099,1.0,1.0,3.0,132.042258736,-0.589,74.6,0.0,0.0,9.0,0.0,0.6,3.6474246915365,3.0,2.0,3.0
1109,CC=O.CC(=O)C(O)=O>>CC(O)CC(=O)C(O)=O,4.1.3.17,132.042258736,-0.1347999999999999,71.44,0.0,0.0,9.0,0.0,0.8333333333333333,5.755199552411099,1.0,1.0,3.0,132.042258736,-0.589,74.6,0.0,0.0,9.0,0.0,0.6,3.6474246915365,3.0,2.0,3.0
1109,CC=O.CC(=O)C(O)=O>>CC(O)CC(=O)C(O)=O,4.1.3.39,132.042258736,-0.1347999999999999,71.44,0.0,0.0,9.0,0.0,0.8333333333333333,5.755199552411099,1.0,1.0,3.0,132.042258736,-0.589,74.6,0.0,0.0,9.0,0.0,0.6,3.6474246915365,3.0,2.0,3.0
1109,CC=O.CC(=O)C(O)=O>>CC(O)CC(=O)C(O)=O,4.1.2.52,132.042258736,-0.1347999999999999,71.44,0.0,0.0,9.0,0.0,0.8333333333333333,5.755199552411099,1.0,1.0,3.0,132.042258736,-0.589,74.6,0.0,0.0,9.0,0.0,0.6,3.6474246915365,3.0,2.0,3.0
1110,CC(O)C(N)C(O)=O>>CC=O.NCC(O)=O,2.1.2.1,119.058243148,-1.2208999999999997,83.55000000000001,0.0,0.0,8.0,0.0,0.75,3.637682547839839,2.0,3.0,3.0,119.058243148,-0.7651000000000001,80.39,0.0,0.0,8.0,0.0,1.0,5.034875020455568,1.0,2.0,3.0
1110,CC(O)C(N)C(O)=O>>CC=O.NCC(O)=O,4.1.2.48,119.058243148,-1.2208999999999997,83.55000000000001,0.0,0.0,8.0,0.0,0.75,3.637682547839839,2.0,3.0,3.0,119.058243148,-0.7651000000000001,80.39,0.0,0.0,8.0,0.0,1.0,5.034875020455568,1.0,2.0,3.0
1113,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O),2.7.1.11,767.0254640879998,-4.731800000000001,436.04,4.0,2.0,47.0,2.0,1.5,4.3026105821991605,12.0,13.0,21.0,767.0254640879998,-4.731800000000001,436.04,4.0,2.0,47.0,2.0,1.5,4.422680439879217,12.0,13.0,20.0
1114,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(OC(COP(O)(O)=O)C(O)C1(O))(OP(O)(O)=O),2.7.1.105,767.0254640879998,-4.731800000000001,436.04,4.0,2.0,47.0,2.0,1.5,4.3026105821991605,12.0,13.0,21.0,767.0254640879998,-4.731800000000002,436.04,4.0,2.0,47.0,2.0,1.5,4.603018122038384,12.0,13.0,20.0
1114,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(OC(COP(O)(O)=O)C(O)C1(O))(OP(O)(O)=O),2.7.1.11,767.0254640879998,-4.731800000000001,436.04,4.0,2.0,47.0,2.0,1.5,4.3026105821991605,12.0,13.0,21.0,767.0254640879998,-4.731800000000002,436.04,4.0,2.0,47.0,2.0,1.5,4.603018122038384,12.0,13.0,20.0
1115,OCC(O)C(O)C(O)C(O)COP(O)(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)).[H],1.1.1.17,926.16176694609,-6.4842999999999975,486.17,5.0,2.0,60.0,2.0,1.476190476190476,5.329388969161661,18.0,15.0,24.0,666.1325968999998,-2.573899999999998,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
1116,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1OC(O)(CO)C(O)C1(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),2.7.1.4,687.0591335659998,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.41352163430469,10.0,12.0,20.0,687.0591335659999,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.361852988802971,10.0,12.0,19.0
1116,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1OC(O)(CO)C(O)C1(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),2.7.1.1,687.0591335659998,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.41352163430469,10.0,12.0,20.0,687.0591335659999,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.361852988802971,10.0,12.0,19.0
1116,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1OC(O)(CO)C(O)C1(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),2.7.1.15,687.0591335659998,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.41352163430469,10.0,12.0,20.0,687.0591335659999,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.361852988802971,10.0,12.0,19.0
1116,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1OC(O)(CO)C(O)C1(O)>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),2.7.1.2,687.0591335659998,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.41352163430469,10.0,12.0,20.0,687.0591335659999,-4.848800000000001,389.51,4.0,2.0,43.0,2.0,1.5,4.361852988802971,10.0,12.0,19.0
1117,[H]O[H].OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)>>OP(O)(O)=O.OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),3.1.3.7,358.00661383199986,-3.8105,234.94,1.0,1.0,21.0,1.0,1.0,2.6740286330746827,6.0,7.0,8.0,358.006613832,-4.0314,234.67,1.0,1.0,21.0,1.0,1.0,6.085267677598555,4.0,9.0,8.0
1117,[H]O[H].OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O)>>OP(O)(O)=O.OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),3.1.3.11,358.00661383199986,-3.8105,234.94,1.0,1.0,21.0,1.0,1.0,2.6740286330746827,6.0,7.0,8.0,358.006613832,-4.0314,234.67,1.0,1.0,21.0,1.0,1.0,6.085267677598555,4.0,9.0,8.0
1118,[H]O[H].OCC1(OC(COP(O)(O)=O)C(O)C1(O))(OP(O)(O)=O)>>OP(O)(O)=O.OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),3.1.3.46,358.0066138319999,-3.8105000000000007,234.94,1.0,1.0,21.0,1.0,1.0,2.854366315233849,6.0,7.0,8.0,358.006613832,-4.0314,234.67,1.0,1.0,21.0,1.0,1.0,6.085267677598555,4.0,9.0,8.0
1119,OP(O)(=O)OP(O)(O)=O.OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O))>>OP(O)(O)=O.OC1C(COP(O)(O)=O)OC(O)(COP(O)(O)=O)C1(O),2.7.1.90,437.9729443540001,-3.9144,281.20000000000005,1.0,1.0,25.0,1.0,1.0,6.687680491919475,6.0,10.0,10.0,437.9729443539999,-3.9144,281.2,1.0,1.0,25.0,1.0,1.0,6.146095128674801,6.0,10.0,9.0
1123,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)>>OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),5.3.1.9,260.02971862600003,-3.1044,156.91,1.0,1.0,16.0,1.0,1.0,2.572326379287314,3.0,6.0,7.0,260.02971862600003,-3.1028,156.91,1.0,1.0,16.0,1.0,1.0,2.613201181998436,4.0,6.0,7.0
1124,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)>>OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),5.3.1.9,260.02971862600003,-3.1044,156.91,1.0,1.0,16.0,1.0,1.0,2.572326379287314,3.0,6.0,7.0,260.02971862600003,-3.1028,156.91,1.0,1.0,16.0,1.0,1.0,2.613201181998436,4.0,6.0,7.0
1124,OC1OC(COP(O)(O)=O)C(O)C(O)C1(O)>>OCC1(O)(OC(COP(O)(O)=O)C(O)C1(O)),5.3.1.8,260.02971862600003,-3.1044,156.91,1.0,1.0,16.0,1.0,1.0,2.572326379287314,3.0,6.0,7.0,260.02971862600003,-3.1028,156.91,1.0,1.0,16.0,1.0,1.0,2.613201181998436,4.0,6.0,7.0
1126,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)[O-].NC(N)=O>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OP(O)(O)=O.NC(=O)NC(O)=O,6.3.4.6,567.0281082099998,-2.605200000000001,348.24,3.0,1.0,35.0,1.0,0.5,4.492448887874776,8.0,9.0,15.0,531.051606928,-2.4133000000000004,325.02,3.0,1.0,34.0,1.0,0.5,5.066671397185057,6.0,9.0,14.0
1129,NC(N)=O>>[H]O[H].NC#N,4.2.1.69,60.032362748,-0.9762000000000002,69.11,0.0,0.0,4.0,0.0,0.0,2.8030394876740514,0.0,2.0,1.0,60.032362748,-1.39852,81.31,0.0,0.0,4.0,0.0,0.0,2.475534205527556,0.0,1.0,2.0
1131,[H]O[H].NC(CS)C(O)=O>>[H]N([H])[H].[H]S[H].CC(=O)C(O)=O,4.4.1.11,139.030314148,-1.4966000000000002,94.82,0.0,0.0,8.0,0.0,0.6666666666666666,3.3434170589539605,2.0,3.0,3.0,105.042593084,-0.178,89.37,0.0,0.0,7.0,0.0,0.3333333333333333,3.5677034550432034,1.0,2.0,3.0
1131,[H]O[H].NC(CS)C(O)=O>>[H]N([H])[H].[H]S[H].CC(=O)C(O)=O,4.4.1.1,139.030314148,-1.4966000000000002,94.82,0.0,0.0,8.0,0.0,0.6666666666666666,3.3434170589539605,2.0,3.0,3.0,105.042593084,-0.178,89.37,0.0,0.0,7.0,0.0,0.3333333333333333,3.5677034550432034,1.0,2.0,3.0
1131,[H]O[H].NC(CS)C(O)=O>>[H]N([H])[H].[H]S[H].CC(=O)C(O)=O,4.4.1.28,139.030314148,-1.4966000000000002,94.82,0.0,0.0,8.0,0.0,0.6666666666666666,3.3434170589539605,2.0,3.0,3.0,105.042593084,-0.178,89.37,0.0,0.0,7.0,0.0,0.3333333333333333,3.5677034550432034,1.0,2.0,3.0
1131,[H]O[H].NC(CS)C(O)=O>>[H]N([H])[H].[H]S[H].CC(=O)C(O)=O,4.4.1.3,139.030314148,-1.4966000000000002,94.82,0.0,0.0,8.0,0.0,0.6666666666666666,3.3434170589539605,2.0,3.0,3.0,105.042593084,-0.178,89.37,0.0,0.0,7.0,0.0,0.3333333333333333,3.5677034550432034,1.0,2.0,3.0
1144,CC=O.ON=O.OO>>[H]O[H].CC[N+](=O)[O-].O=O,1.7.3.1,78.031694052,0.2225999999999999,57.53,0.0,0.0,5.0,0.0,0.5,3.1874960973678963,0.0,2.0,3.0,50.000393924,-0.7577,65.64,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0
1146,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),3.2.1.26,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1146,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),2.4.1.4,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1146,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),2.4.1.10,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1146,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),2.4.1.9,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1147,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),3.2.1.48,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1147,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),2.4.1.10,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1147,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),3.2.1.20,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1147,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).[H]O[H]>>OCC1OC(O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),3.2.1.26,360.1267762079999,-6.220299999999993,221.03,2.0,2.0,24.0,2.0,1.0,2.1772696581273263,5.0,8.0,11.0,360.126776208,-6.4412,220.76,2.0,2.0,24.0,2.0,2.0,5.358521221165562,3.0,10.0,12.0
1148,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O).OP(O)(O)=O>>OCC1OC(OP(O)(O)=O)C(O)C(O)C1(O).OCC1OC(O)(CO)C(O)C1(O),2.4.1.329,440.09310672999993,-6.324199999999993,267.29,2.0,2.0,28.0,2.0,1.0,5.649336153727445,5.0,11.0,12.0,440.09310673,-6.3242,267.29,2.0,2.0,28.0,2.0,2.0,5.471958632517231,5.0,11.0,13.0
