SabioReactionID,Reaction,ECNumber,MW_R,logP_R,TPSA_R,Rings Count_R,Aromatic Rings_R,Heavy atoms cout_R,Alifatic Rings_R,CSP3_R,BalabanJ_R,RotatableBonds_R,H-bond donor_R,H-bond acceptor_R,MW_P,logP_P,TPSA_P,Rings Count_P,Aromatic Rings_P,Heavy atoms cout_P,Alifatic Rings_P,CSP3_P,BalabanJ_P,RotatableBonds_P,H-bond donor_P,H-bond acceptor_P
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.14.13.7,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.5.1.36,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.5.1,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.1.1,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.5.1.37,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.14.13,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7290,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.6.99.3,786.1649596479997,-2.311459999999997,362.9299999999999,6.0,3.0,53.0,3.0,0.4444444444444444,1.0705047998824462,13.0,9.0,21.0,1451.2891829360897,-4.766159999999996,681.5399999999998,11.0,4.0,97.0,4.0,0.9206349206349204,2.208852099094746,24.0,19.0,37.0
7291,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc2cc3N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc2cc3NC1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C)),1.14.13,377.146109392,-1.6110599999999988,161.56,3.0,2.0,27.0,2.0,0.4117647058823529,2.2752894120966243,5.0,5.0,9.0,1042.2703326800902,-4.388659999999996,472.9799999999999,8.0,4.0,71.0,4.0,0.9467787114845936,3.192649870011935,16.0,14.0,25.0
7291,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc2cc3N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc2cc3NC1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C)),1.14.13.7,377.146109392,-1.6110599999999988,161.56,3.0,2.0,27.0,2.0,0.4117647058823529,2.2752894120966243,5.0,5.0,9.0,1042.2703326800902,-4.388659999999996,472.9799999999999,8.0,4.0,71.0,4.0,0.9467787114845936,3.192649870011935,16.0,14.0,25.0
7291,[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc2cc3N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C))>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.Cc2cc3NC1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)CO)c3(cc2(C)),1.5.1,377.146109392,-1.6110599999999988,161.56,3.0,2.0,27.0,2.0,0.4117647058823529,2.2752894120966243,5.0,5.0,9.0,1042.2703326800902,-4.388659999999996,472.9799999999999,8.0,4.0,71.0,4.0,0.9467787114845936,3.192649870011935,16.0,14.0,25.0
7292,[H].Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.5.1.30,746.0989274219999,-2.456899999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,1531.2555134580894,-4.649159999999995,728.0699999999998,11.0,4.0,101.0,4.0,0.9206349206349204,2.260545017358351,26.0,20.0,38.0
7292,[H].Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.1.1,746.0989274219999,-2.456899999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,1531.2555134580894,-4.649159999999995,728.0699999999998,11.0,4.0,101.0,4.0,0.9206349206349204,2.260545017358351,26.0,20.0,38.0
7292,[H].Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.5.1,746.0989274219999,-2.456899999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,1531.2555134580894,-4.649159999999995,728.0699999999998,11.0,4.0,101.0,4.0,0.9206349206349204,2.260545017358351,26.0,20.0,38.0
7292,[H].Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C)),1.14.13.7,746.0989274219999,-2.456899999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0,1531.2555134580894,-4.649159999999995,728.0699999999998,11.0,4.0,101.0,4.0,0.9206349206349204,2.260545017358351,26.0,20.0,38.0
7293,NC(COP(O)(O)=O)C(O)=O.[H]S[H]>>OP(O)(O)=O.NC(CS)C(O)=O,2.5.1.47,218.99664467,-1.3796000000000002,130.08,0.0,0.0,12.0,0.0,0.6666666666666666,3.720984563822843,4.0,4.0,4.0,218.99664467,-1.6005000000000005,141.07999999999998,0.0,0.0,12.0,0.0,0.6666666666666666,6.81548355455408,2.0,6.0,4.0
7295,O=O.[H].NC(=O)N2c3ccccc3(C=Cc1ccccc12).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).NC(=O)N3c1ccccc1C4OC4(c2ccccc23),1.14.14.55,777.0809316299998,-2.5023999999999966,398.2899999999999,5.0,3.0,50.0,3.0,0.5238095238095238,3.199757660268504,13.0,9.0,21.0,270.100442308,2.2047000000000017,90.36,4.0,2.0,20.0,2.0,0.1333333333333333,2.01982253643524,0.0,1.0,2.0
7296,O=O.[H].Cc4ccnc3c4(NC(=O)c1cccnc1N3(C2CC2)).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)>>[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC1=CC(=O)NC2=C1NC(=O)C3=C(N2C4CC4)N=CC=C3,1.14.14.55,777.0809316299998,-2.5023999999999966,398.2899999999999,5.0,3.0,50.0,3.0,0.5238095238095238,3.199757660268504,13.0,9.0,21.0,300.122240372,1.11982,109.59,4.0,2.0,22.0,2.0,0.2666666666666666,2.037303766534516,1.0,2.0,4.0
7299,C[S+](C)CCC(N)C(O)=O>>[H]N([H])[H].CCC(=O)C(O)=O.CSC,4.4.1.14,164.07397610809,-0.3336999999999995,63.32,0.0,0.0,10.0,0.0,0.8333333333333334,3.3952168773415514,4.0,2.0,2.0,79.045570288,1.1411999999999998,35.0,0.0,0.0,4.0,0.0,1.0,1.6329931618554523,0.0,1.0,2.0
7302,[H]O[H].Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1))>>OP(O)(O)=O.Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)),3.6.1.15,509.01139552599966,-1.4245,290.4,3.0,1.0,31.0,1.0,0.5,1.6365118173362256,8.0,6.0,13.0,509.01139552599983,-1.6454,290.13,3.0,1.0,31.0,1.0,0.5,5.158819612201538,6.0,8.0,12.0
7302,[H]O[H].Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1))>>OP(O)(O)=O.Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)),3.6.1,509.01139552599966,-1.4245,290.4,3.0,1.0,31.0,1.0,0.5,1.6365118173362256,8.0,6.0,13.0,509.01139552599983,-1.6454,290.13,3.0,1.0,31.0,1.0,0.5,5.158819612201538,6.0,8.0,12.0
7302,[H]O[H].Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1))>>OP(O)(O)=O.Nc3ncnc2c3(ncn2(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)),3.6.4.13,509.01139552599966,-1.4245,290.4,3.0,1.0,31.0,1.0,0.5,1.6365118173362256,8.0,6.0,13.0,509.01139552599983,-1.6454,290.13,3.0,1.0,31.0,1.0,0.5,5.158819612201538,6.0,8.0,12.0
7303,[H]O[H].NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2>>NC=1C=CN(C(=O)N=1)C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.OP(O)(O)=O,3.6.1.15,485.0001621459998,-2.0075000000000003,281.68999999999994,2.0,1.0,29.0,1.0,0.5555555555555556,1.9804007899858247,8.0,6.0,12.0,485.0001621459999,-2.2284000000000006,281.42,2.0,1.0,29.0,1.0,0.5555555555555556,5.472526669435994,6.0,8.0,11.0
7304,[H]O[H].NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)c3(N=2)>>OP(O)(O)=O.NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)c3(N=2),3.6.1.15,525.0063101459998,-2.1312000000000006,310.37,3.0,1.0,32.0,1.0,0.5,1.6692121433640033,8.0,7.0,13.0,525.0063101459999,-2.352100000000001,310.1,3.0,1.0,32.0,1.0,0.5,5.200274850017215,6.0,9.0,12.0
7304,[H]O[H].NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1)c3(N=2)>>OP(O)(O)=O.NC=2NC(=O)c3ncn(C1CC(O)C(COP(O)(=O)OP(O)(O)=O)O1)c3(N=2),3.6.1,525.0063101459998,-2.1312000000000006,310.37,3.0,1.0,32.0,1.0,0.5,1.6692121433640033,8.0,7.0,13.0,525.0063101459999,-2.352100000000001,310.1,3.0,1.0,32.0,1.0,0.5,5.200274850017215,6.0,9.0,12.0
7305,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]c(nc5=O)N)O)O)O)[O-])C(=O)N>>NC(=O)c1cccnc1.C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=[N+]([C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(OP(=O)(O1)O)O)O)O)C5=C3C(=O)N=C(N5)N)O)O,3.2.2.5,679.104036424,-4.354599999999995,341.05999999999995,5.0,2.0,45.0,2.0,0.4761904761904761,1.1680118977832952,11.0,8.0,17.0,680.11131287609,-3.722599999999997,338.23,6.0,3.0,45.0,3.0,0.6666666666666666,4.638043475261348,1.0,9.0,17.0
7310,[H]O[H].CC(=O)OCC(N)C(O)=O>>CC(O)=O.[H]N([H])[H].CC(=O)C(O)=O,4.4.1.11,165.063722452,-1.8632999999999995,121.12,0.0,0.0,11.0,0.0,0.6,3.4907296603908136,3.0,2.0,4.0,148.037173356,-0.2491,91.67,0.0,0.0,10.0,0.0,0.8333333333333333,6.370742942717255,1.0,2.0,3.0
7311,[H]O[H].NC(CCS)C(O)=O>>[H]N([H])[H].CCC(=O)C(O)=O.[H]S[H],4.4.1.11,153.045964212,-1.1065000000000005,94.82,0.0,0.0,9.0,0.0,0.75,3.318087197283996,3.0,3.0,3.0,51.01427016,0.2747999999999999,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
7316,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)C(O)COP(O)(O)=O>>OC(COP(O)(O)=O)C(=O)OP(O)(O)=O.O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.2.3,693.9727002439998,-3.376700000000001,397.37,3.0,1.0,42.0,1.0,1.1666666666666663,5.417281980370285,12.0,11.0,17.0,693.9727002439998,-3.942400000000001,397.37,3.0,1.0,42.0,1.0,1.1666666666666663,5.881801670090624,11.0,11.0,17.0
7316,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).OC(=O)C(O)COP(O)(O)=O>>OC(COP(O)(O)=O)C(=O)OP(O)(O)=O.O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)),2.7.2.10,693.9727002439998,-3.376700000000001,397.37,3.0,1.0,42.0,1.0,1.1666666666666663,5.417281980370285,12.0,11.0,17.0,693.9727002439998,-3.942400000000001,397.37,3.0,1.0,42.0,1.0,1.1666666666666663,5.881801670090624,11.0,11.0,17.0
7317,NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C3(O).CC(O)=O>>NC=1NC(=O)c2ncn(c2(N=1))C3OC(COP(O)(=O)OP(O)(O)=O)C(O)C3(O).CC(=O)OP(O)(O)=O,2.7.2.1,583.0117894499997,-2.244800000000001,336.40000000000003,3.0,1.0,36.0,1.0,1.0,4.526000884476797,8.0,9.0,15.0,583.0117894499998,-2.8105000000000007,336.4,3.0,1.0,36.0,1.0,1.0,5.5304036093640185,7.0,9.0,15.0
7318,O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(O)=O>>O=C3NC=Nc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC(=O)OP(O)(O)=O,2.7.2.1,568.0008904179998,-1.8270000000000008,310.37999999999994,3.0,1.0,35.0,1.0,1.0,4.499336904221492,8.0,8.0,14.0,568.0008904179998,-2.392700000000001,310.38,3.0,1.0,35.0,1.0,1.0,5.498591030205011,7.0,8.0,14.0
7319,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OC(=O)c1cccnc1>>Nc5ncnc1c5(ncn1C4OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))[n+]3cccc(c3)C(O)=O)C(O)C4(OP(O)(O)=O)).NC(=O)c1cccnc1,3.2.2.5,867.1147571780898,-2.1190999999999973,414.9799999999999,6.0,2.0,57.0,2.0,0.4761904761904761,4.190775623028264,14.0,10.0,20.0,867.1147571780901,-2.119099999999997,414.98,6.0,2.0,57.0,2.0,0.4761904761904761,4.190775623028264,14.0,10.0,20.0
7321,[H]O[H].N#C[Fe+3](C#N)(C#N)(C#N)(C#N)C#N.OS(O)=O>>[H].OS(O)(=O)=O.N#C[Fe+2](C#N)(C#N)(C#N)(C#N)C#N,1.8.3.1,99.983029608,-1.1436,89.03,0.0,0.0,5.0,0.0,0.0,2.8030394876740514,0.0,2.0,1.0,212.96010937218,0.2106799999999999,142.73999999999998,0.0,0.0,13.0,0.0,0.0,6.919665401656634,0.0,0.0,6.0
7323,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C1CCCC=C1.[H]>>c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.O=C1CCCCC1,1.3.1,666.1325968999998,-2.573899999999998,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0,762.18956319609,-1.4962999999999975,335.3299999999999,6.0,3.0,51.0,3.0,1.3095238095238095,3.4071721854579997,11.0,8.0,18.0
7325,[H]C(=O)CCC>>CCCC(O)=O.CCCCO,1.2.98.1,72.057514876,0.9854,17.07,0.0,0.0,5.0,0.0,0.75,2.4017152226171965,2.0,0.0,1.0,162.125594436,1.6499,57.53,0.0,0.0,11.0,0.0,1.75,5.021866797095616,4.0,2.0,2.0
7328,[H]O[H].NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H]C(=O)CCCCCCCCCCC>>[H].CCCCCCCCCCCC(O)=O.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1.2.1.5,202.193280072,3.281500000000004,48.57,0.0,0.0,14.0,0.0,0.9166666666666666,2.7919988397452453,10.0,0.0,1.0,746.0989274219999,-2.456899999999997,364.1499999999999,5.0,3.0,48.0,3.0,0.5238095238095238,1.1997576602685036,13.0,9.0,19.0
