Reaction,ECNumber,MW_R,logP_R,TPSA_R,Rings Count_R,Aromatic Rings_R,Heavy atoms cout_R,Alifatic Rings_R,CSP3_R,BalabanJ_R,RotatableBonds_R,H-bond donor_R,H-bond acceptor_R,MW_P,logP_P,TPSA_P,Rings Count_P,Aromatic Rings_P,Heavy atoms cout_P,Alifatic Rings_P,CSP3_P,BalabanJ_P,RotatableBonds_P,H-bond donor_P,H-bond acceptor_P
CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(O)=O)O2.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2,0,506.9957454619998,-1.629000000000001,279.13,3.0,1.0,31.0,1.0,0.5,1.6894094002007245,8.0,7.0,14.0,427.0294149399999,-1.7460000000000009,232.6,3.0,1.0,27.0,1.0,0.5,1.748651806804535,6.0,6.0,12.0
OCC(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=CC(O)=O,1,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=CC(O)=O,1,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=CC(O)=O,1,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=CC(O)=O,1,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC(O)=O.c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=CC(O)=O,1,664.1163982560901,-3.0158999999999976,318.25999999999993,5.0,2.0,44.0,2.0,0.4761904761904761,1.1576280907235286,11.0,8.0,17.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC(O)C(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OCC(=O)C(O)=O,1,106.026608672,-1.5758,77.75999999999999,0.0,0.0,7.0,0.0,0.6666666666666666,3.34341705895396,2.0,3.0,3.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC(O)C(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OCC(=O)C(O)=O,1,106.026608672,-1.5758,77.75999999999999,0.0,0.0,7.0,0.0,0.6666666666666666,3.34341705895396,2.0,3.0,3.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)C(O)=O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(=O)C(O)=O,1,106.026608672,-1.5758,77.75999999999999,0.0,0.0,7.0,0.0,0.6666666666666666,3.34341705895396,2.0,3.0,3.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)C(O)=O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(=O)C(O)=O,1,106.026608672,-1.5758,77.75999999999999,0.0,0.0,7.0,0.0,0.6666666666666666,3.34341705895396,2.0,3.0,3.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)C(O)=O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(=O)C(O)=O,1,106.026608672,-1.5758,77.75999999999999,0.0,0.0,7.0,0.0,0.6666666666666666,3.34341705895396,2.0,3.0,3.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=CC(O)=O>>O=C=O.O=CC(O)C(O)=O,0,74.00039392400001,-0.7301,54.37,0.0,0.0,5.0,0.0,0.0,3.204805417886435,1.0,1.0,2.0,43.98982924,-0.5835,34.14,0.0,0.0,3.0,0.0,0.0,3.2659863237109046,0.0,0.0,2.0
O=CC(O)=O>>O=C=O.O=CC(O)C(O)=O,0,74.00039392400001,-0.7301,54.37,0.0,0.0,5.0,0.0,0.0,3.204805417886435,1.0,1.0,2.0,43.98982924,-0.5835,34.14,0.0,0.0,3.0,0.0,0.0,3.2659863237109046,0.0,0.0,2.0
[H]O[H].OC(=O)COP(O)(O)=O>>OP(O)(O)=O.OCC(O)=O,0,155.98237451,-0.8197000000000001,104.06,0.0,0.0,9.0,0.0,0.5,3.5254531798739226,3.0,3.0,3.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
[H]O[H].OC(=O)COP(O)(O)=O>>OP(O)(O)=O.OCC(O)=O,0,155.98237451,-0.8197000000000001,104.06,0.0,0.0,9.0,0.0,0.5,3.5254531798739226,3.0,3.0,3.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
[H]O[H].OC(=O)COP(O)(O)=O>>OP(O)(O)=O.OCC(O)=O,0,155.98237451,-0.8197000000000001,104.06,0.0,0.0,9.0,0.0,0.5,3.5254531798739226,3.0,3.0,3.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.[H]O[H].OCC=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).OCC(O)=O.[H],1,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OCC(O)C(O)=O>>[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=CC(O)C(O)=O,1,106.026608672,-1.5758,77.75999999999999,0.0,0.0,7.0,0.0,0.6666666666666666,3.34341705895396,2.0,3.0,3.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.OC(=O)C(O)C(O)C(O)=O>>NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H].OC(=O)C(O)=C(O)C(O)=O,1,150.016437912,-2.1226000000000007,115.06,0.0,0.0,10.0,0.0,0.5,4.069511908932012,3.0,4.0,4.0,665.1247718679998,-2.6863999999999977,317.62,5.0,3.0,44.0,3.0,0.5238095238095238,1.1471947891546252,11.0,8.0,18.0
[H]O[H].O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(O)=O,0,404.0021971479999,-2.6179,217.84,2.0,1.0,25.0,1.0,0.5555555555555556,2.0941785551571823,6.0,6.0,10.0,324.03586662600003,-2.734899999999999,171.31,2.0,1.0,21.0,1.0,0.5555555555555556,2.176580655432465,4.0,5.0,8.0
[H]O[H].O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(O)=O,0,404.0021971479999,-2.6179,217.84,2.0,1.0,25.0,1.0,0.5555555555555556,2.0941785551571823,6.0,6.0,10.0,324.03586662600003,-2.734899999999999,171.31,2.0,1.0,21.0,1.0,0.5555555555555556,2.176580655432465,4.0,5.0,8.0
[H]O[H].O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(O)=O,0,404.0021971479999,-2.6179,217.84,2.0,1.0,25.0,1.0,0.5555555555555556,2.0941785551571823,6.0,6.0,10.0,324.03586662600003,-2.734899999999999,171.31,2.0,1.0,21.0,1.0,0.5555555555555556,2.176580655432465,4.0,5.0,8.0
[H]O[H].O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(O)=O,0,404.0021971479999,-2.6179,217.84,2.0,1.0,25.0,1.0,0.5555555555555556,2.0941785551571823,6.0,6.0,10.0,324.03586662600003,-2.734899999999999,171.31,2.0,1.0,21.0,1.0,0.5555555555555556,2.176580655432465,4.0,5.0,8.0
OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O).[H]O[H]>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).OCC1OC(OP(O)(O)=O)C(O)C(O)C1(O),0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,324.03586662600003,-2.734899999999999,171.31,2.0,1.0,21.0,1.0,0.5555555555555556,2.176580655432465,4.0,5.0,8.0
OCC3OC(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))C(O)C(O)C3(O).[H]O[H]>>O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O).OCC1OC(OP(O)(O)=O)C(O)C(O)C1(O),0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,324.03586662600003,-2.734899999999999,171.31,2.0,1.0,21.0,1.0,0.5555555555555556,2.176580655432465,4.0,5.0,8.0
[H]O[H].NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(=O)OP(O)(O)=O,0,482.9845120819998,-2.2120000000000006,270.42,2.0,1.0,29.0,1.0,0.5555555555555556,2.047085489928952,8.0,7.0,13.0,323.05185103799994,-2.446,177.36,2.0,1.0,21.0,1.0,0.5555555555555556,2.1580023963313577,4.0,5.0,9.0
[H]O[H].NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(=O)OP(O)(O)=O,0,482.9845120819998,-2.2120000000000006,270.42,2.0,1.0,29.0,1.0,0.5555555555555556,2.047085489928952,8.0,7.0,13.0,323.05185103799994,-2.446,177.36,2.0,1.0,21.0,1.0,0.5555555555555556,2.1580023963313577,4.0,5.0,9.0
[H]O[H].NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(=O)OP(O)(O)=O,0,482.9845120819998,-2.2120000000000006,270.42,2.0,1.0,29.0,1.0,0.5555555555555556,2.047085489928952,8.0,7.0,13.0,323.05185103799994,-2.446,177.36,2.0,1.0,21.0,1.0,0.5555555555555556,2.1580023963313577,4.0,5.0,9.0
[H]O[H].NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)>>NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O).OP(O)(=O)OP(O)(O)=O,0,482.9845120819998,-2.2120000000000006,270.42,2.0,1.0,29.0,1.0,0.5555555555555556,2.047085489928952,8.0,7.0,13.0,323.05185103799994,-2.446,177.36,2.0,1.0,21.0,1.0,0.5555555555555556,2.1580023963313577,4.0,5.0,9.0
[H]N([H])[H].O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O).Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))>>OP(O)(O)=O.Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O),0,483.96852766999984,-2.500900000000001,264.36999999999995,2.0,1.0,29.0,1.0,0.5555555555555556,2.0560435528727004,8.0,7.0,12.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O).[H]O[H].Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC(=O)CCC(N)C(O)=O>>Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)).NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O).OP(O)(O)=O.NC(CCC(O)=O)C(O)=O,0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0294149399999,-1.7460000000000009,232.6,3.0,1.0,27.0,1.0,0.5,1.748651806804535,6.0,6.0,12.0
[H]O[H].NC(=O)NCCC(O)=O>>O=C=O.[H]N([H])[H].NCCC(O)=O,0,132.053492116,-0.8706,92.42000000000002,0.0,0.0,9.0,0.0,0.5,3.1028259423155773,3.0,3.0,2.0,43.98982924,-0.5835,34.14,0.0,0.0,3.0,0.0,0.0,3.2659863237109046,0.0,0.0,2.0
O=C1C=C(C(O)=O)N(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O)>>O=C=O.O=C1C=CN(C(=O)N1)C2OC(COP(O)(O)=O)C(O)C2(O),0,368.0256958659999,-3.0366999999999984,208.61,2.0,1.0,24.0,1.0,0.5,2.3680649519651285,5.0,6.0,9.0,43.98982924,-0.5835,34.14,0.0,0.0,3.0,0.0,0.0,3.2659863237109046,0.0,0.0,2.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.O=C1CCNC(=O)N1>>[H].O=C1C=CNC(=O)N1.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,114.042927432,-0.7841,58.2,1.0,1.0,8.0,1.0,0.5,2.4515934319435497,0.0,2.0,2.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).O=C1CCNC(=O)N1>>[H].O=C1C=CNC(=O)N1.NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,114.042927432,-0.7841,58.2,1.0,1.0,8.0,1.0,0.5,2.4515934319435497,0.0,2.0,2.0,1.007825032,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O).[H]O[H]>>O=C1C=CNC(=O)N1.OCC1OC(O)C(O)C1(O),0,18.010564684,-0.8247,31.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.027277368,-0.9368,65.72,1.0,0.0,8.0,0.0,0.0,3.5021170388304435,0.0,2.0,2.0
c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N.CC1CNC(=O)NC1(=O)>>CC1=CNC(=O)NC1(=O).NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).[H],1,128.058577496,-0.5381,58.2,1.0,1.0,9.0,1.0,0.6,2.5376852957569183,0.0,2.0,2.0,126.042927432,-0.6283800000000002,65.72,1.0,0.0,9.0,0.0,0.2,3.523897718994017,0.0,2.0,2.0
NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O).CC1CNC(=O)NC1(=O)>>CC1=CNC(=O)NC1(=O).[H].NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O),1,128.058577496,-0.5381,58.2,1.0,1.0,9.0,1.0,0.6,2.5376852957569183,0.0,2.0,2.0,126.042927432,-0.6283800000000002,65.72,1.0,0.0,9.0,0.0,0.2,3.523897718994017,0.0,2.0,2.0
[H]O[H].CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2>>OP(O)(O)=O.CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2,0,322.05660206999994,-1.3972800000000003,151.08,2.0,1.0,21.0,1.0,0.6,2.140955851776649,4.0,4.0,7.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
[H]O[H].CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2>>OP(O)(O)=O.CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2,0,322.05660206999994,-1.3972800000000003,151.08,2.0,1.0,21.0,1.0,0.6,2.140955851776649,4.0,4.0,7.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
[H]O[H].CC1=CN(C(=O)NC1(=O))C2CC(O)C(COP(O)(O)=O)O2>>OP(O)(O)=O.CC1=CN(C(=O)NC1(=O))C2CC(O)C(CO)O2,0,322.05660206999994,-1.3972800000000003,151.08,2.0,1.0,21.0,1.0,0.6,2.140955851776649,4.0,4.0,7.0,97.976895206,-0.9286,77.75999999999999,0.0,0.0,5.0,0.0,0.0,3.472066495600119,0.0,3.0,1.0
