SabioReactionID	ECNumber
15091	1.2.1.3
2301	1.1.1.62
15105	1.1.1.40
6477	1.11.1.13
11663	1.14.18.1
11315	2.7.7.1
131	3.5.4.2
7084	1.14.14.149
7233	1.1.1.103
15368	4.1.2.47
15351	4.1.2.47
7839	1.18.1.2
9852	1.1
9806	1.1.1.21
403	6.1.1.14
13052	3.4.22.40
14216	3.4.11
542	2.1.3.15 6.3.4.14
9623	6.2.1.1
13724	3.4.21.62
9826	3.4.13
10471	1.14.15.15
123	3.5.4.10
10315	2.4.1.173
1200	1.1.1.67
12674	4.3.3
2021	2.3.3.10
1761	6.2.1.12
620	3.2.1.177
9618	3.2.1.23
12375	2.3.1
10738	1.8.1.9
8594	1.13.11.11
14899	1.1.1.14
11840	3.4.22.2
202	3.6.1.8
14619	1.14.14.43
13599	-
7640	4.1.2.23
15519	3.4.19.12
9766	3.1.1.88
7931	2.7.1.40
10544	2.1.1.49
15953	3.4.22.69
13216	2.5.1.76
11566	2.4.1.25
122	2.1.2.3
15137	2.1.1.144
16320	1.11.1.7
16163	2.5.1.115
49	1.1.1.21
796	3.1.3.25
10042	2.1.1.49
7088	3.5.1.41
16419	2.4.1.230
1954	1.1.1.9
11621	3.4.17.15
2044	5.5.1.8
13483	3.4.21.5
2351	1.1.1.282
14328	3.4.23.20
13262	3.2.1.31
12819	3.4.11.10
11304	3.2.2.6
11018	3.2.1.3
10319	2.5.1.18
583	4.1.1.49
6765	4.99.1.5
12652	2.8.2.25
2191	1.1.1.213
7849	2.7.1.40
12390	3.5.1.1
13087	3.2.1.18
11078	-
1687	2.7.2.10
11464	2.3.1.60
833	1.4.3.19
10130	1.1.1.1
14747	3
1691	1.1.3.4
10826	1.1.1.21
15528	1.1.1.149
12822	3.1.4.1
6779	1.11.1.14
11396	1.3.5.1
10905	3.4.22.10
16035	1.3.99.4
4095	3.1.3.36
6594	3.1.2.2
12870	1.13.11.4
1160	1.13.11.1
15946	3.4.22.69
13766	2.4.1.13
553	1.1.1.6
15931	5.3.1.24
2597	2.7.1.2
436	1.1.1.60
15894	-
14988	1.1.1
11154	1.1.1.205
5308	1.8.4.2
7022	1.11.1.14
12373	3.1.1
15443	3.6.5
12440	3.1.1.1
329	3.5.1.88
10067	1.8.1.9
5311	1.8.4.9
11821	3.2.1.25
7151	2.3.1.15
7146	1.14.14.25
13230	-
14098	3.1.3.16
1178	3.2.1.122
7224	1.4.3.22
233	3.6.1.53
10899	3.4.22.10
9606	6.2.1.1
16042	1.3.99.4
2575	1.1.1.2
12197	3.2.1.74
11658	1.14.18.1
16002	2.7.7.50
9998	1.4.3.2
774	1.2.3.4
14624	2.7.4.8
1350	1.4.1.8
13485	2.4.1.85
15037	1.14.11.53
8753	3.2.1.22
7196	3.1.3.48
10688	3.4.21
9903	3.1.1.1
14673	2.7.1.76
11772	3.5.2.6
6509	1.1.1.363
9936	3.5.2.6
11821	3.2.1.58
1424	3.1.3.25
7891	1.1.1.1
9833	1.2.1.19
12892	3.5.1
14500	3.4.24.18
10403	3.5.1.4
12061	2.4.2.6
11474	2.4.1.1
7030	3.4.21.5
3408	1.13.11.12
13353	1.14.14.1
9894	2.4.1.17
12922	3.2.1.14
15241	2.7.11.1
15447	2.7.7.n1
12335	3.4.17.12
13657	3.4.21.59
9711	5.3.3.8
15513	1.1.1.206
11521	1.1.1.213
7907	1.1.1
697	3.1.3
16373	1.14.14
15597	5.1.1
4491	1.1.1.357
10880	-
10414	3.2.1.103
10750	1.1.1.1
141	1.1.1.38
10270	3.1.3.74
13851	3.4.24.27
9874	1.6.5.2
6944	1.2.1.3
15200	-
16073	1.14.11.2
12349	3.2.1.21
6785	1.2.1.5
1915	1.1.1.210
11686	3.4.22.36
823	4.1.3.17
113	1.1.1.82
13636	3.4.21.62
16364	1.14.14 1.6.2
2332	2.4.1.17
13862	3.4.24.27
12497	3.6.1.7
3337	2.8.2.21
15927	4.1.1.28
9840	3.1.1.1
10421	3.6.1.8
15016	
12725	3.2.1.1
1473	5.1.1.8
7092	3.5.1.41
3292	2.7.6.3
4491	1.1.1.149
5875	1.14.14.86
15952	1.3.1.74
15234	2.8.2
6987	3.2.1.21
11501	1.14.13.8
12588	3
9914	3.1.1.1
124	3.1.3.5
6778	1.11.1.15
13838	2.4.1
11656	1.10.3.1
10515	3.8.1
756	1.2.1.88
11247	2.7.1
16501	7.6.2.5
14849	-
10094	1.2.1.23
14073	-
7839	1.6.2.4
14154	6.2.1.2
1615	1.1.1.179
12136	2.5.1.31
10755	1.1.1.1
6420	3.5.1
15817	2.3.1.46
16458	2.3.1
7713	3.1.3.2
751	2.3.1.255
10231	3.2.1.20
10010	2.5.1.58
10255	3.5.1.3
7320	2.4.1.17
14932	-
13667	1.1.1.40
10514	2.7.1
9863	1.1
12194	2.1.1
9766	3.1.1.2
9766	3.1.1.14
12496	1.14.13.8
95	2.1.2.1
13530	1.3.1.34
8974	5.1.3.2
12921	2.1.1.128
10759	1.1.1.1
2717	3.1.3.3
7958	1.4.9.1
7262	3.2.1.114
9593	1.13.11.2
3169	2.7.1.137
2147	1.4.3.21
1710	4.1.2.47
16190	1.14.11.32
1953	1.1.1.14
11462	2.3.1.60
16309	2.3.1.286
15254	2.1.1.158
10812	1.1.1.21
16376	1.5.3
11213	1.11.1.15
2323	2.1.1.169
10117	1.1.1.50
14526	-
7997	1.1.1.72
12832	3.9.1
16077	1.14.11.2
6544	2.5.1.56
13904	1.14.13
15632	2.3.1.51
7636	1.1.1.1
15184	2.3.2.2
11376	3.1.1.1
11159	1.14.14
13557	6.2.1
2858	1.14.14.88
413	6.1.1.5
8476	1.2.1.69
13913	-
10739	1.1.1.27
13452	3.1.1
15445	3.6.5
11625	3.4.17.15
16225	2.1.1.374
15128	2.1.1.145
12221	1.14.13.84
14516	1.5.1.33
13804	7.4.2.5
15941	3.4.22.69
14702	6.3.5.9
9892	1.1
3198	3.1.3.56
11881	3.5.2.6
16006	3.1.3.7
12462	2.3.1.16
8533	2.7.7.64
14888	1.1.1.14
694	1.4.1.13
1783	4.1.2
6853	3.8.1.5
11251	2.7.1
7657	1.6.99.3
324	2.7.1.74
7135	1.11.1.7
2518	1.4.3.21
13315	3.4.17.23
4405	4.2.1.17
11820	3.2.1.21
12115	4.1.1.22
11991	1.3.1.20
10861	1.1.1
15843	-
7520	1.3.1.20
15511	2.7.1.183
13441	1.2.1.26
16431	2.7.1.39
7945	1.1.3.4
16139	3.4.22.69
11984	1.1.1.213
15044	1.6.5.2
6714	6.3.1
6900	3.2.1.1
14197	-
9864	3.1.4.1
9611	6.3.2.4
9961	-
161	1.1.1.284
10877	1.2.1.21
7079	1.11.1.7
6755	1.1.1.2
13482	3.4.21.42
6534	1.3.8.1
14275	1.1.99.36
13930	-
11651	1.14.18.1
1874	1.1.1.6
6685	5.4.99.17
1606	1.2.1.69
7796	1.1.1.47
12416	3.1.1.1
6813	1.3.8.8
1861	3.2.1.99
16509	1.14.11.65
6498	1.4.3.3
10184	2.3.1.7
16358	2.1.3.15
9830	3.5.1
1858	1.1.1.2
408	6.1.1.2
9964	1.18.1.2
6792	1.2.1.3
12167	-
544	1.2.1.24
13	-
10605	3.4.11
6512	1.1.1.184
7139	2.3.3.13
12420	3.1.1.43
1124	5.3.1.9
13597	-
14775	2.3.1
14936	1.14.99.1
425	1.1.1.26
10316	2.4.1.173
12753	1.1.1.1
11949	2.3.2.2
12171	1.11.2.1
15840	1.13.11.52
7926	4.2.2.13
11384	3.2.1.23
1279	4.1.3.27
2490	2.7.10.1
14548	-
13922	-
16275	2.1.1.107
15462	3.4.11.9
14374	4.6.1.18
14369	4.2.2.21
10731	1.1.3.10
11181	1.3.1.20
61	1.1.1.27
3002	1.3.99.12
6558	3.2.1
292	3.1.4.35
14344	3.2.1.18
2191	1.1.1.50
10536	3.8.1
4978	3.8.1
6665	1.5.99.12
15374	2.1.1.56
13536	1.1.1.35
4125	1.1.1.383
7923	3.1.1.7
9739	1.1.1.272
12809	3.1.2.2
14637	2.3.1.39
14928	-
12656	3.4.14.5
2321	1.1.1.1
6883	2.7.1.2
5022	1.13.11.16
2877	4.2.1.119
2845	1.1.1
434	1.2.1.69
9874	1.1.1.10
2490	2.7.11.1
6809	1.3.8.8
16159	2.1.1.261
5234	2.2.1.7
15568	2.3.1.159
2646	2.5.1.57
13547	3.4.22
2884	2.7.7.3
10211	3.5.2.6
14751	4.2.1.122
6743	3.4.14.5
9560	1.1.1.1
15340	2.7.7.77
13699	3.4.21.62
8902	3.1.3.5
324	2.7.1.20
523	1.2.4.4 2.3.1.168
16471	-
12359	3.4.17.12
8102	2.8.2.1
15112	1.13.11.11
11572	1.1.1.213
2139	1.14.20.6
1074	2.6.1.5
8111	3.5.1.14
6519	1.14.14.94
11664	1.14.16.2
9758	2.7.1.40
10379	3.4.19.3
6834	2.5.1.46
16012	1.14.11.29
1147	2.4.1.10
14898	1.1.1.14
6629	1.5.99.12
1341	2.4.2.18
14324	2.3.1.74
14617	1.14.14.43
8013	3.1.1.45
7639	2.1.1.79
7108	1.14.13.25
14147	2.1.1.267
7175	4.1.99.1
12710	2.1.1
1297	2.4.1.117
6755	1.1.1.21
11662	1.14.18.1
5275	1.1.1.261
12405	3.1.3.25
14572	-
4437	1.3.99.28
1290	4.3.1.19
11276	3.4.13.9
10845	2.7.7.59
11395	1.3.5.1
10960	2.7.1.95
15433	3.1.4.38
14329	3.4.23.20
13784	6.2.1.37
7894	1.1.1.184
7910	1.1.1.50
2166	1.2.1.44
6739	1.13.12.7
10020	1.3.1.20
15957	2.7.1.91
9842	3.1.1.1
15305	1.8.1.4
16102	4.2.2.8
14606	2.6.1.7
11883	2.7.1.76
13052	3.4.22
7189	3.1.3.48
15142	2.1.1.145
14598	3.5.3.6
7235	1.1.1.103
10114	-
630	1.1.99.1
7755	1.1.1.263
14449	3.4.11
7238	6.3.2.1
10291	2.5.1.18
14865	1.14.14.70
7894	1.1.1.1
523	1.2.4.2 2.3.1.61 1.8.1.4
2181	1.1.1
2712	2.7.1.1
13037	3.1.4.46
8054	1.1.1.184
1058	1.13.11.11
923	5.1.1.13
14729	1.13.11
12653	2.8.2.25
793	2.7.1.2
14663	-
13380	1.3.1.39
11407	2.7.10.2
14506	1.3.1.22
12070	4.1.2.4
14846	-
10075	2.7.2.2
8014	2.4.1.175
12712	2.1.1
7789	1.1.1.2
11842	3.4.22.2
14283	1.1.99.36
12089	3.4.23.41
6761	1.3.8.7
10390	1.1.1.14
14300	3.1.3.97
13510	3.1.2.2
8199	1.1.1.47
6736	1.3.8.7
6935	1.1.1.1
6622	2.5.1.18
12858	3.4.15.1
12320	3.1.1.1
14543	3.5.3.15
5301	1.5.1.30
6732	1.3.1.20
14746	2.7.3.13
3817	1.13.11.39
14967	1.14.99.1
14025	2.4.1.38
10232	3.2.1.20
14791	-
16075	1.14.11.2
11771	3.5.2.6
541	1.2.1.3
14615	-
10950	6.2.1.2
10053	2.3.1.86
574	3.5.3.7
11185	1.1.1.14
1455	2.1.2.11
13238	4.2.1.119
2874	3.1.4.4
11187	1.1.1.328
12683	3.4.24.71
15718	1.3.8.10
7770	6.3.2.1
14935	2.3.1.26
12726	3.2.1.1
418	7.3.2.1
1512	1.14.13.114
13730	2.8.1.6
3724	1.3.1.104
13068	1.1.1.209
9656	4.2.1.11
14284	1.1.99.36
10168	2.7.1.145
15468	3.4.11.1
11857	3.4.21.4
12020	3.4.15.1
405	6.1.1.15
5905	1.14.11
1247	2.3.1.9
14494	3.4.24.18
2179	1.1.1.357
12847	3.4.16.4
15499	4.2.3.26
793	2.7.1.55
1074	2.6.1.1
6632	1.14.18.1
14974	2.1.1.146
14146	2.1.1.267
14974	2.1.1.68
1057	1.4.3.2
12895	3.5.2.6
16189	1.14.11.32
1100	4.3.1.24
1788	1.2.4.4 2.3.1.168
1963	2.7.1.35
1257	1.5.1.6
15801	1.10.3.2
618	3.2.1.21
2207	1.5.1.3
1443	1.2.1.25
16385	5.1.3
1826	4.2.3.5
14483	3.4.24.18
839	2.6.1.4
9900	3.5.2.6
762	2.4.2.14
11563	2.4.1.25
10250	3.5.2.6
6534	1.3.8.8
6776	1.3.1.20
171	3.1.2.20
7924	2.4.1.1
728	3.1.3.74
16060	2.3.1.157
15027	5.3.99.2
3388	2.4.1.111
1607	1.2.1.19
15772	1.10.3.1
7825	3.1.6.8
1221	3.4.13.18
10546	3.1.2.23
6812	1.3.8.8
9114	1.2.1.9
14553	2.4.1.253
10818	1.1.1.21
7165	2.7.2.3
16308	2.3.1.286
12455	4.3.1.24
10012	1.1.1.21
13218	2.4.1.37
10817	1.1.1
12791	3.2.1.75
11489	1.2.1.3
10807	1.1.1.21
16461	6.3.2
2829	1.1.1.53
13245	3.2.2.27
13601	2.3.1.172
15765	1.10.3.2
11659	1.14.18.1
14357	1.14.13.9
1357	1.1.1.19
7200	6.3.2.2
11394	1.1.1.2
14250	1.1.99.36
15494	2.7.1.15
143	1.1.1.299
14316	-
11308	2.3.1.41
996	1.2.1.5
14441	2.3.1.146
13360	2.7.1.113
1607	1.2.1.3
1339	4.1.2.13
14381	2.4.1.299
7158	2.7.2.3
13962	2.6.1.7
15100	1.1.1.4
10186	3.6.1.55
15943	3.4.22.69
12285	3.5.1.88
16408	2.3.1
11030	1.1.1.50
9435	4.2.3.12
7715	1.1.2.3
2405	1.1.1.86
9214	1.1.1.156
10860	1.1.1.2
13211	1.14.14
10417	3.6.1.56
4226	2.3.1.191
10752	1.1.1.1
2739	1.1.3.38
13042	-
9599	3.1.3.2
14308	4.1.2.n2
10691	3.4.21
10156	1.1.1.2
13781	1.1.1.50
14600	3.5.3.6
7937	1.1.1.188
9779	5.1.1
7996	1.1.1.122
7798	1.1.1.21
10921	3.4.22.10
10424	1.1.1.2
10302	2.7.2.3
1357	1.1.1.2
1995	2.1.1.175
10008	1.4.3.2
15075	1.1.1.50
10717	1.1.1.149
7086	1.14.14.55
13550	-
8363	3.5.1.91
9023	2.4.1.22
12934	3.4.11.15
12966	1.1.1.42
1339	4.1.2.40
16417	2.4.1.352
10547	3.5.2.6
11429	-
133	2.4.2.1
14985	3.5.4.4
692	7.1.1.1
14593	2.3.1.183
15435	3.1.3
16513	1.13.11
11495	1.3.8.1
7139	3.1.2.17
10877	1.2.1.4
12288	2.7.7.69
10649	1.6.5.2
7816	1.1.1.10
11795	1.1.1.239
4275	2.4.1.182
14096	-
11262	1.1.1
15308	3.2.1.37
8027	1.1.1.405
7237	2.1.1.45
13818	3.1.2
14367	4.2.2.21
11460	2.3.1.60
10659	3.4.21
11834	3.4.22
15620	2.3.1.133
14767	3.4.21.76
10804	1.1.1.21
16193	3.2.1.8
5055	1.14.14
11670	3.5.1.1
12886	1.2.4.4 2.3.1.168
14906	1.1.1.14
15825	2.2.1.7
14180	3.2.1.18
12879	3.2.1.75
7780	1.1.1.21
12370	3.1.1
9972	2.7.1.21
16291	2.7.11.13
10642	3.4.22.51
1413	6.2.1.2
8100	2.8.2.3
3197	3.1.3.7
11620	3.4.17.1
1532	2.3.1.23
1901	1.14.16.2
2955	1.1.1.202
15524	1.14.14.1
15204	-
1093	1.14.14.36
15998	1.13.11.52
964	3.1.3.96
305	3.1.3.96
13695	3.4.21.62
1404	3.4.13.20
14989	1.1.1
10860	1.1.1.n11
9552	1.13.11.15
16438	3.1.1.3
9766	3.1.1.3
13652	2.4.1.13
2052	1.17.4.2
6970	1.11.2.1
10178	3.1.1.28
10009	1.1.1.21
8566	4.4.1.9
3143	4.6.1.13
13313	3.4.17.23
14905	1.1.1.14
1840	1.3.1.13
8733	1.14.14.91
15359	4.1.2.47
12113	1.14.13.72 1.1.1.170
4928	1.14.11.17
6671	1.1.1
5366	4.1.1.79
13234	3.4.24.23
10668	3.4.21
3354	2.1.1.155
12053	2.7.1.3
8072	3.1.3.2
6575	3.4.21.73
67	5.1.3.4
15599	5.1.1
2963	-
12480	-
13324	3.5.2.2
10521	3.2.1.73
2018	1.1.1.178
5226	2.7.8.13
13779	2.4.1.17
13688	6.3.1.5
13314	3.4.17.23
2621	3.5.1.18
11923	3.4.21.39
10185	3.1.1.28
816	2.3.1.193
15939	3.4.22.69
2324	2.4.1.120
10770	1.1.1.1
12278	3.2.1.21
2147	1.4.3.5
4393	1.1.1.35
10493	1.4.3.22
7286	1.14.14.1
15926	3.1.1.101
7033	3.4.21.5
5754	4.1.2.49
8104	1.1.1.1
15041	1.10.5.1
16078	1.14.11.2
4761	3.2.1.25
1526	3.1.4.3
7290	1.14.13.7
11375	1.14.14.1
6390	2.1.1.76
15893	-
4095	3.1.3.25
10100	1.1.1.51
1432	1.18.1.2
12319	1.3.2.3
13641	3.2.1.18
12423	3.1.1.1
13947	2.6.1.39
13502	2.1.1
15415	1.1.1.42
760	6.3.4.12
11602	3.4.22.51
15514	1.1.1.206
11582	2.7.1.199
13668	3.5.1.18
11819	3.2.1.161
11822	3.2.1.74
75	3.6.3
12868	1.13.11.4
15133	2.1.1.144
11298	3.2.2.6
13088	3.2.1.18
232	3.1.5.1
14274	1.1.99.36
15776	1.10.3.2
4080	6.3.4.14
16069	3.1.1
10842	2.7.7.59
9573	1.3.3.6
10610	3.4.11
447	2.7.7.49
15707	2.5.1.93
15915	-
8582	1.1.1.22
9918	2.4.1.17
9745	5.1.1
14709	3.5.2.18
15594	3.6.1.5
8125	1.1.1
1359	1.1.1.179
10134	1.1.1.21
9582	3.4.21.96
16015	3.4.22.69
46	3.2.1.23
14176	2.3.1.23
673	1.8.1.14
10619	3.2.1.8
9974	1.14.14.1
6638	1.5.99.12
3862	3.1.1.1
15143	2.1.1.145
11768	1.1.1.1
10655	3.4.21
15206	1.13.11.45
12498	3.6.1.7
15567	2.3.1.74
3273	2.7.1.134
12773	3.1.1.3
3822	1.3.8.4
15624	2.3.1.286
6960	1.2.1.5
13985	4.2.99.18
9563	2.5.1.15
7892	1.1.1.1
13887	-
7315	3.2.2.5
13702	3.4.21.62
12875	1.14.14.145
1314	3.1.1.7
16196	1.1.1.21
9984	2.7.1.145
304	3.1.3.5
2557	1.3.99
13169	2.7.1.52
392	2.7.11.24
7217	6.3.2.2
8638	3.1.2.2
6752	1.1.1.2
13788	3.5.1.104
12935	3.3.2.6
13522	2.4.1.187
11737	3.4
12717	2.1.1.128
1505	4.2.1.22
15032	2.1.2.1
6782	1.11.1.7
2503	3.1.3.29
9943	1.4.3.2
15912	-
11459	2.3.1.60
11993	1.1.1.62
15418	2.7.4.9
13320	-
10863	1.1.1
9982	1.14.14.1
10307	1.1.3.7
373	1.11.1
13817	3.1.2
11960	3.2.1.20
14337	1.13.11.31
11479	2.7.1.6
4424	2.5.1.6
10868	1.3.1.48
7034	2.1.1.155
15967	1.3.5.2
6476	3.2.1.28
268	4.2.1.3
14004	2.4.1.69
13686	2.7.11.13
1221	3.4.13
10956	2.7.1.95
8094	6.2.1.2
13743	2.7.11.1
575	2.7.1.1
13911	2.7.7.43
9746	3.5.2.6
615	3.2.1.14
10065	3.5.1.11
10418	1.1.1.45
15097	1.8.1.4
14569	-
1923	3.1.3.37
550	1.1.1.283
6749	1.1.1.10
15753	1.11.1.7
3494	1.21.99.4
12222	4.2.3.22
11506	1.1.1.239
13634	4.1.2.55
13270	2.4.2.1
7983	-
15211	3.4.21
12769	3.4.22.40
7282	1.4.1.2
1259	3.5.1.10
14304	1.5.1
9744	1.1.1.28
13021	2.8.3.12
14029	3.4.21
302	3.6.1.8
15261	6.1.1.6
7997	1.2.1.3
15758	1.18.1.6
3625	6.6.1.1
1184	1.3.1.20
10651	3.4.21
10572	3.4.13
13412	-
12964	1.13.11.53
9712	3.1.3
12040	3.1.1.1
11750	3.4.21
13874	3.4.24.27
1392	1.4.3.21
10401	3.1.3.29
6879	1.1.1.169
2874	3.1.3.43
11525	3.4
9996	1.4.3.2
10047	3.1.1
1461	4.1.1.61
15251	1.2.1.11
14375	2.4.1.300
12814	3.4.13.9
159	1.1.1.26
12832	3
782	1.3.7.8
10062	1.1.1.218
36	4.1.2.22
9933	3.4.11.4
1318	3.1.4.46
872	2.4.1.255
13827	1.14.14.1
9739	1.1.1.27
13231	-
13903	-
10399	3.1.3
10296	3.1.1.3
12037	1.1.1.184
2874	3.1.3.18
8052	1.1.3.15
16436	2.7.1.39
14050	6.3.1.9
9183	1.14.14.137
10617	3.4.11
10989	1.17.3.2
270	1.1.1.87
10630	1.8.1.9
12598	3
7745	3.5.3.7
10445	3.2.1.103
8071	1.1.1.2
9565	1.1.1.1
11488	2.7.1.2
11291	4.1.2.13
10915	3.4.22.10
13544	1.14.14.91
10800	1.1.1.21
7657	1.18.1.2
10790	1.1.1.21
7089	3.5.1.41
7281	1.4.1.2
233	3.6.1.21
10168	2.7.1.74
9945	3.1.3.23
209	3.1.3.2
14251	1.1.99.36
825	2.6.1.19
7778	1.1.1.21
10208	3.5.2.6
252	2.7.1.20
13131	2.4.1.121
10007	3.1.1.1
13445	2.7.11.17
13554	1.14.14.1
12122	2.3.2.10
2136	2.1.1.76
16344	6.2.1
13895	-
15692	4.1.1.96
13173	1.13.11.75
11435	2.7.1.15
13951	2.6.1.7
12752	1.1.1.1
11406	-
769	1.2.1.26
12983	6.3.2.16
8147	2.8.2.1
16212	3.1.3.48
13174	1.13.11.75
59	2.3.1.168
14793	2.3.1
13382	1.3.1.39
10743	1.1.3.10
9958	3.1.3.23
10790	1.1.1.213
10781	1.1.1.51
7252	1.16.1.8
10813	1.1.1.21
12856	1.1.1.292
13563	3.4.15.1
7882	1.1.1.50
531	2.3.1.38
7673	1.11.1.7
1750	5.1.3.3
14445	3.4.11
2769	1.13.11.52
7352	1.14.14.57
14920	3.6.1.22
1509	1.2.1.96
7786	1.1.1.47
12017	1.2.7.5
14658	-
7665	1.1.1.1
1751	1.2.1.88
6578	3.1.2.2
10687	3.4.21
14610	1.13.11
10746	1.1.1.1
14817	3.4.21.5
11911	3.4.21.39
7014	1.2.1.12
16384	5.1.3
15680	3.4.22.n14
985	2.6.1.51
11551	1.3.1.22
1101	5.4.3.6
11893	1.17.3.2
11819	3.2.1.21
10216	3.5.1.3
10481	2.7.3.2
13250	2.7.11.10
6632	1.11.1.7
894	2.6.1.36
14645	1.8.1.9
6541	1.14.11.17
13148	6.3.2.32
10262	3.11.1.3
11263	1.1.1
10030	3.5.1.11
10109	1.1.1.213
7996	1.1.1.107
15175	1.1.3.42 5.5.1.20
82	2.7.4.4
13726	3.4.21.62
6582	2.7.1.23
9579	1.1.1.153
334	1.3.98.1
10072	3.5.1.11
6654	1.5.99.12
13525	3.2.1.18
6704	1.1.1
1355	1.1.1.21
541	1.2.1.19
6758	1.1.1.213
10634	1.1.1.n11
11371	2.3.1.15
7815	1.5.3
15544	3.4.22.69
15532	4.2.3
75	3.6.4.12
2171	2.6.1.42
2517	1.4.9.1
1915	1.1.1.239
334	1.6.3.4
11788	3.4.21
1050	4.1.1.19
1383	-
10029	1.1.1.21
13933	2.4.1.21
7043	1.4.3.4
11992	1.1.1.62
11611	3.4.22.51
1692	2.7.1.19
14964	1.14.99.1
13755	3.4.24.28
15364	4.1.2.47
808	3.5.1.4
10269	3.1.3.74
10179	3.1.1.28
14952	5.3.99.4
364	3.5.4.5
1115	1.1.1.17
16044	3.5.2.3
14399	3.4.11.14
13048	1.13.11.71
6904	1.2.1.3
7227	2.7.1.95
13483	3.4.21.42
9844	3.2.1.58
13927	3.6.1.1
3067	1.13.11.35
3223	1.4.4.2
6776	1.1.1.149
11836	3.4.22
13768	-
12327	1.14.13.84
11543	1.1.1.62
10808	1.1.1.21
14011	2.4.1.69
426	1.1.1.81
1869	2.3.1.31
1281	3.7.1.3
6936	1.2.1.3
8	4.2.1.11
18	1.1.1.49
9834	2.6.1.12
8947	2.4.1.46
14601	3.5.3.6
7125	1.1.1.18
3890	4.2.1.17
16288	2.7.11.13
7330	1.2.1.19
531	2.3.1.9
12151	1.4.9.2
16032	3.5.1.16
2256	4.3.3.7
16464	6.3.2
15995	1.13.11.52
839	2.6.1.7
10149	3.5.1.4
15080	4.2.2.26
7330	1.2.1.5
11819	3.2.1.38
9633	6.3.2.4
9847	5.3.1.5
15060	3.5.1.3
1593	3.2.2.16
13162	3.1.1.1
13127	2.4.1.118
11713	3.4.23.16
14737	1.1.1
15144	2.1.1.145
8067	1.14.16.4
15095	1.2.1.3
11576	2.4.1.17
3482	2.1.1.118
2735	1.14.14.17
10126	3.5.1.4
7096	2.7.7.7
11621	3.4.17.1
16178	-
5430	2.6.1.31
1325	3.1.3.29
8042	1.1.3.15
12081	1.1.1.2
7706	1.1.1.2
1987	1.2.4.2 2.3.1.61 1.8.1.4
14502	3.4.24.18
7882	1.1.1.184
7753	1.5.3
15710	3.4.22.28
10417	3.6.1.9
8090	6.2.1.1
15055	1.17.1.8
3001	1.2.4.4 2.3.1.168
2771	2.3.1.87
12960	1.1.1
12603	2.6.1.42
4410	1.3.8.7
7712	3.1.3
13511	1.1.1.369
2147	1.5.3.17
10908	3.4.22.10
237	2.7.1.25
10368	3.4.11.6
6671	1.14.13.7
6970	1.11.1.16
3475	1.14.13.32
7888	4.2.2.13
740	3.2.2.9
2158	2.7.1.63
10860	1
7170	2.7.11.14
1357	1.1.1
10501	3.8.1
2571	4.1.2.47
16399	2.5.1.136
2211	2.7.1.107
4202	1.1.1
11588	4.3.1.24
15816	2.3.1.46
9899	1.1.1.184
16141	1.1.99
15416	2.6.1.85
15168	1.13.11.16
9801	2.3.1
15292	2.7.7.19
13629	2.4.1.19
12301	1.11.2.1
15356	4.1.2.47
15183	2.1.2.1
11335	1.13.11.27
2040	1.18.1.1
14700	6.3.5.9
1490	3.1.2.22
13368	3.5.1.88
12709	2.1.1
3048	1.3.3.4
15971	1.3.5.2
15730	2.7.1.13
1222	1.8.4.2
10849	1.1.1.21
6989	3.2.1.37
12118	3.6.1.53
14382	2.4.1.300
13248	2.7.11.10
2381	2.3.1.177
12050	3.5.4.6
9168	2.8.2.2
7290	1.5.1.36
13267	3.2.1.122
8385	3.1.21.3
10433	3.6.1
15123	1.1.1.4
10600	1.2.1.3
545	2.3.3.13
15905	2.8.2.1
7772	6.3.2.1
2321	1.1.1.21
7177	4.4.1.3
11391	2.1.3.2
12156	2.3.1.23
9959	3.1.3.23
6909	1.2.1.3
11020	4.2.1.92
11292	3.1.2.20
13786	-
9892	1.1.1.28
12000	3.2.1.45
13751	2.7.11.1
11373	2.7.1.20
11752	3.4.21
7160	2.7.2.3
76	3.1.3
8992	1.14.11.11
13725	3.4.21.62
7344	1.14.18.1
575	2.7.1.2
15641	1.2.1.80
14889	1.1.1.14
5312	1.13.11.45
14894	1.1.1.14
1590	2.1.3.3
491	1.17.4.2
13442	2.8.2
7176	4.1.99.1
2041	2.5.1.29
14561	3.2.1.177
2227	1.3.1.20
10147	1.1.1.51
16460	6.3.2.52
16010	-
10938	3.1.2.6
523	1.2.4.1
7148	1.3.1.124
16247	-
7997	1.1.1.2
15409	2.8.2.22
13421	-
12426	3.1.1.1
10705	1.1.1
11757	1.1.1.184
1974	2.5.1.16
11246	2.7.1
3536	1.3.8.8
10144	2.7.4.14
3220	3.5.1.26
590	2.4.1.13
7845	1.2.1.13
4008	1.1.1.51
1705	2.7.1.13
14876	1.1.1.14
15828	1.5.1.20
11297	3.5.2.6
15772	1.10.3.2
14162	-
12296	2.3.1.23
11339	1.14.14.1
10725	3.4.21
9616	6.3.2.4
1086	1.2.1.26
11806	3.4.11.19
10132	2.4.1.1
7799	1.1.1.21
9754	3.5.1
8024	1.1.3.15
15871	3.1.3.76
15035	2.1.2.1
10478	2.7.1.40
10617	3.4.11.1
10373	3.4.21.19
16348	4
15661	2.3.1
15174	3.5.1.99
2874	3.1.3.23
14477	3.4.24.18
2385	2.3.1.71
10138	3.5.1.4
