SabioReactionID	ECNumber
10994	3.4.14.5
1059	1.13.12.3
16367	1.14.14
15739	2.7.1.169
7771	6.3.2.1
3817	1.13.11.16
9920	1.2.1.3
14130	2.7.7
4137	3.1.1.47
10400	3.1.3.29
2175	1.5.1.21
13569	3.1.1.1
12979	1.1.99
14968	1.14.99.1
9948	1.13.11.12
6671	1.10.5.1
3177	3.1.3.8
10001	1.2.1.23
6922	2.7.1.36
16028	1.14.14.86
2109	2.4.2.40
6769	3.1.3
16490	-
15504	3.4.17.23
12444	3.2.1.122
12680	3.4.24.71
14	2.7.1.1
6529	1.11.1.7
11805	3.4.11.19
6617	1.1.99.31
11515	1.1.1.213
12770	3.2.1.21
12178	2.1.1.100
1260	2.1.1.13
15240	2.7.11.1
12216	1.14.13.84
6580	3.1.2
1319	4.3.1.18
11286	3.6.1.9
14744	-
920	3.5.1.14
15755	1.11.1.7
12876	1.14.14.145
11307	2.3.1.41
2408	1.1.1.213
14595	4.4.1.16
16294	3.1.1.49
15058	1.17.1.8
7245	3.8.1.5
10156	1.1.1.21
695	1.8.1.7
8883	3.5.2.15
4008	1.1.1.184
2334	1.3.1.24
11135	1.2.1.19
6774	1.1.1.202
14579	2.7.11.1
15569	2.3.1.74
12933	3.4.11.10
6732	1.1.1.209
11711	3.4.23.16
13370	3.5.1.88
2422	1.7.2.5
1088	1.5.1.8
11620	3.4.17.15
12384	1.14.13.105
7820	1.1.1.47
6775	1.1.1.184
16033	3.5.1.16
15486	2.7.1.29
7999	1.1.1.107
14917	1.1.1.14
98	2.1.3.3
11648	3.2.1.37
15891	2.3.1.262
7267	3.5.2.6
13210	1.14.14.25
3366	1.1.1.50
2074	2.7.8.1
11457	3.2.1.15
6620	1.1.99.31
15309	3.2.1.37
13219	2.4.1.37
9852	1.1.1.27
15932	1.1.1.193
64	4.1.2.4
7787	1.1.1.21
8104	3.1.1.88
14093	3.1.3.16
12433	3.1.1.1
13130	2.4.1.118
15541	2.1.2.1
12098	1.3.1.20
15227	2.7.11.25
2458	6.2.1.30
11792	3.2.1.22
15584	3.2.2
2493	3.1.3.9
14038	6.3.1.9
2491	3.1.3.48
1221	3.4.11.2
13203	1.14.14.24
13678	2.5.1.29
4234	2.4.2 4.3.1
12831	3.2.1.22
14281	1.1.99.36
13852	3.4.24.27
8016	1.1.1.184
12992	2.4.2.28
14633	-
14594	3.6.1.52
16411	1.1.1.36
16146	1.1.2.8
4016	-
11999	3.2.1.23
11344	3.2.1.20
9650	6.3.1.12
15974	3.1.3.16
80	2.4.2.7
306	4.3.2.2
7664	1.11.1.7
9175	2.7.1.2
15938	3.4.22.69
12231	2.7.1.3
15129	2.1.1.145
15256	2.7.7.62
1430	3.1.4.2
15121	5.6.2.2
6585	3.2.1.1
8030	1.3.1.20
10050	5.1.1
14575	-
2346	4.4.1.1
14827	2.5.1.47
14834	3.4
1216	1.13.11.20
13945	1.2.1.9
2090	4.1.1.25
427	1.1.1.79
6673	1.14.12.17
12936	3.1.1.2
11478	1.2.1.3
12068	2.7.1.106
15631	4.2.3.27
13020	2.8.3.12
6804	1.3.8.8
14301	3.1.3.97
7842	3.4.11.3
8948	4.2.1.46
16203	4.3.3.7
295	3.1.3.5
13404	-
6780	1.11.1.7
15767	1.10.3.2
13605	3.1.1.81
7055	1.10.3.2
11107	2.8.3.9
1567	2.8.3.9
1443	1.2.4.4
15581	2.7.8.37
13145	3.2.1.99
10061	1.4.3.2
1324	1.1.1.21
7730	1.5.3.16
6776	1.1.1.65
1440	3.2.1.14
7997	1.1.1.184
1572	1.1.1.28
14288	1.1.99.36
7334	1.2.1.5
14636	2.3.1.39
10628	3.4.21
13110	2.1.1.45
12906	3.7.1.8
6891	1.2.1.3
10847	2.3.1.9
10195	2.5.1.18
15512	3.3.2.11
14683	1.1.1.345
13256	2.5.1.48
10141	4.4.1.13
16248	-
15706	3.4.21.98
2740	1.1.1.284
12840	6.2.1.12
767	5.4.99.1
16067	2.7.7.48
14731	1.1.1.206
6874	6.2.1.1
541	1.2.1.39
16091	3.4.22.59
13660	3.4.21.59
10734	3.1.3.48
14577	-
12736	3.1.2
15299	2.7.7.76
11153	1.1.1.44
211	3.1.3
12682	3.4.24.71
6695	3.5.2.6
11299	3.2.2.6
9086	2.6.1.42
6962	1.2.1.19
10522	3.8.1
9639	3.4.16.4
10682	3.4.21
1589	6.3.4.14
6560	3.2.1.31
16243	6.3.2
16037	1.3.99.4
15253	1.1.1.44
13210	1.14.14
11264	4.1.1.32
16204	4.3.2.5
15841	-
5388	3.1.1.22
10883	1.1.1.28
10680	1.1.3.10
16469	6.3.2
7188	3.1.3.48
1249	2.3.3.1
12689	1.1.1.116
15554	2.2.1.1
4809	6.3.2.17
14286	1.1.99.36
12200	1.2.1.9
13857	3.4.24.27
7786	1.1.1.49
12936	3.1.1.1
14346	6.2.1.13
12401	3.4.11.10
13150	2.7.1.138
10119	2.4.1.1
1244	1.3.8.1
9743	3.1.1.1
3227	3.1.3.36
6591	3.1.2.20
13545	2.4.1.122
12200	1.2.1.3
5195	4.2.1.150
14617	1.14.14.45
12836	3.2.1.22
8081	1.14.13.92
15322	2.7.7.77
3375	1.1.1.218
11350	3.5.2.6
9968	1.14.14.1
15347	4.1.2.10
13233	-
76	3.1.3.1
13345	1.1.1.44
13031	3.2.1.18
12742	1.1.1.1
12812	3.4.13.9
15040	1.10.5.1
11232	2.3.1
12642	2.7.1.21
12060	1.1.1.405
10972	1.11.1.1
2683	3.5.4.11
13585	3.4.21.62
6634	1.5.99.12
15353	4.1.2.47
13950	2.6.1.7
14156	1.14.14.1
15423	-
7733	1.3.1.20
13309	3.1.2.2
13003	3.4.13.19
10317	6.2.1.3
5395	2.7.1.147
16260	2.1.1.165
2321	1.1.1.2
483	3.6.1
7939	1.1.3.10
7342	1.14.18.1
14268	1.1.99.36
15413	1.1.1.42
12242	3.2.1.81
7759	1.1.1
7074	4.1.2.55
12959	4.2.1.80
14442	1.14.19.20
10009	1.1.1.283
7302	3.6.1.15
13106	3.4.14.5
14656	-
6671	1.18.1.2
9562	2.7.1.1
10360	2.4.1.173
16093	3.4.22.59
12420	3.1.1.1
10761	1.1.1.1
7842	3.4.11.24
10825	1.1.1.21
583	4.1.1.32
3558	3.2.1.21
13390	-
11703	1.2.1.41
5302	1.5.1
12391	4.2.2
14407	3.6.1
762	2.4.2 4.3.1
13204	1.14.14.25
1060	1.13.11.52
6673	1.6.2.4
7628	4.1.1.85
15361	4.1.2.47
10166	2.4.2.3
7101	2.5.1
11633	1.1.1.184
9626	1.1.1.86
3726	2.3.1.16
10012	1.1.1.365
15395	3.4.11.1
13846	3.4.24.27
12807	3.1.2.20
5290	1.1.1.272
10969	1.11.1.1
10555	3.1.1.2
14509	3.5.1
779	1.4.3.3
4935	2.4.1.212
363	3.5.4.12
7795	1.1.1.21
12377	1.4.9.2
14960	5.3.99.4
14686	1.1.9.1
11655	1.14.18.1
14111	4.2.1.11
13091	1.14.14.18
12210	1.14.13.84
10601	6.4.1.3
13980	-
15185	1.1.1.42
14077	2.3.1.43
11180	1.1.1.179
282	3.1.3.31
9168	2.8.2.4
13716	3.4.21.62
14986	3.3.1.1
11560	2.3.1.15
10020	1.1.1.188
11428	-
15085	1.1.1.42
3	4.1.2.13
12997	2.4.2.28
13329	3.5.2.16
1658	3.5.1.1
14022	3.3.2.6
7085	1.14.14.149
9844	3.2.1.74
523	1.2.4.4 2.3.1.168 1.8.1.4
1836	6.3.4.21
745	4.3.1.17
755	1.4.1.4
13586	3.4.21
11306	3.2.1.52
13497	2.5.1.18
13066	1.1.1.209
10455	1.1.1.21
274	4.1.2.13
13674	3.1.3
2876	4.2.1.17
1221	3.4.11.1
7204	6.3.2.2
304	3.1.3.89
15942	3.4.22.69
9400	4.1.1.35
969	1.14.13.39
2408	1.1.1.210
1874	1.1.1.14
10853	1.2.1.57
13287	6.2.1.33
14972	1.2.1.27
6923	1.1.1.34
5	1.2.1.13
12213	1.14.13.84
1412	1.3.8.7
6749	1.1.1.365
12495	1.14.13.8
7656	1.11.1.7
13151	2.5.1.48
2408	1.1.1.357
201	2.7.4.22
13830	2.5.1.30
5315	1.13.11.49
9919	1.1.1.27
515	2.7.1.83
14174	3.4.21.4
11289	1.1.1.21
14253	1.1.99.36
10214	3.2.1.3
14549	-
13534	1.1.1
10187	3.1.1.28
15619	3.1.1.3
5	1.2.1.9
11046	4.6.1.18
76	3.1.3.18
12236	3.4.11.5
3677	3.7.1.3
11390	1.1.1.1
1389	2.6.1.21
16040	1.3.99.4
8623	3.5.2.9
7717	3.2.1.37
10882	1.1.1.28
16449	4.1.1.47
12224	1.1.1.2
6749	1.1.1.2
15488	3.1.2
14847	2.3.1.23
1573	1.1.1.28
1499	4.4.1.2
13330	3.5.2.16
10441	1.1.1.21
14646	1.6.5.2
11119	2.8.3.9
7712	3.1.3.104
14690	3.2.1.151
14069	2.4.1.17
2898	1.1.1.86
14342	2.4.1.298
13884	3.4.21.6
16313	1.11.1.7
15936	5.4.99.18
14926	2.7.1.106
11846	3.4.21.5
273	4.2.1.3
14023	3.3.2.6
7099	1.1.1.47
11639	1.1.1.2
15543	2.1.2.1
10562	3.1.1.1
10726	3.1.3.2
2642	5.1.99.1
14787	-
8158	2.7.2.3
14786	1.1.1.14
2854	2.1.1.37
13089	3.2.1.18
7997	1.1.1.156
12317	1.3.2.3
14557	5.1.2.3
10278	1.1.3.7
12042	4.1.1
9544	1.1.1.153
7137	-
11842	3.4.22
9969	3.8.1.5
2188	1.1.1.145
12999	2.4.2.28
13076	1.1.1.209
15809	1.10.3.2
15376	2.1.1.56
12047	2.6.1.7
10410	1.1.1.45
15534	1.14.13.225
7838	1.3.5.1
10382	3.4.16.4
15459	2.7.1.21
13067	1.1.1.209
13622	-
2375	1.1.1.14
541	1.2.1.26
12619	2.7.1.172
12217	1.14.13.84
7667	4.1.3.3
6838	2.7.1.105
14817	3.4.22.2
11524	1.1.1.88
2202	1.14.13.22
1092	1.4.3.2
7607	1.1.1.184
15282	2.7.1
6740	1.1.1.10
13917	2.7.6.1
13069	1.1.1.209
7290	1.5.1
11638	1.1.1
1356	1.1.1.376
13220	2.4.1.37
15031	2.1.2.1
9591	1.7
12946	2.4.2.6
13756	3.4.24.27
11834	3.4.22.2
171	3.1.2.2
16021	3.4.21
12954	4.2.1.147
10730	3.2.1.8
11638	1.1.1.184
10543	3.1.1.1
3329	1.1.1
96	2.5.1.6
2300	1.1.1.239
2335	1.10.3.2
6912	1.2.1.3
11831	3.4.22
15505	3.4.17.23
1860	5.3.1.5
10252	3.5.1.3
3808	2.1.1.89
9960	3.1.3.11
9753	3.4.11.2
1174	5.4.99.2
2460	3.1.4.12
8030	1.1.1
10548	3.1.1.74
11537	1.1.1.51
397	3.1.4.46
241	1.1.1.42
14731	1.1.1
212	2.7.1.48
10257	3.5.1.3
1179	3.2.1.122
14654	2.1.2.11
10078	2.4.1.17
11373	2.7.1.74
15655	6.1.1.1
7242	3.2.1.85
12058	1.1.1.405
12233	-
1667	3.5.1.23
13277	2.4.1.238
1572	1.1.1.96
8102	2.8.2.3
10361	2.4.1.173
7724	3.3.2.1
11822	3.2.1.58
14264	1.1.99.36
1959	1.1.1
3864	2.7.1.100
10729	1.8.1.9
6770	2.6.1
10293	1.1.3.7
16186	1.14.14
9747	5.1.1
10350	6.3.3.2
6769	3.1.4.4
16446	4.1.1.47
15771	1.10.3.2
7793	1.1.1.363
1372	1.8.5.1
15804	1.10.3.2
15314	2.7.7.76
14076	2.3.1.43
13229	-
13633	4.1.2.55
141	1.1.1.40
6833	2.3.2.13
10826	1.1.1.65
15	2.7.1.2
1420	1.1.1.18
7968	1.4.9.1
11469	2.3.1.60
14910	1.1.1.14
15140	2.1.1.145
6707	3.5.2.6
1890	2.5.1.56
15673	3.4.22
13558	6.2.1
13050	3.2.1.18
7980	3.5.3.1
12862	1.1.1.28
7251	3.8.1.5
15907	1.13.11.52
14977	3.1.3.76
270	1.1.1.42
4803	2.3.1.85
1048	2.6.1.13
16219	1.10.3
2321	1.2.1.3
397	3.1.4.2
4117	1.3.1.9
3263	2.7.1.68
6799	1.2.1.48
7611	3.3.2.10
7240	1.14.14.1
7162	2.7.2.3
12283	-
11795	1.1.1
15881	2.1.1
14780	2.3.1
10971	1.11.1.1
14462	2.4.1.126
13793	-
282	3.1.3.2
13802	3.5.1.23
11952	1.2.4.4
15721	-
6303	3.1.1.84
8782	2.4.1.215
14750	1.6.5.4
11938	3.4.22.1
9815	2.3.1
309	3.1.3.2
10959	2.7.1.95
6473	2.2.1.6
13060	2.4.1.35
12336	2.1.1.100
2156	2.4.1.41
15022	3.1.1
763	2.6.1.1
7821	3.5.1.26
13002	3.4.11.1
6870	4.3.1
10919	3.4.22.10
14550	-
9879	3.2.1.23
3497	1.14.11.11
10157	3.4.21.62
14623	2.7.4.8
11827	3.4.22
12698	1.14.13
7218	1.1.1.267
7257	1.1.1.121
246	3.1.3.2
1762	2.3.1
1451	1.4.4.2 1.8.1.4 2.1.2.10
7956	1.4.9.1
16108	5.1.99.6
14875	1.1.1.205
13297	2.7.1.147
7277	1.3.99
8090	6.2.1.3
10643	1.8.1.9
10500	2.7.1.74
4803	2.3.1.38
16435	2.7.1.39
15548	4.2.1.149
14444	3.4.11.2
11848	4.2.1.36
228	6.3.4.4
15298	2.7.7.76
7979	3.5.3.1
7341	1.14.18.1
5231	2.7.7.60
14433	1.1.1.271
6673	1.14.14.1
15667	2.3.1.283
10602	3.2.1.8
9760	2.3.1
7824	2.8.2.3
12464	2.3.1.16
15221	-
15333	2.7.7.76
14356	3.2.1.52
16306	2.3.1.286
12229	3.1.1.25
6667	1.5.99.12
15199	-
4403	2.3.1.16
15288	2.1.2.1
2501	3.2.1.21
9881	1.2.1.3
2017	4.1.1.74
12374	6
7061	2.5.1.18
12051	1.1.1.184
8168	1.13.11.12
14712	-
9020	2.4.1.352
10034	3.5.1.11
6573	3.1.2.20
75	3.6.2.1
9723	3.4.11.2
14114	2.1.1.277
911	4.1.3.1
5749	1.1.1.50
12281	1.1.1.21
10274	2.7.1.68
15722	-
210	3.1.3.96
12579	3
15213	3.4.21
10663	3.4.21
13392	-
11438	1.11.1.7
15083	4.2.2.26
270	1.1.1.41
13595	3.2.1.23
10622	3.2.1.8
11801	1.1.3.4
9882	3.5.2.6
7351	1.14.14.57
11433	-
12798	3.1.2.20
9773	3.2.1.85
12747	1.1.1.1
1358	1.1.1.47
11738	3.4
13049	1.13.11.63
9860	1.2.1.3
406	6.1.1.17
10314	1.14.14.1
10540	2.5.1.18
6845	3.1.3
14812	-
11720	3.4.23.16
11630	2.7.1.1
13711	2.4.1.17
11965	1.1.1.51
15466	3.4.11.1
1352	2.6.1.39
11477	2.7.1.1
12945	2.4.2.6
14123	3.1.1.88
13608	3.1.1.81
13801	3.5.1.23
11681	1.1.1.14
6812	1.3.8.7
682	1.6.2.6
736	3.1.3.7
13259	3.2.1.22
13592	3.6.1.55
7900	1.1.1
11288	3.1.3.5
6612	3.5.2.6
12369	3.7.1.8
7226	2.7.1.95
13101	6.2.1
14326	3.4.23.20
7083	2.8.2.1
816	3.6.5
15076	1.1.1.50
12711	2.1.1
10166	2.4.2.4
11227	2.3.1
13949	2.6.1.7
13738	2.7.11.1
12975	1.1.1.324
15651	2.3.1.206
13483	3.4.21.104
5162	3.5.4.43
11827	3.4.22.2
16063	2.7.7.48
9145	1.2.1.70
149	4.1.1.32
10543	3.1.1.2
7792	1.1.1.21
11963	1.1.1.51
100	1.5.1.3
10593	3.2.1.70
11999	3.2.1.21
7746	3.7.1.3
12091	3.1.3.31
5227	2.7.8.13
16370	1.14.14
13758	3.4.24.28
10023	1.1.1.2
9875	3.5.2.6
953	2.8.2.2
15562	2.3.1.159
16041	1.3.99.4
12055	2.7.1.3
15113	1.13.11.11
2628	3.3.2.2
13180	4.4.1.3
8047	1.1.1.50
15362	4.1.2.47
13354	1.14.14.1
12219	1.14.13.84
15363	4.1.2.47
6871	4.3.1
16511	1.14.14.59
16432	2.7.1.39
7774	1.1.1.49
2446	1.13.11.27
15490	3.1.2
1249	2.3.3.5
7674	5.4.2.6
15219	-
9052	4.1.99.12
16188	1.14.11.31
10362	3.5.2.6
412	6.1.1.4
13859	3.4.24.27
13752	2.7.11.1
6673	1.6.2.2
10325	3.1.1.4
9736	3.1.2.12
3123	5.5.1.2
12324	1.14.13
12365	7.5.2.1
12302	6.3.2.17
14955	5.3.99.4
9734	3.4.11.2
10452	3.1.3.1
82	2.7.4.3
678	1.16.1.3
8044	1.1.1.184
10597	3.2.1.70
11482	3.1.4.1
10696	3.4.21
2357	4.2.1.36
10405	6.3.5.7
11369	2.7.1
10661	1.1.3.10
1418	5.4.99.13
7810	5.1.1.20
142	1.1.1.39
10347	2.4.1.173
16234	4.1.1.120
13664	3.4.21.59
11274	2.1.3.6
13481	3.4.21.62
6790	1.2.1.36
7761	3.3.2.1
9934	2.4.1.17
10068	3.5.1.11
1865	4.1.2.11
15348	4.1.2.10
15440	-
11091	3.5.1.104
6720	1.3.1.20
9846	3.1.1.1
10437	3.2.1.23
8128	3.5.1.14
14789	2.4.1.41
9991	2.4.1.17
9756	3.5.2.6
10506	1.5.1.34
7175	4.4.1.1
6686	5.4.99.17
2283	3.5.1.104
12461	2.3.1.16
11490	2.4.1.17
14165	-
7028	1.11.2.1
11685	3.4.22.36
13560	-
15822	1.10.3.2
13279	2.7.11
13253	3.4.19.12
7839	1.14.14.1
8097	2.7.1.1
10103	1.1.1
1383	1.14.13.25
1192	3.6.1.16
14578	-
698	3.2.2.5
1110	4.1.2.48
14436	1.1
12915	2.3.1.16
7823	2.7.2.3
11887	1.17.3.2
8566	2.5.1.47
12592	3
11853	4.2.1.36
14471	3.5.1.115
15141	2.1.1.145
12978	1.1.99
12071	4.1.2.4
2698	1.1.1.206
15878	3.4.22
12414	3.1.1.1
3210	1.1.1.62
9854	3.2.1.24
14222	3.5.4.11
5451	1.4.3.19
1634	1.3.1.21
16105	4.2.1.93
10276	1.1.3.7
8034	1.1.1.184
9872	3.2.1.23
10470	1.1.1.8
15566	2.3.1.159
9866	2.7.4.8
13880	2.7.7.43
7123	1.1.1.284
9824	3.2.1.85
14355	2.4.99.8
14800	1.11.1.7
13527	1.1.1.146
12133	2.5.1.31
83	2.7.4.3
9698	3.1.3
2409	1.1.1.213
12928	2.4.99.8
9692	2.7.4.14
7028	1.11.1.16
12084	3.4.23.41
2262	3.5.4.9
6530	3.5.2.6
13059	2.4.1.35
11180	1.3.1.20
11753	2.4.1.17
57	2.7.1.40
14948	3.2.1.23
11922	3.4.21.39
15727	-
13736	2.7.11.1
10025	1.1.1.72
6889	1.1.1.21
14350	2.1.1.166
10575	2.5.1.18
10738	1.1.1
3602	1.14.15.4
1269	2.7.7.33
1515	6.2.1.27
1148	2.4.1.329
3428	6.1.1.12
15666	2.3.1.288
757	1.4.1.4
191	6.3.5.2
14460	2.3.1.118
15030	2.1.2.1
14271	1.1.99.36
9912	1.1.1.2
1572	1.1.1.27
15480	2.7.1.121
964	3.1.3.2
13362	1.20.4.4
13275	3.5.1.18
13278	2.5.1.18
11156	1.1.1.205
6758	1.1.1.2
816	3.1.3.2
11498	1.3.8.7
6907	1.2.1.3
3824	2.3.1.168
4165	1.1.1.170
10346	6.2.1.3
10697	3.4.21
2648	4.2.1.46
7666	4.1.3.3
14539	3.6.1.55
11726	3.4.21
12942	2.5.1.17
1181	5.5.1.4
6673	1.6.99.3
6802	1.2.1.48
13047	1.3.8.2
1338	4.1.2.13
13026	2.8.3.12
257	1.3.5.1
11258	1.1.1
483	3.6.1.8
2599	5.1.3.14
15557	2.3.1.20
9549	2.7.1.1
14422	-
11990	1.1.1.62
3703	5.3.2.6
179	6.2.1.1
12437	3.1.1.1
702	4.2.1.93
149	4.1.3.17
10945	1.14.14.1
14312	-
14723	2.4.1
1699	3.1.8.2
15579	3.6.1.63
14867	1.14.14.42
2733	2.5.1.22
7899	4.2.2.13
11885	1.13
15197	-
15590	2.8.1.4
2300	1.1.1.62
9716	2.7.4.14
6599	3.5.2.6
350	2.1.2.9
14287	1.1.99.36
10497	2.7.8.7
12499	3.6.1.7
7755	1.1.1.50
10674	1.8.1.9
7635	1.1.1
3329	1.1.1.2
448	2.7.7.7
14806	1.11.1.16
12228	3.1.1.25
9977	1.14.14.1
7023	2.6.1.7
675	1.4.1.14
15606	2.3.1
2409	1.1.1
4895	1.2.1.3
13293	2.8.2
6999	1.11.1.14
16512	1.14.14.58
9663	3.1.2.23
10861	1.1.1.21
13405	-
15239	2.7.11.1
13663	3.4.21
14365	1.14.14.1
1352	2.6.1.1
5319	1.14.12.17
7249	3.8.1.5
12422	3.1.1.1
15960	3.1.1.2
4483	1.1.1.209
1561	6.2.1.16
6848	3.2.1.86
13638	3.4.21.62
7895	4.2.2.13
15992	6.1.1.1
8104	1.2.1.88
245	3.1.4.1
12208	1.14.13.84
10025	1.1.1.2
14597	2.3.1.118
15711	5.1.99.8
11551	1.1.1
14537	-
5455	1.14.14
11717	3.4.23.16
14230	3.5.4.11
10984	1.3.1.48
1644	2.7.1.82
2409	1.1.1.105
13559	-
10268	3.1.4
14799	1.1.1.383
15923	-
9585	3.5.3.1
61	1.1.1.28
3559	3.2.1.58
4468	1.3.1.3
8078	1.1.1.1
16391	3.4.24.89
12403	3.4.11.10
369	1.11.1.1
10626	1.1.3.10
9288	1.1.1.181
10767	1.1.1.1
6790	1.2.1.3
15485	2.7.1.29
12183	-
9941	1.1.1.105
376	-
12960	1.1.1.183
15497	4.2.3.67
15689	1.3.99.27
16357	2.1.3.15
11503	1.14.13.8
14743	5.4.99.13
10447	3.1.2.6
7790	1.1.1.21
15577	2.7.8.36
9902	1.1.1.28
12935	3.4.11.10
16218	1.10.3
16440	4.2.3.20
7970	3.1.3.36
12059	1.1.1.405
6792	1.2.1.48
15400	4.2.3.74
13858	3.4.24.27
14541	3.5.3.15
16008	3.4.22
10069	1.1.1.37
13247	3.2.1.161
12759	3.4.11.1
5302	1.5.1.30
13451	3.1.1
15180	1.1.1.42
4065	6.3.2.16
12477	-
16133	1.8.4.12
14697	3.2.1.177
1243	4.1.1.94
16180	1.14.14.1
13872	3.4.24.27
2182	1.14.13.54
15481	2.7.1.121
8708	4.1.1.39
10188	2.3.1.65
16289	2.7.11.13
14824	-
10372	3.5.2.6
9933	-
9773	3.2.1.86
9681	1.13.12.16
15545	1.14.99.51
15166	1.13.11.16
11487	1.18.1.2
15654	2.3.1.205
15609	2.3.1
9864	3.6.1.9
3027	5.4.99.7
12483	-
2031	6.3.2.11
15523	1.14.14.1
12647	3.5.1.88
16061	2.3.1.157
11964	1.1.1.62
302	3.6.1.56
12366	7.5.2.1
10914	3.4.22.10
1034	2.1.1.12
15072	1.1.1.50
1690	1.1.1.47
15246	-
12118	3.1.4
7055	1.16.3.1
10494	2.5.1.47
7111	3.1.4.12
14185	2.3.1.232
11109	2.8.3.9
15790	1.10.3.2
9567	-
11639	1.1.1.184
2450	1.1.1.n11
1494	1.3.1.38
15190	1.1.1.42
13577	5.1.1
9946	1.5.1.6
11270	2.1.3.6
12048	2.7.1.11
15947	3.4.22.69
1965	3.1.3.74
6650	1.5.99.12
7043	1.5.3.17
6315	1.4.3.21
15378	1.3.1
14063	6.3.1.9
8179	3.2.1.76
12371	3.7.1.8
10890	3.4.22.10
10632	3.4.21
15612	2.3.1
11113	2.8.3.9
15837	2.8.1.9
11961	2.7.1.11
14782	2.3.1
7291	1.14.13.7
12614	2.7.1.172
34	3.5.99.6
10811	1.1.1.21
14826	4.4.1.9
11581	3.4.22.1
2770	2.1.1.49
9870	3.2.1.25
7751	1.4.3.3
440	1.3.1.7
12939	2.5.1.17
2008	2.7.1.2
6176	3.5.2.17
11941	1.4.1.8
4401	1.1.1.35
14179	3.4.21.26
13075	1.1.1.209
1159	1.13.11.2
13136	3.4.11.3
2740	1.1.1.1
13239	4.2.1.119
10876	1.2.1.22
14560	3.2.1.177
13071	1.1.1.357
15593	3.6.1.5
11684	3.4.22.29
6521	1.14.14.94
302	3.6.1.9
12036	1.1.1.184
14423	2.4.1
7289	1.14.13.7
9913	3.2.1.23
12600	1.1.1.209
11708	2.4.1.17
2030	3.5.3.7
16113	-
10055	3.5.1.11
2650	2.6.1.33
9877	3.5.2.6
16505	2.1.2.2
16109	5.1.99.6
12134	2.5.1.31
12931	3.4.17.11
2095	4.2.1.18
8407	1.1.1.42
10723	3.1.1.1
559	5.3.1.26
8043	1.1.1.184
10333	2.4.1.173
13479	3.4.21
11351	3.5.2.6
94	6.3.5.1
15178	1.1.1.42
9915	3.5.2.6
1157	1.3.1.20
6935	1.2.1.39
12189	1.3.2.3
1853	1.2.1.3
6973	3.2.1.37
14826	2.5.1.47
15738	3.4.11.9
13286	6.2.1.33
13486	2.4.1.85
6531	2.4.1.302
903	4.1.3.16
13265	3.2.1.49
7829	1.1.1.184
14182	3.2.1.18
14623	2.7.4.10
12761	3.4.11.1
15752	1.11.1.7
11905	1.17.3.2
10082	1.1.1.188
10995	3.4.14.5
10578	1.1.1.146
12450	3.2.1.122
7041	2.7.7.4
14453	2.3.1.5
13843	3.4.24.27
11544	1.1.1.151
15450	-
9763	2.3.1
13877	1.14.14.1
7842	-
13795	-
8058	1.1.1.184
15135	2.1.1.144
7083	2.8.2.3
7290	1.1.1
11581	3.4.21
9856	3.2.1.52
6742	1.3.8.7
6817	1.3.8.8
16393	2.7.4.1
1907	2.4.1.4
9653	1.21.99.3
6749	1.1.1
1027	1.11.1.7
4543	1.2.1.3
6672	1.6.99.3
9932	3.1.1.1
14833	3.1.3.62
14026	3.4.21
15617	1.6.5.2
7260	5.3.1.9
1654	1.1.1.365
11318	3.1.3.34
13243	3.2.1.18
6777	1.1.1
98	2.1.3.6
4061	2.3.1.117
12688	1.1.1.116
6584	1.1.99.31
12890	3.5.1
2944	2.8.1.2
1469	1.5.1.1
211	3.1.3.91
4009	1.1.1.50
219	3.5.3.4
14405	2.8.2
11858	3.4.21.4
14343	2.4.1.255
11522	1.1.1.50
7703	3.2.1.1
9788	2.7.1.40
1589	2.7.2.2
14181	3.2.1.18
2223	1.14.14.91
2761	3.7.1.4
6677	1.5.99.12
6940	3.2.1.20
7937	1.1.1.184
13379	1.3.1.9
7483	2.6.1.76
13690	3.2.1.4
1320	4.4.1.13
6673	1.1.1
12681	3.4.24.71
10872	2.7.1.4
14835	3.4
15831	3.2.1.129
16114	2.7.8.5
3663	1.1.1.195
14479	3.4.24.18
9588	1.1.1.153
8154	3.4.13
11280	3.4.13.9
15439	-
7842	3.4.11.10
7178	2.7.3.9
10734	3.1.3
3736	4.2.1.33
15600	5.1.1
3293	4.1.2.25
4244	6.3.2.4
14017	-
13034	3.2.1.18
329	3.5.1.31
176	4.2.3.3
7988	2.4.1.1
2399	4.1.1.29
6829	2.3.2.13
16232	2.7.1.209
10762	1.1.1.1
12295	2.3.1.23
11108	2.8.3.9
7247	3.8.1.5
16303	2.3.1.286
12398	3.4.11.14
84	2.7.4.14
62	5.1.3.1
11565	2.4.1.25
10692	1.1.3.10
9668	2.7.8.13
11999	3.2.1.45
1819	1.1.1.107
14705	2.3.1.183
11508	1.1.1.213
9928	1.1.1.28
10931	4.1.1.7
15106	1.1.1.40
8953	5.4.2.11
16339	1.5.1
7692	2.8.1.1
414	6.1.1.6
11359	1.17.1.9
14189	1.14.14.1
2450	1.1.1.21
16484	1.7.1
11197	1.11.1.1
7893	1.1.1.184
12315	2.1.1.143
7945	1.1.3.10
73	1.5.1.5
11740	1.2.1.24
2687	2.1.1.5
10145	3.5.1.4
75	-
12218	1.14.13.84
8184	3.2.1.37
15533	2.7.13.3
14969	1.14.99.1
11233	2.3.1
